Locality,Collection_Year,Serotype,Subclade,Accession
Cambodia,2006,DENV-1,Old-Cambodia,HM181940
Cambodia,2006,DENV-1,Old-Cambodia,HM181941
Cambodia,2006,DENV-1,Old-Cambodia,HM181942
Cambodia,2007,DENV-1,Old-Cambodia,HM181943
Cambodia,2007,DENV-1,Old-Cambodia,HM181944
Cambodia,2007,DENV-1,Old-Cambodia,HM181945
Cambodia,2007,DENV-1,Old-Cambodia,HM181946
Cambodia,2007,DENV-1,Old-Cambodia,HM181947
Cambodia,2007,DENV-1,Old-Cambodia,HM181948
Cambodia,2007,DENV-1,Old-Cambodia,HM181949
Cambodia,2007,DENV-1,Old-Cambodia,HM181950
Cambodia,2007,DENV-1,Old-Cambodia,HM181951
Cambodia,2007,DENV-1,Old-Cambodia,HM181952
Cambodia,2007,DENV-1,Old-Cambodia,HM181953
Cambodia,2007,DENV-1,Old-Cambodia,HM181954
Cambodia,2007,DENV-1,Old-Cambodia,HM181955
Cambodia,2007,DENV-1,Old-Cambodia,HM181956
Cambodia,2007,DENV-1,Old-Cambodia,HM181957
Cambodia,2007,DENV-1,Old-Cambodia,HM181958
Cambodia,2007,DENV-1,Old-Cambodia,HM181959
Cambodia,2007,DENV-1,Old-Cambodia,HM488255
Cambodia,2006,DENV-1,Old-Cambodia,HM631852
Cambodia,2007,DENV-1,Old-Cambodia,HM631853
Cambodia,2007,DENV-1,Old-Cambodia,HQ624983
Cambodia,2007,DENV-1,Old-Cambodia,HQ624984
Cambodia,2008,DENV-1,Old-Cambodia,JF937651
Cambodia,2001,DENV-1,Old-Cambodia,JN819423
Cambodia,2004,DENV-1,Old-Cambodia,JQ287664
Cambodia,2007,DENV-1,Old-Cambodia,JQ287665
Cambodia,2007,DENV-1,Old-Cambodia,KF921932
Cambodia,2007,DENV-1,Old-Cambodia,KF921933
Cambodia,2001,DENV-1,Old-Cambodia,KF955406
Cambodia,2007,DENV-1,Old-Cambodia,KF955444
Cambodia,2008,DENV-1,Old-Cambodia,KU509260
Cambodia,2016,DENV-1,Old-Cambodia,MW265664
Cambodia,2016,DENV-1,Old-Cambodia,MW265665
Cambodia,2016,DENV-1,Old-Cambodia,MW265666
Cambodia,2016,DENV-1,Old-Cambodia,MW265667
Cambodia,2011,DENV-1,Old-Cambodia,MW265668
Cambodia,2011,DENV-1,Old-Cambodia,MW265669
Cambodia,2012,DENV-1,Old-Cambodia,MW265670
Cambodia,2012,DENV-1,Old-Cambodia,MW265671
Cambodia,2013,DENV-1,Old-Cambodia,MW265672
Cambodia,2014,DENV-1,Old-Cambodia,MW265673
Cambodia,2014,DENV-1,Old-Cambodia,MW265674
Cambodia,2014,DENV-1,Old-Cambodia,MW265675
Cambodia,2014,DENV-1,Old-Cambodia,MW265676
Cambodia,2015,DENV-1,Old-Cambodia,MW265677
Cambodia,2015,DENV-1,Old-Cambodia,MW265678
Cambodia,2015,DENV-1,Old-Cambodia,MW265679
China,2004,DENV-1,Genotype-I,DQ193572
Comoros,1993,DENV-1,Genotype-III,DQ285562
French_Guiana,2006,DENV-1,Genotype-III,EF122231
French_Guiana,2006,DENV-1,Genotype-III,EF122232
India,2008,DENV-1,Genotype-III,JN903579
India,2009,DENV-1,Genotype-III,JN903580
India,2009,DENV-1,Genotype-III,JN903581
Japan,2004,DENV-1,Genotype-I,AB178040
Micronesia,2004,DENV-1,Genotype-II,AB204803
Myanmar,2001,DENV-1,Genotype-I,AY708047
Myanmar,2001,DENV-1,Genotype-I,AY713474
Myanmar,2001,DENV-1,Genotype-I,AY713475
Myanmar,2001,DENV-1,Genotype-I,AY713476
Myanmar,2001,DENV-1,Genotype-I,AY726550
Myanmar,2001,DENV-1,Genotype-I,AY726551
Myanmar,2002,DENV-1,Genotype-I,AY726552
Myanmar,2002,DENV-1,Genotype-I,AY726553
Myanmar,1971,DENV-1,Genotype-III,AY713473
Myanmar,1976,DENV-1,Genotype-III,AY722801
Puerto_Rico,1996,DENV-1,Genotype-III,FJ410188
Puerto_Rico,1996,DENV-1,Genotype-III,FJ478457
Puerto_Rico,1995,DENV-1,Genotype-III,FJ547086
Puerto_Rico,1992,DENV-1,Genotype-III,FJ547087
Puerto_Rico,1986,DENV-1,Genotype-III,FJ562106
Reunion,2004,DENV-1,Genotype-II,DQ285560
Reunion,2004,DENV-1,Genotype-III,DQ285559
Seychelles,2003,DENV-1,Genotype-II,AB195673
Seychelles,2004,DENV-1,Genotype-II,DQ285561
Singapore,2005,DENV-1,Genotype-I,EU081262
Singapore,2005,DENV-1,Genotype-I,EU081273
Singapore,2006,DENV-1,Genotype-I,EU081280
Singapore,2006,DENV-1,Genotype-I,EU081281
Singapore,1993,DENV-1,Genotype-III,AY762084
Singapore,2005,DENV-1,Genotype-III,EU081258
Thailand,1980,DENV-1,Genotype-III,AY732474
Thailand,1980,DENV-1,Genotype-III,AY732476
Venezuela,1997,DENV-1,Genotype-III,FJ639735
Venezuela,1998,DENV-1,Genotype-III,FJ639740
Venezuela,2008,DENV-1,Genotype-III,FJ850104
Venezuela,2001,DENV-1,Genotype-III,GU131834
Venezuela,2005,DENV-1,Genotype-III,GU131837
Austalia,1993,DENV-2,Cosmopolitan-III,AY037116
Brunei,2005,DENV-2,Cosmopolitan-III,EU179857
Brunei,2006,DENV-2,Cosmopolitan-III,EU179859
Burkina_Faso,1983,DENV-2,Cosmopolitan-II,EU056810
Cambodia,2019,DENV-2,New-Cambodia,OL412740
Cambodia,2019,DENV-2,New-Cambodia,OL414717
Cambodia,2019,DENV-2,New-Cambodia,OL414718
Cambodia,2019,DENV-2,New-Cambodia,OL414719
Cambodia,2019,DENV-2,New-Cambodia,OL414720
Cambodia,2019,DENV-2,New-Cambodia,OL414721
Cambodia,2019,DENV-2,New-Cambodia,OL414722
Cambodia,2019,DENV-2,New-Cambodia,OL414723
Cambodia,2019,DENV-2,New-Cambodia,OL414724
Cambodia,2019,DENV-2,New-Cambodia,OL414725
Cambodia,2019,DENV-2,New-Cambodia,OL414726
Cambodia,2019,DENV-2,New-Cambodia,OL414727
Cambodia,2019,DENV-2,New-Cambodia,OL414728
Cambodia,2019,DENV-2,New-Cambodia,OL414729
Cambodia,2019,DENV-2,New-Cambodia,OL414730
Cambodia,2020,DENV-2,New-Cambodia,OL414731
Cambodia,2020,DENV-2,New-Cambodia,OL414732
Cambodia,2020,DENV-2,New-Cambodia,OL414733
Cambodia,2020,DENV-2,New-Cambodia,OL414734
Cambodia,2020,DENV-2,New-Cambodia,OL414735
Cambodia,2020,DENV-2,New-Cambodia,OL414736
Cambodia,2019,DENV-2,New-Cambodia,OL414737
Cambodia,2019,DENV-2,New-Cambodia,OL414738
Cambodia,2019,DENV-2,New-Cambodia,OL414739
Cambodia,2019,DENV-2,New-Cambodia,OL414740
Cambodia,2019,DENV-2,New-Cambodia,OL414741
Cambodia,2019,DENV-2,New-Cambodia,OL414742
Cambodia,2019,DENV-2,New-Cambodia,OL414743
Cambodia,2019,DENV-2,New-Cambodia,OL414744
Cambodia,2019,DENV-2,New-Cambodia,OL414745
Cambodia,2020,DENV-2,New-Cambodia,OL414746
Cambodia,2019,DENV-2,New-Cambodia,OL414747
Cambodia,2020,DENV-2,New-Cambodia,OL414749
Cambodia,2020,DENV-2,New-Cambodia,OL414750
Cambodia,2020,DENV-2,New-Cambodia,OL414751
Cambodia,2020,DENV-2,New-Cambodia,OL414752
Cambodia,2020,DENV-2,New-Cambodia,OL414753
Cambodia,2020,DENV-2,New-Cambodia,OL414754
Cambodia,2020,DENV-2,New-Cambodia,OL414755
Cambodia,2020,DENV-2,New-Cambodia,OL414756
Cambodia,2020,DENV-2,New-Cambodia,OL414757
Cambodia,2020,DENV-2,New-Cambodia,OL414758
Cambodia,2019,DENV-2,New-Cambodia,OL414759
Cambodia,2019,DENV-2,New-Cambodia,OL414760
Cambodia,2019,DENV-2,New-Cambodia,OL414761
Cambodia,2019,DENV-2,New-Cambodia,OL414762
Cambodia,2019,DENV-2,New-Cambodia,OL414763
Cambodia,2020,DENV-2,New-Cambodia,OL414764
Cambodia,2020,DENV-2,New-Cambodia,OL414765
Cambodia,2019,DENV-2,New-Cambodia,OL420733
Cambodia,2020,DENV-2,New-Cambodia,OL435143
Cambodia,2020,DENV-2,New-Cambodia,OP999336
Cambodia,2020,DENV-2,New-Cambodia,OP999339
Cambodia,2020,DENV-2,New-Cambodia,OQ000263
Cambodia,2019,DENV-2,New-Cambodia,OQ674509
Cambodia,2019,DENV-2,New-Cambodia,OQ678012
Cambodia,2019,DENV-2,New-Cambodia,OQ678017
Cambodia,2019,DENV-2,New-Cambodia,OQ678059
Cambodia,2020,DENV-2,New-Cambodia,OQ678101
Cambodia,2020,DENV-2,New-Cambodia,OQ678102
Cambodia,2020,DENV-2,New-Cambodia,OQ683881
Cambodia,2021,DENV-2,New-Cambodia,PP396279
Cambodia,2021,DENV-2,New-Cambodia,PP396280
Cambodia,2022,DENV-2,New-Cambodia,PP406368
Cambodia,2022,DENV-2,New-Cambodia,PP406369
Cambodia,2022,DENV-2,New-Cambodia,PP406370
Cambodia,2022,DENV-2,New-Cambodia,PP406371
Cambodia,2022,DENV-2,New-Cambodia,PP406372
Cambodia,2022,DENV-2,New-Cambodia,PP406373
Cambodia,2022,DENV-2,New-Cambodia,PP406374
Cambodia,2022,DENV-2,New-Cambodia,PP406375
Cambodia,2022,DENV-2,New-Cambodia,PP406376
Cambodia,2022,DENV-2,New-Cambodia,PP406447
Cambodia,2022,DENV-2,New-Cambodia,PP406448
Cambodia,2022,DENV-2,New-Cambodia,PP406449
Cambodia,2022,DENV-2,New-Cambodia,PP406450
Cambodia,2022,DENV-2,New-Cambodia,PP406451
Cambodia,2022,DENV-2,New-Cambodia,PP406452
Cambodia,2022,DENV-2,New-Cambodia,PP406453
Cambodia,2022,DENV-2,New-Cambodia,PP406454
Cambodia,2022,DENV-2,New-Cambodia,PP406455
Cambodia,2022,DENV-2,New-Cambodia,PP411227
Cambodia,2022,DENV-2,New-Cambodia,PP411228
Cambodia,2022,DENV-2,New-Cambodia,PP411229
Cambodia,2022,DENV-2,New-Cambodia,PP411230
Cambodia,2022,DENV-2,New-Cambodia,PP411231
Cambodia,2022,DENV-2,New-Cambodia,PP411232
Cambodia,2022,DENV-2,New-Cambodia,PP411233
Cambodia,2022,DENV-2,New-Cambodia,PP411234
Cambodia,2022,DENV-2,New-Cambodia,PP411235
Cambodia,2022,DENV-2,New-Cambodia,PP411249
Cambodia,2022,DENV-2,New-Cambodia,PP411250
Cambodia,2022,DENV-2,New-Cambodia,PP411251
Cambodia,2022,DENV-2,New-Cambodia,PP411252
Cambodia,2022,DENV-2,New-Cambodia,PP411253
Cambodia,2022,DENV-2,New-Cambodia,PP411254
Cambodia,2022,DENV-2,New-Cambodia,PP411255
Cambodia,2022,DENV-2,New-Cambodia,PP411256
Cambodia,2022,DENV-2,New-Cambodia,PP411257
Cambodia,2021,DENV-2,New-Cambodia,PP439574
Cambodia,2021,DENV-2,New-Cambodia,PP439575
Cambodia,2021,DENV-2,New-Cambodia,PP439576
Cambodia,2021,DENV-2,New-Cambodia,PP439577
Cambodia,2021,DENV-2,New-Cambodia,PP439578
Cambodia,2021,DENV-2,New-Cambodia,PP439579
Cambodia,2021,DENV-2,New-Cambodia,PP439580
Cambodia,2022,DENV-2,New-Cambodia,PP439581
Cambodia,2022,DENV-2,New-Cambodia,PP439582
Cambodia,2022,DENV-2,New-Cambodia,PP446688
Cambodia,2022,DENV-2,New-Cambodia,PP446689
Cambodia,2022,DENV-2,New-Cambodia,PP446690
Cambodia,2022,DENV-2,New-Cambodia,PP446691
Cambodia,2022,DENV-2,New-Cambodia,PP446692
Cambodia,2022,DENV-2,New-Cambodia,PP446693
Cambodia,2022,DENV-2,New-Cambodia,PP446694
Cambodia,2022,DENV-2,New-Cambodia,PP469533
Cambodia,2022,DENV-2,New-Cambodia,PP469534
Cambodia,2022,DENV-2,New-Cambodia,PP470598
Cambodia,2022,DENV-2,New-Cambodia,PP470599
Cambodia,2022,DENV-2,New-Cambodia,PP470600
Cambodia,2022,DENV-2,New-Cambodia,PP470601
Cambodia,2022,DENV-2,New-Cambodia,PP470602
Cambodia,2022,DENV-2,New-Cambodia,PP470603
Cambodia,2001,DENV-2,Old-Cambodia,FJ639697
Cambodia,2002,DENV-2,Old-Cambodia,FJ639698
Cambodia,2002,DENV-2,Old-Cambodia,FJ639699
Cambodia,2002,DENV-2,Old-Cambodia,FJ639700
Cambodia,2002,DENV-2,Old-Cambodia,FJ639701
Cambodia,2003,DENV-2,Old-Cambodia,FJ639702
Cambodia,2003,DENV-2,Old-Cambodia,FJ639703
Cambodia,2003,DENV-2,Old-Cambodia,FJ639704
Cambodia,2003,DENV-2,Old-Cambodia,FJ639705
Cambodia,2004,DENV-2,Old-Cambodia,FJ639706
Cambodia,2004,DENV-2,Old-Cambodia,FJ639707
Cambodia,2005,DENV-2,Old-Cambodia,FJ639708
Cambodia,2005,DENV-2,Old-Cambodia,FJ639709
Cambodia,2005,DENV-2,Old-Cambodia,FJ639710
Cambodia,2005,DENV-2,Old-Cambodia,FJ639711
Cambodia,2007,DENV-2,Old-Cambodia,FJ639717
Cambodia,2008,DENV-2,Old-Cambodia,FJ639718
Cambodia,2003,DENV-2,Old-Cambodia,GQ868620
Cambodia,2003,DENV-2,Old-Cambodia,GQ868621
Cambodia,2003,DENV-2,Old-Cambodia,GQ868622
Cambodia,2005,DENV-2,Old-Cambodia,GQ868623
Cambodia,2007,DENV-2,Old-Cambodia,GQ868624
Cambodia,2008,DENV-2,Old-Cambodia,GQ868625
Cambodia,2008,DENV-2,Old-Cambodia,GQ868631
Cambodia,2008,DENV-2,Old-Cambodia,GQ868638
Cambodia,2007,DENV-2,Old-Cambodia,GU131896
Cambodia,2007,DENV-2,Old-Cambodia,GU131897
Cambodia,2008,DENV-2,Old-Cambodia,GU131898
Cambodia,2008,DENV-2,Old-Cambodia,GU131899
Cambodia,2008,DENV-2,Old-Cambodia,GU131900
Cambodia,2008,DENV-2,Old-Cambodia,GU131901
Cambodia,2008,DENV-2,Old-Cambodia,GU131902
Cambodia,2008,DENV-2,Old-Cambodia,GU131924
Cambodia,2007,DENV-2,Old-Cambodia,GU131927
Cambodia,2008,DENV-2,Old-Cambodia,GU131928
Cambodia,2008,DENV-2,Old-Cambodia,GU131929
Cambodia,2008,DENV-2,Old-Cambodia,GU131930
Cambodia,2008,DENV-2,Old-Cambodia,GU131931
Cambodia,2008,DENV-2,Old-Cambodia,GU131932
Cambodia,2001,DENV-2,Old-Cambodia,JF730044
Cambodia,2008,DENV-2,Old-Cambodia,JF730045
Cambodia,2008,DENV-2,Old-Cambodia,JF730046
Cambodia,2008,DENV-2,Old-Cambodia,JF730047
Cambodia,2008,DENV-2,Old-Cambodia,JF730048
Cambodia,2007,DENV-2,Old-Cambodia,JN368476
Cambodia,2002,DENV-2,Old-Cambodia,KF921930
Cambodia,2003,DENV-2,Old-Cambodia,KF921931
Cambodia,2008,DENV-2,Old-Cambodia,KF955401
Cambodia,2008,DENV-2,Old-Cambodia,KF955402
China,1985,DENV-2,Asian-American,AF119661
China,1989,DENV-2,Asian-II,AF204177
China,1987,DENV-2,Asian-II,AF204178
China,2000,DENV-2,Cosmopolitan-I-C-1B,AF276619
China,1999,DENV-2,Cosmopolitan-I-C-1B,AF359579
China,2013,DENV-2,Cosmopolitan-I-C-1B,KF479233
China,2003,DENV-2,Cosmopolitan-III,FJ196853
Columbia,1986,DENV-2,American,GQ868592
Fiji,1971,DENV-2,American,HM582099
Guam,2001,DENV-2,Cosmopolitan-III,HM488257
Guatemala,2009,DENV-2,Asian-American,HQ999999
India,2001,DENV-2,Cosmopolitan-I-C-1B,DQ448231
India,2006,DENV-2,Cosmopolitan-I-C-1B,FJ898454
India,2009,DENV-2,Cosmopolitan-I-C-1B,JQ955623
India,2011,DENV-2,Cosmopolitan-I-C-1B,JQ955624
India,2009,DENV-2,Cosmopolitan-I-C-1B,JX475906
Indonesia,1975,DENV-2,Asian-II,GQ398268
Indonesia,1975,DENV-2,Cosmopolitan-II,GQ398258
Indonesia,1976,DENV-2,Cosmopolitan-II,GQ398259
Indonesia,1976,DENV-2,Cosmopolitan-II,GQ398260
Indonesia,1998,DENV-2,Cosmopolitan-III,AB189122
Indonesia,2004,DENV-2,Cosmopolitan-III,AY858035
Pakistan,2011,DENV-2,Cosmopolitan-I-C-1A,KF041232
Pakistan,2011,DENV-2,Cosmopolitan-I-C-1A,KF041233
Pakistan,2011,DENV-2,Cosmopolitan-I-C-1A,KF041234
Pakistan,2009,DENV-2,Cosmopolitan-I-C-1A,KF041235
Pakistan,2009,DENV-2,Cosmopolitan-I-C-1A,KF041237
Pakistan,2010,DENV-2,Cosmopolitan-I-C-1A,KF360005
Pakistan,2011,DENV-2,Cosmopolitan-I-C-1A,KJ010185
Pakistan,2013,DENV-2,Cosmopolitan-I-C-1A,KJ010186
Pakistan,2008,DENV-2,Cosmopolitan-I-C-1B,KF041236
Peru,1998,DENV-2,American,AF100467
Peru,2010,DENV-2,Asian-American,KC294221
Peru,2010,DENV-2,Asian-American,KC294223
Puerto_Rico,2007,DENV-2,Asian-II,JF730050
Puerto_Rico,2008,DENV-2,Asian-II,JN796245
Singapore,2005,DENV-2,Cosmopolitan-III,EU081177
Singapore,2009,DENV-2,Cosmopolitan-III,JF327392
Sri_Lanka,2003,DENV-2,Cosmopolitan-I-C-1A,GQ252676
Sri_Lanka,2004,DENV-2,Cosmopolitan-I-C-1A,GQ252677
Sri_Lanka,1996,DENV-2,Cosmopolitan-I-C-1B,FJ882602
Taiwan,2008,DENV-2,Asian-II,HQ891024
Taiwan,2002,DENV-2,Cosmopolitan-III,DQ645546
Thailand,1964,DENV-2,Asian-I,GQ868591
Vietnam,2006,DENV-2,Cosmopolitan-III,EU482672
Cambodia,2019,DENV-4,New-Cambodia,MZ976858
Cambodia,2019,DENV-4,New-Cambodia,MZ976859
Cambodia,2020,DENV-4,New-Cambodia,MZ976860
Cambodia,2019,DENV-4,New-Cambodia,OQ678015
Cambodia,2022,DENV-4,New-Cambodia,PP396732
Cambodia,2022,DENV-4,New-Cambodia,PP447197
Cambodia,2022,DENV-4,New-Cambodia,PP447198
Cambodia,2022,DENV-4,New-Cambodia,PP447199
Cambodia,2022,DENV-4,New-Cambodia,PP447200
