"provname","epiyr","biweek","time","cases","year","beta","betalow","betahigh","rsquared","alpha","sus_reconstruction"
"Banteay Meanchey",2007,1,2004,2,2004,8.85555372916643e-05,7.90549481366609e-05,9.89238163744855e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,2,2004.03846153846,2,2004,6.57836446664664e-05,5.80047561315414e-05,7.43347222899787e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,3,2004.07692307692,2,2004,6.76937804589956e-05,5.93214668375027e-05,7.69177584249051e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,4,2004.11538461538,3,2004,0.000185905061950795,0.000169996847632494,0.000202999292668886,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,5,2004.15384615385,2,2004,9.14682431019984e-05,8.31637761420294e-05,0.000100468790381329,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,6,2004.19230769231,4,2004,0.000128148230387509,0.000117542994886524,0.00013958248327484,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,7,2004.23076923077,2,2004,0.00010278914593774,9.41936439539765e-05,0.000112078249296908,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,8,2004.26923076923,3,2004,0.000177233437075801,0.000163913614034881,0.000191550241354435,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,9,2004.30769230769,11,2004,0.000157044729678211,0.000145381435896727,0.000169594463145851,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,10,2004.34615384615,3,2004,0.00023109763334645,0.000213941513973697,0.000249564651266159,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,11,2004.38461538462,10,2004,0.000161320141541153,0.000148459867936554,0.00017524630905895,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,12,2004.42307692308,11,2004,0.000219942360976481,0.000202658349525399,0.000238640257642301,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,13,2004.46153846154,11,2004,0.000248210704992186,0.000227958531495254,0.000270189958253342,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,14,2004.5,9,2004,0.000218252021784243,0.000199539831783857,0.000238646549856815,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,15,2004.53846153846,16,2004,0.000168395754068142,0.000153814797380359,0.000184303412003918,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,16,2004.57692307692,11,2004,0.000185567049041537,0.000169985868434482,0.00020252119249728,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,17,2004.61538461538,19,2004,0.0001678862647548,0.000153893185360477,0.000183103238470605,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,18,2004.65384615385,14,2004,0.0001249275400226,0.000114497589351389,0.000136269793923346,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,19,2004.69230769231,7,2004,0.00014947340649822,0.000137537672619049,0.000162400545366994,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,20,2004.73076923077,12,2004,0.00011705475244982,0.000107626179363918,0.000127270572893339,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,21,2004.76923076923,5,2004,0.000109252517449814,0.000100374147897014,0.000118867736733419,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,22,2004.80769230769,2,2004,0.000108634916946224,9.96974310674051e-05,0.000118310410010869,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,23,2004.84615384615,4,2004,4.92181504201248e-05,4.42151103990517e-05,5.46965534503357e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,24,2004.88461538462,2,2004,0.000126530504865286,0.00011550904018995,0.000138428744487827,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,25,2004.92307692308,3,2004,8.31640433741335e-05,7.52691476734409e-05,9.17440518136959e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,26,2004.96153846154,3,2004,8.70213441712185e-05,7.71932083409253e-05,9.77920000621003e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,1,2005,2,2005,8.85555372916643e-05,7.90549481366609e-05,9.89238163744855e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,2,2005.03846153846,2,2005,6.57836446664664e-05,5.80047561315414e-05,7.43347222899787e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,3,2005.07692307692,2,2005,6.76937804589956e-05,5.93214668375027e-05,7.69177584249051e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,4,2005.11538461538,2,2005,0.000185905061950795,0.000169996847632494,0.000202999292668886,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,5,2005.15384615385,8,2005,9.14682431019984e-05,8.31637761420294e-05,0.000100468790381329,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,6,2005.19230769231,2,2005,0.000128148230387509,0.000117542994886524,0.00013958248327484,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,7,2005.23076923077,8,2005,0.00010278914593774,9.41936439539765e-05,0.000112078249296908,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,8,2005.26923076923,6,2005,0.000177233437075801,0.000163913614034881,0.000191550241354435,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,9,2005.30769230769,10,2005,0.000157044729678211,0.000145381435896727,0.000169594463145851,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,10,2005.34615384615,24,2005,0.00023109763334645,0.000213941513973697,0.000249564651266159,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,11,2005.38461538462,63,2005,0.000161320141541153,0.000148459867936554,0.00017524630905895,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,12,2005.42307692308,44,2005,0.000219942360976481,0.000202658349525399,0.000238640257642301,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,13,2005.46153846154,74,2005,0.000248210704992186,0.000227958531495254,0.000270189958253342,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,14,2005.5,171,2005,0.000218252021784243,0.000199539831783857,0.000238646549856815,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,15,2005.53846153846,234,2005,0.000168395754068142,0.000153814797380359,0.000184303412003918,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,16,2005.57692307692,172,2005,0.000185567049041537,0.000169985868434482,0.00020252119249728,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,17,2005.61538461538,159,2005,0.0001678862647548,0.000153893185360477,0.000183103238470605,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,18,2005.65384615385,79,2005,0.0001249275400226,0.000114497589351389,0.000136269793923346,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,19,2005.69230769231,82,2005,0.00014947340649822,0.000137537672619049,0.000162400545366994,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,20,2005.73076923077,27,2005,0.00011705475244982,0.000107626179363918,0.000127270572893339,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,21,2005.76923076923,22,2005,0.000109252517449814,0.000100374147897014,0.000118867736733419,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,22,2005.80769230769,18,2005,0.000108634916946224,9.96974310674051e-05,0.000118310410010869,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,23,2005.84615384615,19,2005,4.92181504201248e-05,4.42151103990517e-05,5.46965534503357e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,24,2005.88461538462,6,2005,0.000126530504865286,0.00011550904018995,0.000138428744487827,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,25,2005.92307692308,4,2005,8.31640433741335e-05,7.52691476734409e-05,9.17440518136959e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,26,2005.96153846154,5,2005,8.70213441712185e-05,7.71932083409253e-05,9.77920000621003e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,1,2006,3,2006,8.85555372916643e-05,7.90549481366609e-05,9.89238163744855e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,2,2006.03846153846,4,2006,6.57836446664664e-05,5.80047561315414e-05,7.43347222899787e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,3,2006.07692307692,2,2006,6.76937804589956e-05,5.93214668375027e-05,7.69177584249051e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,4,2006.11538461538,2,2006,0.000185905061950795,0.000169996847632494,0.000202999292668886,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,5,2006.15384615385,4,2006,9.14682431019984e-05,8.31637761420294e-05,0.000100468790381329,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,6,2006.19230769231,3,2006,0.000128148230387509,0.000117542994886524,0.00013958248327484,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,7,2006.23076923077,5,2006,0.00010278914593774,9.41936439539765e-05,0.000112078249296908,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,8,2006.26923076923,8,2006,0.000177233437075801,0.000163913614034881,0.000191550241354435,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,9,2006.30769230769,17,2006,0.000157044729678211,0.000145381435896727,0.000169594463145851,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,10,2006.34615384615,6,2006,0.00023109763334645,0.000213941513973697,0.000249564651266159,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,11,2006.38461538462,10,2006,0.000161320141541153,0.000148459867936554,0.00017524630905895,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,12,2006.42307692308,34,2006,0.000219942360976481,0.000202658349525399,0.000238640257642301,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,13,2006.46153846154,26,2006,0.000248210704992186,0.000227958531495254,0.000270189958253342,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,14,2006.5,37,2006,0.000218252021784243,0.000199539831783857,0.000238646549856815,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,15,2006.53846153846,46,2006,0.000168395754068142,0.000153814797380359,0.000184303412003918,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,16,2006.57692307692,56,2006,0.000185567049041537,0.000169985868434482,0.00020252119249728,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,17,2006.61538461538,68,2006,0.0001678862647548,0.000153893185360477,0.000183103238470605,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,18,2006.65384615385,76,2006,0.0001249275400226,0.000114497589351389,0.000136269793923346,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,19,2006.69230769231,19,2006,0.00014947340649822,0.000137537672619049,0.000162400545366994,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,20,2006.73076923077,17,2006,0.00011705475244982,0.000107626179363918,0.000127270572893339,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,21,2006.76923076923,10,2006,0.000109252517449814,0.000100374147897014,0.000118867736733419,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,22,2006.80769230769,12,2006,0.000108634916946224,9.96974310674051e-05,0.000118310410010869,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,23,2006.84615384615,11,2006,4.92181504201248e-05,4.42151103990517e-05,5.46965534503357e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,24,2006.88461538462,3,2006,0.000126530504865286,0.00011550904018995,0.000138428744487827,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,25,2006.92307692308,7,2006,8.31640433741335e-05,7.52691476734409e-05,9.17440518136959e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,26,2006.96153846154,6,2006,8.70213441712185e-05,7.71932083409253e-05,9.77920000621003e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,1,2007,5,2007,8.85555372916643e-05,7.90549481366609e-05,9.89238163744855e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,2,2007.03846153846,8,2007,6.57836446664664e-05,5.80047561315414e-05,7.43347222899787e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,3,2007.07692307692,9,2007,6.76937804589956e-05,5.93214668375027e-05,7.69177584249051e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,4,2007.11538461538,5,2007,0.000185905061950795,0.000169996847632494,0.000202999292668886,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,5,2007.15384615385,5,2007,9.14682431019984e-05,8.31637761420294e-05,0.000100468790381329,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,6,2007.19230769231,15,2007,0.000128148230387509,0.000117542994886524,0.00013958248327484,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,7,2007.23076923077,26,2007,0.00010278914593774,9.41936439539765e-05,0.000112078249296908,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,8,2007.26923076923,19,2007,0.000177233437075801,0.000163913614034881,0.000191550241354435,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,9,2007.30769230769,58,2007,0.000157044729678211,0.000145381435896727,0.000169594463145851,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,10,2007.34615384615,79,2007,0.00023109763334645,0.000213941513973697,0.000249564651266159,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,11,2007.38461538462,245,2007,0.000161320141541153,0.000148459867936554,0.00017524630905895,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,12,2007.42307692308,320,2007,0.000219942360976481,0.000202658349525399,0.000238640257642301,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,13,2007.46153846154,435,2007,0.000248210704992186,0.000227958531495254,0.000270189958253342,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,14,2007.5,329,2007,0.000218252021784243,0.000199539831783857,0.000238646549856815,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,15,2007.53846153846,361,2007,0.000168395754068142,0.000153814797380359,0.000184303412003918,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,16,2007.57692307692,228,2007,0.000185567049041537,0.000169985868434482,0.00020252119249728,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,17,2007.61538461538,170,2007,0.0001678862647548,0.000153893185360477,0.000183103238470605,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,18,2007.65384615385,120,2007,0.0001249275400226,0.000114497589351389,0.000136269793923346,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,19,2007.69230769231,69,2007,0.00014947340649822,0.000137537672619049,0.000162400545366994,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,20,2007.73076923077,41,2007,0.00011705475244982,0.000107626179363918,0.000127270572893339,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,21,2007.76923076923,33,2007,0.000109252517449814,0.000100374147897014,0.000118867736733419,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,22,2007.80769230769,22,2007,0.000108634916946224,9.96974310674051e-05,0.000118310410010869,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,23,2007.84615384615,24,2007,4.92181504201248e-05,4.42151103990517e-05,5.46965534503357e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,24,2007.88461538462,14,2007,0.000126530504865286,0.00011550904018995,0.000138428744487827,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,25,2007.92307692308,7,2007,8.31640433741335e-05,7.52691476734409e-05,9.17440518136959e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2007,26,2007.96153846154,5,2007,8.70213441712185e-05,7.71932083409253e-05,9.77920000621003e-05,0.63,0.732661535040638,"gaussian"
"Banteay Meanchey",2012,1,2008,3,2008,0.0003751959452902,0.000335629415746343,0.000418643300401045,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,2,2008.03846153846,2,2008,0.000191566734308379,0.000166833778253184,0.000219212373642966,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,3,2008.07692307692,2,2008,0.000161211313819703,0.000138036741138986,0.000187263225995743,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,4,2008.11538461538,2,2008,0.000389625648961423,0.000348122202473185,0.000435078833200559,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,5,2008.15384615385,4,2008,0.000368403161204268,0.000330813116186724,0.000409682779780593,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,6,2008.19230769231,7,2008,0.000307191654631338,0.000274732265471249,0.000342995236579212,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,7,2008.23076923077,7,2008,0.000338616505877614,0.000304007447456303,0.000376700210636329,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,8,2008.26923076923,16,2008,0.0005815679510455,0.000528556400606714,0.000639455131149608,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,9,2008.30769230769,23,2008,0.000390685738109417,0.000352234391235818,0.000433037531116661,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,10,2008.34615384615,25,2008,0.000998367527684066,0.000912055250610311,0.0010923770431115,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,11,2008.38461538462,30,2008,0.0010243462216044,0.000928005027032188,0.00113033638419394,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,12,2008.42307692308,54,2008,0.00112939665479357,0.00101753381339234,0.0012532052867011,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,13,2008.46153846154,57,2008,0.00118744735376003,0.00106464319685681,0.00132405518767328,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,14,2008.5,84,2008,0.000975119290170613,0.000871310431487762,0.00109098264481092,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,15,2008.53846153846,44,2008,0.00145086043558479,0.0012991284598371,0.00161979162587082,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,16,2008.57692307692,89,2008,0.00108564208359414,0.000967384745653699,0.00121792631360157,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,17,2008.61538461538,51,2008,0.000960526245174503,0.000857956778045167,0.00107500796968441,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,18,2008.65384615385,38,2008,0.000934633981532932,0.000837342085285218,0.0010429552623917,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,19,2008.69230769231,40,2008,0.000813231947222856,0.000729199490135225,0.000906668567444755,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,20,2008.73076923077,30,2008,0.000783284510541974,0.000704325792939373,0.000870821913918247,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,21,2008.76923076923,42,2008,0.000556984408442292,0.000500561121909932,0.000619554915595847,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,22,2008.80769230769,14,2008,0.00037411412294052,0.000335645883468582,0.000416787520548329,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,23,2008.84615384615,9,2008,0.000322628141949243,0.000288933062660078,0.000359941042458611,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,24,2008.88461538462,8,2008,0.000466090110356208,0.000421167547512144,0.000515428435114816,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,25,2008.92307692308,10,2008,0.000229418705429148,0.000203324404133401,0.000258440606186911,0.83,0.49532774038307,"gaussian"
"Banteay Meanchey",2012,26,2008.96153846154,5,2008,0.000228219871455239,0.000197453187521111,0.000262719938765219,0.83,0.49532774038307,"gaussian"
