"provname","epiyr","biweek","sus_reconstruction","rsquared","beta","CI","alpha"
"Ratanak Kiri",2007,12,"gaussian",0.24,0.0072,"[0.0037-0.014]",0.547
"Ratanak Kiri",2007,13,"gaussian",0.24,0.0067,"[0.0034-0.013]",0.547
"Ratanak Kiri",2007,14,"gaussian",0.24,0.0059,"[0.003-0.012]",0.547
"Ratanak Kiri",2007,15,"gaussian",0.24,0.0069,"[0.0035-0.013]",0.547
"Ratanak Kiri",2007,16,"gaussian",0.24,0.0062,"[0.0031-0.012]",0.547
"Ratanak Kiri",2007,17,"gaussian",0.24,0.0064,"[0.0033-0.012]",0.547
"Ratanak Kiri",2007,18,"gaussian",0.24,0.0064,"[0.0033-0.012]",0.547
"Ratanak Kiri",2007,19,"gaussian",0.24,0.0064,"[0.0033-0.012]",0.547
"Ratanak Kiri",2007,20,"gaussian",0.24,0.0064,"[0.0033-0.012]",0.547
"Ratanak Kiri",2007,21,"gaussian",0.24,0.0063,"[0.0032-0.012]",0.547
"Ratanak Kiri",2007,22,"gaussian",0.24,0.0063,"[0.0032-0.012]",0.547
"Ratanak Kiri",2007,23,"gaussian",0.24,0.0062,"[0.0032-0.012]",0.547
"Ratanak Kiri",2007,24,"gaussian",0.24,0.0061,"[0.0031-0.012]",0.547
"Ratanak Kiri",2007,25,"gaussian",0.24,0.006,"[0.0031-0.012]",0.547
"Ratanak Kiri",2007,26,"gaussian",0.24,0.0064,"[0.0033-0.012]",0.547
"Ratanak Kiri",2012,1,"lm",0.54,0.00041,"[0.00034-0.00049]",0.833
"Ratanak Kiri",2012,2,"lm",0.54,4e-04,"[0.00034-0.00048]",0.833
"Ratanak Kiri",2012,3,"lm",0.54,4e-04,"[0.00034-0.00047]",0.833
"Ratanak Kiri",2012,4,"lm",0.54,0.00039,"[0.00033-0.00047]",0.833
"Ratanak Kiri",2012,5,"lm",0.54,0.00039,"[0.00033-0.00046]",0.833
"Ratanak Kiri",2012,6,"lm",0.54,0.00039,"[0.00032-0.00046]",0.833
"Ratanak Kiri",2012,7,"lm",0.54,0.00038,"[0.00032-0.00045]",0.833
"Ratanak Kiri",2012,8,"lm",0.54,0.00038,"[0.00032-0.00045]",0.833
"Ratanak Kiri",2012,9,"lm",0.54,0.00037,"[0.00031-0.00044]",0.833
"Ratanak Kiri",2012,10,"lm",0.54,0.00046,"[0.00039-0.00054]",0.833
"Ratanak Kiri",2012,11,"lm",0.54,0.00075,"[0.00064-0.00088]",0.833
"Ratanak Kiri",2012,12,"lm",0.54,0.00063,"[0.00053-0.00076]",0.833
"Ratanak Kiri",2012,13,"lm",0.54,0.00068,"[0.00056-0.00083]",0.833
"Ratanak Kiri",2012,14,"lm",0.54,0.00047,"[0.00038-0.00057]",0.833
"Ratanak Kiri",2012,15,"lm",0.54,3e-04,"[0.00024-0.00036]",0.833
"Ratanak Kiri",2012,16,"lm",0.54,0.00071,"[6e-04-0.00085]",0.833
"Ratanak Kiri",2012,17,"lm",0.54,4e-04,"[0.00033-0.00048]",0.833
"Ratanak Kiri",2012,18,"lm",0.54,4e-04,"[0.00033-0.00048]",0.833
"Ratanak Kiri",2012,19,"lm",0.54,0.00034,"[0.00028-0.00041]",0.833
"Ratanak Kiri",2012,20,"lm",0.54,5e-04,"[0.00042-0.00059]",0.833
"Ratanak Kiri",2012,21,"lm",0.54,0.00036,"[3e-04-0.00042]",0.833
"Ratanak Kiri",2012,22,"lm",0.54,0.00043,"[0.00036-0.00051]",0.833
"Ratanak Kiri",2012,23,"lm",0.54,0.00042,"[0.00036-5e-04]",0.833
"Ratanak Kiri",2012,24,"lm",0.54,0.00042,"[0.00035-5e-04]",0.833
"Ratanak Kiri",2012,25,"lm",0.54,0.00041,"[0.00035-0.00049]",0.833
"Ratanak Kiri",2012,26,"lm",0.54,0.00039,"[0.00032-0.00047]",0.833
"Ratanak Kiri",2019,1,"gaussian",0.36,0.02,"[0.014-0.028]",0.285
"Ratanak Kiri",2019,2,"gaussian",0.36,0.02,"[0.014-0.028]",0.285
"Ratanak Kiri",2019,3,"gaussian",0.36,0.02,"[0.014-0.028]",0.285
"Ratanak Kiri",2019,4,"gaussian",0.36,0.019,"[0.014-0.028]",0.285
"Ratanak Kiri",2019,5,"gaussian",0.36,0.019,"[0.014-0.027]",0.285
"Ratanak Kiri",2019,6,"gaussian",0.36,0.019,"[0.014-0.027]",0.285
"Ratanak Kiri",2019,7,"gaussian",0.36,0.019,"[0.013-0.027]",0.285
"Ratanak Kiri",2019,8,"gaussian",0.36,0.02,"[0.014-0.029]",0.285
"Ratanak Kiri",2019,9,"gaussian",0.36,0.018,"[0.013-0.026]",0.285
"Ratanak Kiri",2019,10,"gaussian",0.36,0.02,"[0.014-0.028]",0.285
"Ratanak Kiri",2019,11,"gaussian",0.36,0.018,"[0.013-0.026]",0.285
"Ratanak Kiri",2019,12,"gaussian",0.36,0.021,"[0.015-0.029]",0.285
"Ratanak Kiri",2019,13,"gaussian",0.36,0.026,"[0.018-0.037]",0.285
"Ratanak Kiri",2019,14,"gaussian",0.36,0.026,"[0.018-0.038]",0.285
"Ratanak Kiri",2019,15,"gaussian",0.36,0.018,"[0.013-0.026]",0.285
"Ratanak Kiri",2019,16,"gaussian",0.36,0.024,"[0.017-0.034]",0.285
"Ratanak Kiri",2019,17,"gaussian",0.36,0.022,"[0.015-0.032]",0.285
"Ratanak Kiri",2019,18,"gaussian",0.36,0.019,"[0.013-0.027]",0.285
"Ratanak Kiri",2019,19,"gaussian",0.36,0.019,"[0.014-0.027]",0.285
"Ratanak Kiri",2019,20,"gaussian",0.36,0.022,"[0.016-0.031]",0.285
"Ratanak Kiri",2019,21,"gaussian",0.36,0.019,"[0.013-0.026]",0.285
"Ratanak Kiri",2019,22,"gaussian",0.36,0.019,"[0.014-0.027]",0.285
"Ratanak Kiri",2019,23,"gaussian",0.36,0.019,"[0.013-0.027]",0.285
"Ratanak Kiri",2019,24,"gaussian",0.36,0.021,"[0.015-0.029]",0.285
"Ratanak Kiri",2019,25,"gaussian",0.36,0.018,"[0.012-0.025]",0.285
"Ratanak Kiri",2019,26,"gaussian",0.36,0.02,"[0.014-0.028]",0.285
"Siem Reap",2007,1,"gaussian",0.73,5.5e-05,"[4.9e-05-6e-05]",0.638
"Siem Reap",2007,2,"gaussian",0.73,7.2e-05,"[6.5e-05-7.9e-05]",0.638
"Siem Reap",2007,3,"gaussian",0.73,5.1e-05,"[4.5e-05-5.7e-05]",0.638
"Siem Reap",2007,4,"gaussian",0.73,8.3e-05,"[7.5e-05-9.1e-05]",0.638
"Siem Reap",2007,5,"gaussian",0.73,0.00011,"[1e-04-0.00012]",0.638
"Siem Reap",2007,6,"gaussian",0.73,7.9e-05,"[7.3e-05-8.6e-05]",0.638
"Siem Reap",2007,7,"gaussian",0.73,8.9e-05,"[8.2e-05-9.7e-05]",0.638
"Siem Reap",2007,8,"gaussian",0.73,9.4e-05,"[8.6e-05-1e-04]",0.638
"Siem Reap",2007,9,"gaussian",0.73,0.00018,"[0.00017-0.00019]",0.638
"Siem Reap",2007,10,"gaussian",0.73,0.00014,"[0.00013-0.00015]",0.638
"Siem Reap",2007,11,"gaussian",0.73,0.00015,"[0.00014-0.00017]",0.638
"Siem Reap",2007,12,"gaussian",0.73,2e-04,"[0.00018-0.00022]",0.638
"Siem Reap",2007,13,"gaussian",0.73,0.00022,"[0.00021-0.00024]",0.638
"Siem Reap",2007,14,"gaussian",0.73,0.00022,"[2e-04-0.00024]",0.638
"Siem Reap",2007,15,"gaussian",0.73,0.00025,"[0.00023-0.00027]",0.638
"Siem Reap",2007,16,"gaussian",0.73,0.00022,"[2e-04-0.00024]",0.638
"Siem Reap",2007,17,"gaussian",0.73,0.00015,"[0.00014-0.00017]",0.638
"Siem Reap",2007,18,"gaussian",0.73,0.00016,"[0.00015-0.00017]",0.638
"Siem Reap",2007,19,"gaussian",0.73,0.00017,"[0.00016-0.00019]",0.638
"Siem Reap",2007,20,"gaussian",0.73,0.00014,"[0.00012-0.00015]",0.638
"Siem Reap",2007,21,"gaussian",0.73,0.00012,"[0.00011-0.00013]",0.638
"Siem Reap",2007,22,"gaussian",0.73,9e-05,"[8.3e-05-9.8e-05]",0.638
"Siem Reap",2007,23,"gaussian",0.73,9.8e-05,"[9e-05-0.00011]",0.638
"Siem Reap",2007,24,"gaussian",0.73,7.5e-05,"[6.8e-05-8.1e-05]",0.638
"Siem Reap",2007,25,"gaussian",0.73,0.00011,"[1e-04-0.00012]",0.638
"Siem Reap",2007,26,"gaussian",0.73,6.7e-05,"[6.1e-05-7.4e-05]",0.638
"Siem Reap",2012,1,"lm",0.86,0.00057,"[0.00051-0.00064]",0.518
"Siem Reap",2012,2,"lm",0.86,4e-04,"[0.00036-0.00046]",0.518
"Siem Reap",2012,3,"lm",0.86,0.00041,"[0.00036-0.00047]",0.518
"Siem Reap",2012,4,"lm",0.86,0.00063,"[0.00056-7e-04]",0.518
"Siem Reap",2012,5,"lm",0.86,0.00069,"[0.00062-0.00077]",0.518
"Siem Reap",2012,6,"lm",0.86,6e-04,"[0.00054-0.00067]",0.518
"Siem Reap",2012,7,"lm",0.86,0.00051,"[0.00045-0.00057]",0.518
"Siem Reap",2012,8,"lm",0.86,0.0012,"[0.0011-0.0013]",0.518
"Siem Reap",2012,9,"lm",0.86,0.00072,"[0.00064-8e-04]",0.518
"Siem Reap",2012,10,"lm",0.86,0.0013,"[0.0012-0.0015]",0.518
"Siem Reap",2012,11,"lm",0.86,0.0013,"[0.0011-0.0014]",0.518
"Siem Reap",2012,12,"lm",0.86,0.0018,"[0.0017-0.0021]",0.518
"Siem Reap",2012,13,"lm",0.86,0.0016,"[0.0014-0.0018]",0.518
"Siem Reap",2012,14,"lm",0.86,0.0019,"[0.0017-0.0021]",0.518
"Siem Reap",2012,15,"lm",0.86,0.0022,"[0.0019-0.0025]",0.518
"Siem Reap",2012,16,"lm",0.86,0.0019,"[0.0017-0.0022]",0.518
"Siem Reap",2012,17,"lm",0.86,0.0023,"[0.002-0.0026]",0.518
"Siem Reap",2012,18,"lm",0.86,0.002,"[0.0018-0.0023]",0.518
"Siem Reap",2012,19,"lm",0.86,0.0016,"[0.0014-0.0019]",0.518
"Siem Reap",2012,20,"lm",0.86,0.0015,"[0.0014-0.0017]",0.518
"Siem Reap",2012,21,"lm",0.86,0.0021,"[0.0018-0.0023]",0.518
"Siem Reap",2012,22,"lm",0.86,0.00077,"[0.00068-0.00087]",0.518
"Siem Reap",2012,23,"lm",0.86,0.0013,"[0.0012-0.0015]",0.518
"Siem Reap",2012,24,"lm",0.86,0.00079,"[7e-04-0.00088]",0.518
"Siem Reap",2012,25,"lm",0.86,0.00085,"[0.00076-0.00095]",0.518
"Siem Reap",2012,26,"lm",0.86,0.00046,"[4e-04-0.00053]",0.518
"Siem Reap",2019,1,"lm",0.72,2.5e-05,"[2.3e-05-2.7e-05]",0.886
"Siem Reap",2019,2,"lm",0.72,1.8e-05,"[1.7e-05-2e-05]",0.886
"Siem Reap",2019,3,"lm",0.72,2.2e-05,"[2e-05-2.4e-05]",0.886
"Siem Reap",2019,4,"lm",0.72,2.5e-05,"[2.3e-05-2.7e-05]",0.886
"Siem Reap",2019,5,"lm",0.72,2.4e-05,"[2.2e-05-2.6e-05]",0.886
"Siem Reap",2019,6,"lm",0.72,2.1e-05,"[2e-05-2.3e-05]",0.886
"Siem Reap",2019,7,"lm",0.72,2.5e-05,"[2.4e-05-2.7e-05]",0.886
"Siem Reap",2019,8,"lm",0.72,3.1e-05,"[2.9e-05-3.3e-05]",0.886
"Siem Reap",2019,9,"lm",0.72,3e-05,"[2.8e-05-3.2e-05]",0.886
"Siem Reap",2019,10,"lm",0.72,3.2e-05,"[3e-05-3.4e-05]",0.886
"Siem Reap",2019,11,"lm",0.72,3.4e-05,"[3.2e-05-3.6e-05]",0.886
"Siem Reap",2019,12,"lm",0.72,3.5e-05,"[3.3e-05-3.7e-05]",0.886
"Siem Reap",2019,13,"lm",0.72,4.1e-05,"[3.8e-05-4.3e-05]",0.886
"Siem Reap",2019,14,"lm",0.72,3.5e-05,"[3.3e-05-3.8e-05]",0.886
"Siem Reap",2019,15,"lm",0.72,3.1e-05,"[2.9e-05-3.3e-05]",0.886
"Siem Reap",2019,16,"lm",0.72,3.2e-05,"[3e-05-3.5e-05]",0.886
"Siem Reap",2019,17,"lm",0.72,3e-05,"[2.8e-05-3.2e-05]",0.886
"Siem Reap",2019,18,"lm",0.72,2.7e-05,"[2.5e-05-2.8e-05]",0.886
"Siem Reap",2019,19,"lm",0.72,2.2e-05,"[2e-05-2.3e-05]",0.886
"Siem Reap",2019,20,"lm",0.72,2.4e-05,"[2.3e-05-2.6e-05]",0.886
"Siem Reap",2019,21,"lm",0.72,2.3e-05,"[2.2e-05-2.5e-05]",0.886
"Siem Reap",2019,22,"lm",0.72,2.2e-05,"[2.1e-05-2.4e-05]",0.886
"Siem Reap",2019,23,"lm",0.72,2.6e-05,"[2.4e-05-2.8e-05]",0.886
"Siem Reap",2019,24,"lm",0.72,2.2e-05,"[2.1e-05-2.3e-05]",0.886
"Siem Reap",2019,25,"lm",0.72,1.9e-05,"[1.7e-05-2e-05]",0.886
"Siem Reap",2019,26,"lm",0.72,1.4e-05,"[1.3e-05-1.5e-05]",0.886
"Stung Treng",2007,1,"lm",0.78,0.00016,"[0.00014-0.00019]",0.832
"Stung Treng",2007,2,"lm",0.78,0.00016,"[0.00014-0.00019]",0.832
"Stung Treng",2007,3,"lm",0.78,0.00019,"[0.00017-0.00022]",0.832
"Stung Treng",2007,4,"lm",0.78,0.00013,"[0.00012-0.00015]",0.832
"Stung Treng",2007,5,"lm",0.78,0.00016,"[0.00014-0.00018]",0.832
"Stung Treng",2007,6,"lm",0.78,0.00024,"[0.00021-0.00027]",0.832
"Stung Treng",2007,7,"lm",0.78,0.00029,"[0.00026-0.00033]",0.832
"Stung Treng",2007,8,"lm",0.78,6.9e-05,"[5.9e-05-8e-05]",0.832
"Stung Treng",2007,9,"lm",0.78,5e-04,"[0.00045-0.00055]",0.832
"Stung Treng",2007,10,"lm",0.78,0.00025,"[0.00022-0.00028]",0.832
"Stung Treng",2007,11,"lm",0.78,0.00038,"[0.00034-0.00043]",0.832
"Stung Treng",2007,12,"lm",0.78,0.00022,"[0.00019-0.00025]",0.832
"Stung Treng",2007,13,"lm",0.78,0.00022,"[0.00019-0.00025]",0.832
"Stung Treng",2007,14,"lm",0.78,0.00012,"[1e-04-0.00014]",0.832
"Stung Treng",2007,15,"lm",0.78,0.00024,"[0.00022-0.00027]",0.832
"Stung Treng",2007,16,"lm",0.78,9.9e-05,"[8.5e-05-0.00011]",0.832
"Stung Treng",2007,17,"lm",0.78,0.00017,"[0.00015-2e-04]",0.832
"Stung Treng",2007,18,"lm",0.78,0.00017,"[0.00015-2e-04]",0.832
"Stung Treng",2007,19,"lm",0.78,0.00017,"[0.00015-2e-04]",0.832
"Stung Treng",2007,20,"lm",0.78,0.00017,"[0.00015-0.00019]",0.832
"Stung Treng",2007,21,"lm",0.78,0.00017,"[0.00015-0.00019]",0.832
"Stung Treng",2007,22,"lm",0.78,0.00017,"[0.00015-0.00019]",0.832
"Stung Treng",2007,23,"lm",0.78,0.00017,"[0.00015-0.00019]",0.832
"Stung Treng",2007,24,"lm",0.78,0.00017,"[0.00015-0.00019]",0.832
"Stung Treng",2007,25,"lm",0.78,0.00017,"[0.00014-0.00019]",0.832
"Stung Treng",2007,26,"lm",0.78,0.00017,"[0.00015-2e-04]",0.832
"Stung Treng",2012,1,"gaussian",0.73,0.039,"[0.025-0.061]",0.188
"Stung Treng",2012,2,"gaussian",0.73,0.04,"[0.025-0.063]",0.188
"Stung Treng",2012,3,"gaussian",0.73,0.04,"[0.025-0.063]",0.188
"Stung Treng",2012,4,"gaussian",0.73,0.04,"[0.025-0.064]",0.188
"Stung Treng",2012,5,"gaussian",0.73,0.04,"[0.025-0.063]",0.188
"Stung Treng",2012,6,"gaussian",0.73,0.044,"[0.028-0.069]",0.188
"Stung Treng",2012,7,"gaussian",0.73,0.038,"[0.024-0.061]",0.188
"Stung Treng",2012,8,"gaussian",0.73,0.038,"[0.024-0.059]",0.188
"Stung Treng",2012,9,"gaussian",0.73,0.036,"[0.023-0.057]",0.188
"Stung Treng",2012,10,"gaussian",0.73,0.035,"[0.022-0.054]",0.188
"Stung Treng",2012,11,"gaussian",0.73,0.035,"[0.023-0.055]",0.188
"Stung Treng",2012,12,"gaussian",0.73,0.047,"[0.03-0.073]",0.188
"Stung Treng",2012,13,"gaussian",0.73,0.039,"[0.024-0.062]",0.188
"Stung Treng",2012,14,"gaussian",0.73,0.034,"[0.021-0.053]",0.188
"Stung Treng",2012,15,"gaussian",0.73,0.037,"[0.024-0.058]",0.188
"Stung Treng",2012,16,"gaussian",0.73,0.061,"[0.039-0.095]",0.188
"Stung Treng",2012,17,"gaussian",0.73,0.032,"[0.019-0.051]",0.188
"Stung Treng",2012,18,"gaussian",0.73,0.036,"[0.023-0.055]",0.188
"Stung Treng",2012,19,"gaussian",0.73,0.036,"[0.023-0.056]",0.188
"Stung Treng",2012,20,"gaussian",0.73,0.037,"[0.023-0.057]",0.188
"Stung Treng",2012,21,"gaussian",0.73,0.037,"[0.024-0.058]",0.188
"Stung Treng",2012,22,"gaussian",0.73,0.037,"[0.024-0.059]",0.188
"Stung Treng",2012,23,"gaussian",0.73,0.038,"[0.024-0.059]",0.188
"Stung Treng",2012,24,"gaussian",0.73,0.037,"[0.024-0.059]",0.188
"Stung Treng",2012,25,"gaussian",0.73,0.037,"[0.023-0.058]",0.188
"Stung Treng",2012,26,"gaussian",0.73,0.041,"[0.026-0.065]",0.188
"Stung Treng",2019,1,"gaussian",0.32,0.059,"[0.043-0.081]",0.055
"Stung Treng",2019,2,"gaussian",0.32,0.059,"[0.043-0.081]",0.055
"Stung Treng",2019,3,"gaussian",0.32,0.064,"[0.047-0.087]",0.055
"Stung Treng",2019,4,"gaussian",0.32,0.064,"[0.047-0.088]",0.055
"Stung Treng",2019,5,"gaussian",0.32,0.059,"[0.043-0.081]",0.055
"Stung Treng",2019,6,"gaussian",0.32,0.059,"[0.043-0.08]",0.055
"Stung Treng",2019,7,"gaussian",0.32,0.062,"[0.046-0.085]",0.055
"Stung Treng",2019,8,"gaussian",0.32,0.058,"[0.042-0.079]",0.055
"Stung Treng",2019,9,"gaussian",0.32,0.057,"[0.042-0.078]",0.055
"Stung Treng",2019,10,"gaussian",0.32,0.056,"[0.041-0.077]",0.055
"Stung Treng",2019,11,"gaussian",0.32,0.063,"[0.046-0.086]",0.055
"Stung Treng",2019,12,"gaussian",0.32,0.087,"[0.063-0.12]",0.055
"Stung Treng",2019,13,"gaussian",0.32,0.075,"[0.053-0.1]",0.055
"Stung Treng",2019,14,"gaussian",0.32,0.09,"[0.065-0.12]",0.055
"Stung Treng",2019,15,"gaussian",0.32,0.076,"[0.054-0.11]",0.055
"Stung Treng",2019,16,"gaussian",0.32,0.083,"[0.06-0.12]",0.055
"Stung Treng",2019,17,"gaussian",0.32,0.069,"[0.05-0.096]",0.055
"Stung Treng",2019,18,"gaussian",0.32,0.064,"[0.047-0.089]",0.055
"Stung Treng",2019,19,"gaussian",0.32,0.06,"[0.044-0.083]",0.055
"Stung Treng",2019,20,"gaussian",0.32,0.069,"[0.051-0.095]",0.055
"Stung Treng",2019,21,"gaussian",0.32,0.064,"[0.046-0.088]",0.055
"Stung Treng",2019,22,"gaussian",0.32,0.059,"[0.043-0.081]",0.055
"Stung Treng",2019,23,"gaussian",0.32,0.058,"[0.042-0.079]",0.055
"Stung Treng",2019,24,"gaussian",0.32,0.065,"[0.047-0.088]",0.055
"Stung Treng",2019,25,"gaussian",0.32,0.055,"[0.04-0.076]",0.055
"Stung Treng",2019,26,"gaussian",0.32,0.062,"[0.045-0.085]",0.055
"Svay Rieng",2007,1,"gaussian",0.54,0.00082,"[0.00075-9e-04]",0.483
"Svay Rieng",2007,2,"gaussian",0.54,0.00088,"[0.00081-0.00096]",0.483
"Svay Rieng",2007,3,"gaussian",0.54,0.00086,"[0.00079-0.00094]",0.483
"Svay Rieng",2007,4,"gaussian",0.54,0.00084,"[0.00077-0.00092]",0.483
"Svay Rieng",2007,5,"gaussian",0.54,0.00083,"[0.00076-9e-04]",0.483
"Svay Rieng",2007,6,"gaussian",0.54,0.00081,"[0.00074-0.00088]",0.483
"Svay Rieng",2007,7,"gaussian",0.54,0.00079,"[0.00073-0.00087]",0.483
"Svay Rieng",2007,8,"gaussian",0.54,0.00078,"[0.00071-0.00085]",0.483
"Svay Rieng",2007,9,"gaussian",0.54,0.0014,"[0.0013-0.0015]",0.483
"Svay Rieng",2007,10,"gaussian",0.54,0.0019,"[0.0018-0.002]",0.483
"Svay Rieng",2007,11,"gaussian",0.54,0.0013,"[0.0012-0.0014]",0.483
"Svay Rieng",2007,12,"gaussian",0.54,0.0011,"[0.001-0.0012]",0.483
"Svay Rieng",2007,13,"gaussian",0.54,0.0035,"[0.0033-0.0038]",0.483
"Svay Rieng",2007,14,"gaussian",0.54,0.0058,"[0.0054-0.0062]",0.483
"Svay Rieng",2007,15,"gaussian",0.54,0.0025,"[0.0023-0.0027]",0.483
"Svay Rieng",2007,16,"gaussian",0.54,0.0026,"[0.0024-0.0028]",0.483
"Svay Rieng",2007,17,"gaussian",0.54,0.0015,"[0.0013-0.0016]",0.483
"Svay Rieng",2007,18,"gaussian",0.54,0.0036,"[0.0034-0.0039]",0.483
"Svay Rieng",2007,19,"gaussian",0.54,0.002,"[0.0019-0.0022]",0.483
"Svay Rieng",2007,20,"gaussian",0.54,0.00064,"[0.00059-0.00071]",0.483
"Svay Rieng",2007,21,"gaussian",0.54,0.0011,"[0.0011-0.0012]",0.483
"Svay Rieng",2007,22,"gaussian",0.54,0.0013,"[0.0012-0.0014]",0.483
"Svay Rieng",2007,23,"gaussian",0.54,0.00087,"[8e-04-0.00095]",0.483
"Svay Rieng",2007,24,"gaussian",0.54,0.00084,"[0.00077-0.00092]",0.483
"Svay Rieng",2007,25,"gaussian",0.54,0.00088,"[8e-04-0.00096]",0.483
"Svay Rieng",2007,26,"gaussian",0.54,0.0011,"[0.00096-0.0012]",0.483
"Svay Rieng",2012,1,"lm",0.44,0.00017,"[0.00015-0.00019]",0.409
"Svay Rieng",2012,2,"lm",0.44,0.00017,"[0.00015-0.00019]",0.409
"Svay Rieng",2012,3,"lm",0.44,0.00017,"[0.00015-0.00019]",0.409
"Svay Rieng",2012,4,"lm",0.44,0.00017,"[0.00015-0.00019]",0.409
"Svay Rieng",2012,5,"lm",0.44,0.00019,"[0.00017-0.00021]",0.409
"Svay Rieng",2012,6,"lm",0.44,0.00016,"[0.00015-0.00018]",0.409
"Svay Rieng",2012,7,"lm",0.44,0.00017,"[0.00015-0.00019]",0.409
"Svay Rieng",2012,8,"lm",0.44,0.00017,"[0.00015-0.00019]",0.409
"Svay Rieng",2012,9,"lm",0.44,0.00017,"[0.00015-0.00019]",0.409
"Svay Rieng",2012,10,"lm",0.44,0.00023,"[0.00021-0.00025]",0.409
"Svay Rieng",2012,11,"lm",0.44,0.00039,"[0.00036-0.00043]",0.409
"Svay Rieng",2012,12,"lm",0.44,0.00039,"[0.00036-0.00043]",0.409
"Svay Rieng",2012,13,"lm",0.44,0.00032,"[0.00029-0.00035]",0.409
"Svay Rieng",2012,14,"lm",0.44,0.00055,"[5e-04-0.00061]",0.409
"Svay Rieng",2012,15,"lm",0.44,5e-04,"[0.00045-0.00055]",0.409
"Svay Rieng",2012,16,"lm",0.44,0.00037,"[0.00033-0.00041]",0.409
"Svay Rieng",2012,17,"lm",0.44,0.00066,"[6e-04-0.00073]",0.409
"Svay Rieng",2012,18,"lm",0.44,0.00044,"[4e-04-0.00049]",0.409
"Svay Rieng",2012,19,"lm",0.44,0.00048,"[0.00043-0.00053]",0.409
"Svay Rieng",2012,20,"lm",0.44,0.00036,"[0.00033-4e-04]",0.409
"Svay Rieng",2012,21,"lm",0.44,0.00054,"[0.00049-6e-04]",0.409
"Svay Rieng",2012,22,"lm",0.44,0.00024,"[0.00021-0.00027]",0.409
"Svay Rieng",2012,23,"lm",0.44,0.00017,"[0.00015-0.00019]",0.409
"Svay Rieng",2012,24,"lm",0.44,0.00023,"[0.00021-0.00026]",0.409
"Svay Rieng",2012,25,"lm",0.44,0.00019,"[0.00017-0.00021]",0.409
"Svay Rieng",2012,26,"lm",0.44,0.00017,"[0.00015-0.00019]",0.409
"Svay Rieng",2019,1,"gaussian",0.45,0.0033,"[0.003-0.0037]",0.428
"Svay Rieng",2019,2,"gaussian",0.45,0.0036,"[0.0032-0.0039]",0.428
"Svay Rieng",2019,3,"gaussian",0.45,0.0035,"[0.0032-0.0038]",0.428
"Svay Rieng",2019,4,"gaussian",0.45,0.0037,"[0.0034-0.0041]",0.428
"Svay Rieng",2019,5,"gaussian",0.45,0.0032,"[0.0029-0.0035]",0.428
"Svay Rieng",2019,6,"gaussian",0.45,0.0032,"[0.0029-0.0035]",0.428
"Svay Rieng",2019,7,"gaussian",0.45,0.0031,"[0.0028-0.0034]",0.428
"Svay Rieng",2019,8,"gaussian",0.45,0.0031,"[0.0028-0.0034]",0.428
"Svay Rieng",2019,9,"gaussian",0.45,0.0034,"[0.0031-0.0037]",0.428
"Svay Rieng",2019,10,"gaussian",0.45,0.0032,"[0.0029-0.0035]",0.428
"Svay Rieng",2019,11,"gaussian",0.45,0.0042,"[0.0038-0.0046]",0.428
"Svay Rieng",2019,12,"gaussian",0.45,0.0046,"[0.0042-0.0051]",0.428
"Svay Rieng",2019,13,"gaussian",0.45,0.0051,"[0.0047-0.0057]",0.428
"Svay Rieng",2019,14,"gaussian",0.45,0.0069,"[0.0063-0.0076]",0.428
"Svay Rieng",2019,15,"gaussian",0.45,0.0035,"[0.0031-0.0039]",0.428
"Svay Rieng",2019,16,"gaussian",0.45,0.0057,"[0.0052-0.0063]",0.428
"Svay Rieng",2019,17,"gaussian",0.45,0.0061,"[0.0055-0.0067]",0.428
"Svay Rieng",2019,18,"gaussian",0.45,0.0047,"[0.0042-0.0052]",0.428
"Svay Rieng",2019,19,"gaussian",0.45,0.0082,"[0.0074-0.009]",0.428
"Svay Rieng",2019,20,"gaussian",0.45,0.0042,"[0.0038-0.0046]",0.428
"Svay Rieng",2019,21,"gaussian",0.45,0.0067,"[0.0061-0.0074]",0.428
"Svay Rieng",2019,22,"gaussian",0.45,0.0049,"[0.0045-0.0055]",0.428
"Svay Rieng",2019,23,"gaussian",0.45,0.0061,"[0.0056-0.0068]",0.428
"Svay Rieng",2019,24,"gaussian",0.45,0.0039,"[0.0035-0.0043]",0.428
"Svay Rieng",2019,25,"gaussian",0.45,0.0028,"[0.0026-0.0032]",0.428
"Svay Rieng",2019,26,"gaussian",0.45,0.0045,"[0.004-0.0049]",0.428
"Takeo",2007,1,"lm",0.65,4.2e-05,"[3.8e-05-4.7e-05]",0.692
"Takeo",2007,2,"lm",0.65,3.8e-05,"[3.4e-05-4.2e-05]",0.692
"Takeo",2007,3,"lm",0.65,3.3e-05,"[3e-05-3.7e-05]",0.692
"Takeo",2007,4,"lm",0.65,4.4e-05,"[4e-05-4.9e-05]",0.692
"Takeo",2007,5,"lm",0.65,3.5e-05,"[3.1e-05-3.9e-05]",0.692
"Takeo",2007,6,"lm",0.65,3.5e-05,"[3.1e-05-3.9e-05]",0.692
"Takeo",2007,7,"lm",0.65,6.8e-05,"[6.2e-05-7.4e-05]",0.692
"Takeo",2007,8,"lm",0.65,4.4e-05,"[4e-05-4.8e-05]",0.692
"Takeo",2007,9,"lm",0.65,6.8e-05,"[6.2e-05-7.3e-05]",0.692
