"provname","epiyr","biweek","sus_reconstruction","rsquared","beta","CI","alpha"
"Banteay Meanchey",2007,1,"gaussian",0.63,8.9e-05,"[7.9e-05-9.9e-05]",0.733
"Banteay Meanchey",2007,2,"gaussian",0.63,6.6e-05,"[5.8e-05-7.4e-05]",0.733
"Banteay Meanchey",2007,3,"gaussian",0.63,6.8e-05,"[5.9e-05-7.7e-05]",0.733
"Banteay Meanchey",2007,4,"gaussian",0.63,0.00019,"[0.00017-2e-04]",0.733
"Banteay Meanchey",2007,5,"gaussian",0.63,9.1e-05,"[8.3e-05-1e-04]",0.733
"Banteay Meanchey",2007,6,"gaussian",0.63,0.00013,"[0.00012-0.00014]",0.733
"Banteay Meanchey",2007,7,"gaussian",0.63,1e-04,"[9.4e-05-0.00011]",0.733
"Banteay Meanchey",2007,8,"gaussian",0.63,0.00018,"[0.00016-0.00019]",0.733
"Banteay Meanchey",2007,9,"gaussian",0.63,0.00016,"[0.00015-0.00017]",0.733
"Banteay Meanchey",2007,10,"gaussian",0.63,0.00023,"[0.00021-0.00025]",0.733
"Banteay Meanchey",2007,11,"gaussian",0.63,0.00016,"[0.00015-0.00018]",0.733
"Banteay Meanchey",2007,12,"gaussian",0.63,0.00022,"[2e-04-0.00024]",0.733
"Banteay Meanchey",2007,13,"gaussian",0.63,0.00025,"[0.00023-0.00027]",0.733
"Banteay Meanchey",2007,14,"gaussian",0.63,0.00022,"[2e-04-0.00024]",0.733
"Banteay Meanchey",2007,15,"gaussian",0.63,0.00017,"[0.00015-0.00018]",0.733
"Banteay Meanchey",2007,16,"gaussian",0.63,0.00019,"[0.00017-2e-04]",0.733
"Banteay Meanchey",2007,17,"gaussian",0.63,0.00017,"[0.00015-0.00018]",0.733
"Banteay Meanchey",2007,18,"gaussian",0.63,0.00012,"[0.00011-0.00014]",0.733
"Banteay Meanchey",2007,19,"gaussian",0.63,0.00015,"[0.00014-0.00016]",0.733
"Banteay Meanchey",2007,20,"gaussian",0.63,0.00012,"[0.00011-0.00013]",0.733
"Banteay Meanchey",2007,21,"gaussian",0.63,0.00011,"[1e-04-0.00012]",0.733
"Banteay Meanchey",2007,22,"gaussian",0.63,0.00011,"[1e-04-0.00012]",0.733
"Banteay Meanchey",2007,23,"gaussian",0.63,4.9e-05,"[4.4e-05-5.5e-05]",0.733
"Banteay Meanchey",2007,24,"gaussian",0.63,0.00013,"[0.00012-0.00014]",0.733
"Banteay Meanchey",2007,25,"gaussian",0.63,8.3e-05,"[7.5e-05-9.2e-05]",0.733
"Banteay Meanchey",2007,26,"gaussian",0.63,8.7e-05,"[7.7e-05-9.8e-05]",0.733
"Banteay Meanchey",2012,1,"gaussian",0.83,0.00038,"[0.00034-0.00042]",0.495
"Banteay Meanchey",2012,2,"gaussian",0.83,0.00019,"[0.00017-0.00022]",0.495
"Banteay Meanchey",2012,3,"gaussian",0.83,0.00016,"[0.00014-0.00019]",0.495
"Banteay Meanchey",2012,4,"gaussian",0.83,0.00039,"[0.00035-0.00044]",0.495
"Banteay Meanchey",2012,5,"gaussian",0.83,0.00037,"[0.00033-0.00041]",0.495
"Banteay Meanchey",2012,6,"gaussian",0.83,0.00031,"[0.00027-0.00034]",0.495
"Banteay Meanchey",2012,7,"gaussian",0.83,0.00034,"[3e-04-0.00038]",0.495
"Banteay Meanchey",2012,8,"gaussian",0.83,0.00058,"[0.00053-0.00064]",0.495
"Banteay Meanchey",2012,9,"gaussian",0.83,0.00039,"[0.00035-0.00043]",0.495
"Banteay Meanchey",2012,10,"gaussian",0.83,0.001,"[0.00091-0.0011]",0.495
"Banteay Meanchey",2012,11,"gaussian",0.83,0.001,"[0.00093-0.0011]",0.495
"Banteay Meanchey",2012,12,"gaussian",0.83,0.0011,"[0.001-0.0013]",0.495
"Banteay Meanchey",2012,13,"gaussian",0.83,0.0012,"[0.0011-0.0013]",0.495
"Banteay Meanchey",2012,14,"gaussian",0.83,0.00098,"[0.00087-0.0011]",0.495
"Banteay Meanchey",2012,15,"gaussian",0.83,0.0015,"[0.0013-0.0016]",0.495
"Banteay Meanchey",2012,16,"gaussian",0.83,0.0011,"[0.00097-0.0012]",0.495
"Banteay Meanchey",2012,17,"gaussian",0.83,0.00096,"[0.00086-0.0011]",0.495
"Banteay Meanchey",2012,18,"gaussian",0.83,0.00093,"[0.00084-0.001]",0.495
"Banteay Meanchey",2012,19,"gaussian",0.83,0.00081,"[0.00073-0.00091]",0.495
"Banteay Meanchey",2012,20,"gaussian",0.83,0.00078,"[7e-04-0.00087]",0.495
"Banteay Meanchey",2012,21,"gaussian",0.83,0.00056,"[5e-04-0.00062]",0.495
"Banteay Meanchey",2012,22,"gaussian",0.83,0.00037,"[0.00034-0.00042]",0.495
"Banteay Meanchey",2012,23,"gaussian",0.83,0.00032,"[0.00029-0.00036]",0.495
"Banteay Meanchey",2012,24,"gaussian",0.83,0.00047,"[0.00042-0.00052]",0.495
"Banteay Meanchey",2012,25,"gaussian",0.83,0.00023,"[2e-04-0.00026]",0.495
"Banteay Meanchey",2012,26,"gaussian",0.83,0.00023,"[2e-04-0.00026]",0.495
"Banteay Meanchey",2019,1,"gaussian",0.8,8.4e-05,"[7.7e-05-9.2e-05]",0.638
"Banteay Meanchey",2019,2,"gaussian",0.8,5.7e-05,"[5.2e-05-6.2e-05]",0.638
"Banteay Meanchey",2019,3,"gaussian",0.8,6.8e-05,"[6.2e-05-7.5e-05]",0.638
"Banteay Meanchey",2019,4,"gaussian",0.8,0.00011,"[1e-04-0.00012]",0.638
"Banteay Meanchey",2019,5,"gaussian",0.8,7e-05,"[6.4e-05-7.6e-05]",0.638
"Banteay Meanchey",2019,6,"gaussian",0.8,9.9e-05,"[9.1e-05-0.00011]",0.638
"Banteay Meanchey",2019,7,"gaussian",0.8,9e-05,"[8.3e-05-9.8e-05]",0.638
"Banteay Meanchey",2019,8,"gaussian",0.8,0.00012,"[0.00011-0.00013]",0.638
"Banteay Meanchey",2019,9,"gaussian",0.8,0.00012,"[0.00011-0.00013]",0.638
"Banteay Meanchey",2019,10,"gaussian",0.8,0.00013,"[0.00012-0.00014]",0.638
"Banteay Meanchey",2019,11,"gaussian",0.8,2e-04,"[0.00019-0.00022]",0.638
"Banteay Meanchey",2019,12,"gaussian",0.8,0.00018,"[0.00016-0.00019]",0.638
"Banteay Meanchey",2019,13,"gaussian",0.8,0.00019,"[0.00018-0.00021]",0.638
"Banteay Meanchey",2019,14,"gaussian",0.8,0.00021,"[0.00019-0.00022]",0.638
"Banteay Meanchey",2019,15,"gaussian",0.8,0.00021,"[0.00019-0.00022]",0.638
"Banteay Meanchey",2019,16,"gaussian",0.8,0.00016,"[0.00015-0.00018]",0.638
"Banteay Meanchey",2019,17,"gaussian",0.8,0.00019,"[0.00018-0.00021]",0.638
"Banteay Meanchey",2019,18,"gaussian",0.8,0.00014,"[0.00012-0.00015]",0.638
"Banteay Meanchey",2019,19,"gaussian",0.8,0.00015,"[0.00014-0.00016]",0.638
"Banteay Meanchey",2019,20,"gaussian",0.8,0.00017,"[0.00016-0.00019]",0.638
"Banteay Meanchey",2019,21,"gaussian",0.8,0.00014,"[0.00013-0.00015]",0.638
"Banteay Meanchey",2019,22,"gaussian",0.8,0.00011,"[1e-04-0.00012]",0.638
"Banteay Meanchey",2019,23,"gaussian",0.8,0.00013,"[0.00012-0.00014]",0.638
"Banteay Meanchey",2019,24,"gaussian",0.8,0.00011,"[1e-04-0.00012]",0.638
"Banteay Meanchey",2019,25,"gaussian",0.8,7.2e-05,"[6.6e-05-7.9e-05]",0.638
"Banteay Meanchey",2019,26,"gaussian",0.8,8.9e-05,"[8.2e-05-9.7e-05]",0.638
"Battambang",2007,1,"lm",0.48,6.1e-05,"[5.7e-05-6.6e-05]",0.74
"Battambang",2007,2,"lm",0.48,6.9e-05,"[6.4e-05-7.4e-05]",0.74
"Battambang",2007,3,"lm",0.48,6.8e-05,"[6.3e-05-7.3e-05]",0.74
"Battambang",2007,4,"lm",0.48,7.4e-05,"[6.8e-05-7.9e-05]",0.74
"Battambang",2007,5,"lm",0.48,6.8e-05,"[6.3e-05-7.3e-05]",0.74
"Battambang",2007,6,"lm",0.48,9.6e-05,"[9e-05-1e-04]",0.74
"Battambang",2007,7,"lm",0.48,8.4e-05,"[7.8e-05-9e-05]",0.74
"Battambang",2007,8,"lm",0.48,8.3e-05,"[7.8e-05-8.9e-05]",0.74
"Battambang",2007,9,"lm",0.48,0.00019,"[0.00018-2e-04]",0.74
"Battambang",2007,10,"lm",0.48,6.5e-05,"[6e-05-7e-05]",0.74
"Battambang",2007,11,"lm",0.48,0.00017,"[0.00016-0.00018]",0.74
"Battambang",2007,12,"lm",0.48,0.00014,"[0.00013-0.00015]",0.74
"Battambang",2007,13,"lm",0.48,0.00013,"[0.00012-0.00014]",0.74
"Battambang",2007,14,"lm",0.48,0.00013,"[0.00012-0.00014]",0.74
"Battambang",2007,15,"lm",0.48,0.00012,"[0.00011-0.00013]",0.74
"Battambang",2007,16,"lm",0.48,0.00012,"[0.00011-0.00013]",0.74
"Battambang",2007,17,"lm",0.48,0.00011,"[1e-04-0.00012]",0.74
"Battambang",2007,18,"lm",0.48,0.00012,"[0.00011-0.00013]",0.74
"Battambang",2007,19,"lm",0.48,0.00011,"[1e-04-0.00011]",0.74
"Battambang",2007,20,"lm",0.48,9.5e-05,"[8.8e-05-1e-04]",0.74
"Battambang",2007,21,"lm",0.48,6e-05,"[5.5e-05-6.4e-05]",0.74
"Battambang",2007,22,"lm",0.48,0.00012,"[0.00012-0.00013]",0.74
"Battambang",2007,23,"lm",0.48,4.1e-05,"[3.8e-05-4.5e-05]",0.74
"Battambang",2007,24,"lm",0.48,7.7e-05,"[7.2e-05-8.3e-05]",0.74
"Battambang",2007,25,"lm",0.48,6.2e-05,"[5.8e-05-6.7e-05]",0.74
"Battambang",2007,26,"lm",0.48,8.5e-05,"[7.9e-05-9.2e-05]",0.74
"Battambang",2012,1,"lm",0.69,5.8e-05,"[5.3e-05-6.4e-05]",0.67
"Battambang",2012,2,"lm",0.69,6.1e-05,"[5.6e-05-6.7e-05]",0.67
"Battambang",2012,3,"lm",0.69,6.3e-05,"[5.7e-05-6.8e-05]",0.67
"Battambang",2012,4,"lm",0.69,4.8e-05,"[4.4e-05-5.3e-05]",0.67
"Battambang",2012,5,"lm",0.69,5.5e-05,"[5e-05-6.1e-05]",0.67
"Battambang",2012,6,"lm",0.69,8.2e-05,"[7.6e-05-9e-05]",0.67
"Battambang",2012,7,"lm",0.69,4.2e-05,"[3.8e-05-4.7e-05]",0.67
"Battambang",2012,8,"lm",0.69,1e-04,"[9.4e-05-0.00011]",0.67
"Battambang",2012,9,"lm",0.69,5.4e-05,"[4.9e-05-5.9e-05]",0.67
"Battambang",2012,10,"lm",0.69,0.00014,"[0.00013-0.00015]",0.67
"Battambang",2012,11,"lm",0.69,0.00015,"[0.00013-0.00016]",0.67
"Battambang",2012,12,"lm",0.69,0.00011,"[1e-04-0.00012]",0.67
"Battambang",2012,13,"lm",0.69,0.00018,"[0.00017-2e-04]",0.67
"Battambang",2012,14,"lm",0.69,0.00014,"[0.00012-0.00015]",0.67
"Battambang",2012,15,"lm",0.69,0.00015,"[0.00014-0.00016]",0.67
"Battambang",2012,16,"lm",0.69,0.00014,"[0.00012-0.00015]",0.67
"Battambang",2012,17,"lm",0.69,0.00013,"[0.00012-0.00014]",0.67
"Battambang",2012,18,"lm",0.69,0.00015,"[0.00014-0.00016]",0.67
"Battambang",2012,19,"lm",0.69,0.00011,"[9.9e-05-0.00012]",0.67
"Battambang",2012,20,"lm",0.69,9.1e-05,"[8.3e-05-1e-04]",0.67
"Battambang",2012,21,"lm",0.69,0.00013,"[0.00012-0.00014]",0.67
"Battambang",2012,22,"lm",0.69,9.4e-05,"[8.6e-05-1e-04]",0.67
"Battambang",2012,23,"lm",0.69,6.9e-05,"[6.3e-05-7.6e-05]",0.67
"Battambang",2012,24,"lm",0.69,8.4e-05,"[7.7e-05-9.1e-05]",0.67
"Battambang",2012,25,"lm",0.69,6.7e-05,"[6.1e-05-7.3e-05]",0.67
"Battambang",2012,26,"lm",0.69,4e-05,"[3.6e-05-4.4e-05]",0.67
"Battambang",2019,1,"gaussian",0.71,0.00012,"[0.00011-0.00013]",0.579
"Battambang",2019,2,"gaussian",0.71,0.00012,"[0.00011-0.00013]",0.579
"Battambang",2019,3,"gaussian",0.71,0.00014,"[0.00013-0.00015]",0.579
"Battambang",2019,4,"gaussian",0.71,0.00013,"[0.00012-0.00014]",0.579
"Battambang",2019,5,"gaussian",0.71,0.00016,"[0.00015-0.00017]",0.579
"Battambang",2019,6,"gaussian",0.71,9.7e-05,"[8.9e-05-0.00011]",0.579
"Battambang",2019,7,"gaussian",0.71,0.00017,"[0.00016-0.00019]",0.579
"Battambang",2019,8,"gaussian",0.71,0.00017,"[0.00015-0.00018]",0.579
"Battambang",2019,9,"gaussian",0.71,0.00021,"[2e-04-0.00023]",0.579
"Battambang",2019,10,"gaussian",0.71,0.00019,"[0.00018-0.00021]",0.579
"Battambang",2019,11,"gaussian",0.71,3e-04,"[0.00028-0.00033]",0.579
"Battambang",2019,12,"gaussian",0.71,0.00035,"[0.00032-0.00038]",0.579
"Battambang",2019,13,"gaussian",0.71,0.00036,"[0.00033-0.00039]",0.579
"Battambang",2019,14,"gaussian",0.71,0.00034,"[0.00031-0.00037]",0.579
"Battambang",2019,15,"gaussian",0.71,0.00029,"[0.00026-0.00031]",0.579
"Battambang",2019,16,"gaussian",0.71,0.00031,"[0.00029-0.00034]",0.579
"Battambang",2019,17,"gaussian",0.71,0.00029,"[0.00027-0.00032]",0.579
"Battambang",2019,18,"gaussian",0.71,4e-04,"[0.00037-0.00043]",0.579
"Battambang",2019,19,"gaussian",0.71,0.00026,"[0.00024-0.00028]",0.579
"Battambang",2019,20,"gaussian",0.71,0.00034,"[0.00031-0.00037]",0.579
"Battambang",2019,21,"gaussian",0.71,0.00024,"[0.00022-0.00026]",0.579
"Battambang",2019,22,"gaussian",0.71,0.00026,"[0.00024-0.00028]",0.579
"Battambang",2019,23,"gaussian",0.71,0.00025,"[0.00023-0.00027]",0.579
"Battambang",2019,24,"gaussian",0.71,0.00022,"[2e-04-0.00023]",0.579
"Battambang",2019,25,"gaussian",0.71,0.00013,"[0.00012-0.00014]",0.579
"Battambang",2019,26,"gaussian",0.71,0.00014,"[0.00013-0.00015]",0.579
"Kampong Cham",2007,1,"lm",0.85,0.00011,"[1e-04-0.00013]",0.625
"Kampong Cham",2007,2,"lm",0.85,0.00011,"[9.7e-05-0.00012]",0.625
"Kampong Cham",2007,3,"lm",0.85,0.00018,"[0.00016-2e-04]",0.625
"Kampong Cham",2007,4,"lm",0.85,0.00018,"[0.00016-2e-04]",0.625
"Kampong Cham",2007,5,"lm",0.85,0.00025,"[0.00023-0.00027]",0.625
"Kampong Cham",2007,6,"lm",0.85,0.00017,"[0.00016-0.00019]",0.625
"Kampong Cham",2007,7,"lm",0.85,0.00023,"[0.00021-0.00025]",0.625
"Kampong Cham",2007,8,"lm",0.85,0.00034,"[0.00031-0.00037]",0.625
"Kampong Cham",2007,9,"lm",0.85,0.00036,"[0.00033-4e-04]",0.625
"Kampong Cham",2007,10,"lm",0.85,0.00046,"[0.00041-5e-04]",0.625
"Kampong Cham",2007,11,"lm",0.85,0.00039,"[0.00035-0.00044]",0.625
"Kampong Cham",2007,12,"lm",0.85,0.00038,"[0.00034-0.00042]",0.625
"Kampong Cham",2007,13,"lm",0.85,0.00056,"[5e-04-0.00062]",0.625
"Kampong Cham",2007,14,"lm",0.85,0.00046,"[0.00041-0.00052]",0.625
"Kampong Cham",2007,15,"lm",0.85,0.00039,"[0.00035-0.00044]",0.625
"Kampong Cham",2007,16,"lm",0.85,0.00036,"[0.00032-4e-04]",0.625
"Kampong Cham",2007,17,"lm",0.85,0.00035,"[0.00031-0.00039]",0.625
"Kampong Cham",2007,18,"lm",0.85,0.00028,"[0.00025-0.00031]",0.625
"Kampong Cham",2007,19,"lm",0.85,0.00024,"[0.00021-0.00027]",0.625
"Kampong Cham",2007,20,"lm",0.85,0.00025,"[0.00023-0.00028]",0.625
"Kampong Cham",2007,21,"lm",0.85,0.00021,"[0.00019-0.00023]",0.625
"Kampong Cham",2007,22,"lm",0.85,0.00019,"[0.00017-0.00021]",0.625
"Kampong Cham",2007,23,"lm",0.85,2e-04,"[0.00018-0.00022]",0.625
"Kampong Cham",2007,24,"lm",0.85,0.00015,"[0.00013-0.00017]",0.625
"Kampong Cham",2007,25,"lm",0.85,0.00023,"[0.00021-0.00025]",0.625
"Kampong Cham",2007,26,"lm",0.85,0.00013,"[0.00012-0.00015]",0.625
"Kampong Cham",2012,1,"lm",0.79,0.00078,"[0.00069-0.00088]",0.484
"Kampong Cham",2012,2,"lm",0.79,0.00044,"[0.00038-5e-04]",0.484
"Kampong Cham",2012,3,"lm",0.79,0.00027,"[0.00023-0.00033]",0.484
"Kampong Cham",2012,4,"lm",0.79,0.00092,"[0.00081-0.001]",0.484
"Kampong Cham",2012,5,"lm",0.79,0.00044,"[0.00038-5e-04]",0.484
"Kampong Cham",2012,6,"lm",0.79,0.00071,"[0.00063-0.00079]",0.484
"Kampong Cham",2012,7,"lm",0.79,0.00069,"[0.00061-0.00077]",0.484
"Kampong Cham",2012,8,"lm",0.79,0.001,"[0.00091-0.0011]",0.484
"Kampong Cham",2012,9,"lm",0.79,0.0018,"[0.0016-0.002]",0.484
"Kampong Cham",2012,10,"lm",0.79,0.0025,"[0.0023-0.0028]",0.484
"Kampong Cham",2012,11,"lm",0.79,0.0026,"[0.0023-0.0029]",0.484
"Kampong Cham",2012,12,"lm",0.79,0.0025,"[0.0022-0.0028]",0.484
"Kampong Cham",2012,13,"lm",0.79,0.0034,"[0.003-0.0038]",0.484
"Kampong Cham",2012,14,"lm",0.79,0.0027,"[0.0024-0.0031]",0.484
"Kampong Cham",2012,15,"lm",0.79,0.0036,"[0.0032-0.0041]",0.484
"Kampong Cham",2012,16,"lm",0.79,0.0029,"[0.0026-0.0033]",0.484
"Kampong Cham",2012,17,"lm",0.79,0.0031,"[0.0027-0.0035]",0.484
"Kampong Cham",2012,18,"lm",0.79,0.0027,"[0.0024-0.0031]",0.484
"Kampong Cham",2012,19,"lm",0.79,0.0021,"[0.0018-0.0024]",0.484
"Kampong Cham",2012,20,"lm",0.79,0.0024,"[0.0021-0.0027]",0.484
"Kampong Cham",2012,21,"lm",0.79,0.0019,"[0.0017-0.0021]",0.484
"Kampong Cham",2012,22,"lm",0.79,0.0015,"[0.0013-0.0016]",0.484
"Kampong Cham",2012,23,"lm",0.79,0.0014,"[0.0012-0.0015]",0.484
"Kampong Cham",2012,24,"lm",0.79,0.00056,"[5e-04-0.00064]",0.484
"Kampong Cham",2012,25,"lm",0.79,0.00097,"[0.00086-0.0011]",0.484
"Kampong Cham",2012,26,"lm",0.79,0.00048,"[0.00041-0.00055]",0.484
"Kampong Cham",2019,1,"gaussian",0.58,3.6e-05,"[3.4e-05-3.9e-05]",0.806
"Kampong Cham",2019,2,"gaussian",0.58,2.9e-05,"[2.7e-05-3.1e-05]",0.806
"Kampong Cham",2019,3,"gaussian",0.58,3.4e-05,"[3.1e-05-3.7e-05]",0.806
"Kampong Cham",2019,4,"gaussian",0.58,2.8e-05,"[2.6e-05-3.1e-05]",0.806
"Kampong Cham",2019,5,"gaussian",0.58,4.2e-05,"[3.9e-05-4.5e-05]",0.806
"Kampong Cham",2019,6,"gaussian",0.58,3.4e-05,"[3.2e-05-3.7e-05]",0.806
"Kampong Cham",2019,7,"gaussian",0.58,3.7e-05,"[3.5e-05-4e-05]",0.806
"Kampong Cham",2019,8,"gaussian",0.58,4.4e-05,"[4.1e-05-4.7e-05]",0.806
"Kampong Cham",2019,9,"gaussian",0.58,5e-05,"[4.7e-05-5.3e-05]",0.806
"Kampong Cham",2019,10,"gaussian",0.58,6.7e-05,"[6.3e-05-7.1e-05]",0.806
"Kampong Cham",2019,11,"gaussian",0.58,7.8e-05,"[7.4e-05-8.3e-05]",0.806
"Kampong Cham",2019,12,"gaussian",0.58,6.3e-05,"[5.9e-05-6.7e-05]",0.806
"Kampong Cham",2019,13,"gaussian",0.58,6.8e-05,"[6.4e-05-7.3e-05]",0.806
"Kampong Cham",2019,14,"gaussian",0.58,7.3e-05,"[6.8e-05-7.7e-05]",0.806
"Kampong Cham",2019,15,"gaussian",0.58,4.7e-05,"[4.4e-05-5.1e-05]",0.806
"Kampong Cham",2019,16,"gaussian",0.58,5.5e-05,"[5.1e-05-5.9e-05]",0.806
"Kampong Cham",2019,17,"gaussian",0.58,5.3e-05,"[5e-05-5.7e-05]",0.806
"Kampong Cham",2019,18,"gaussian",0.58,5e-05,"[4.7e-05-5.3e-05]",0.806
"Kampong Cham",2019,19,"gaussian",0.58,3.9e-05,"[3.6e-05-4.2e-05]",0.806
"Kampong Cham",2019,20,"gaussian",0.58,4.1e-05,"[3.8e-05-4.3e-05]",0.806
"Kampong Cham",2019,21,"gaussian",0.58,5.1e-05,"[4.8e-05-5.4e-05]",0.806
"Kampong Cham",2019,22,"gaussian",0.58,4.5e-05,"[4.3e-05-4.8e-05]",0.806
"Kampong Cham",2019,23,"gaussian",0.58,4.8e-05,"[4.5e-05-5.1e-05]",0.806
"Kampong Cham",2019,24,"gaussian",0.58,3.7e-05,"[3.5e-05-3.9e-05]",0.806
"Kampong Cham",2019,25,"gaussian",0.58,4.1e-05,"[3.8e-05-4.3e-05]",0.806
"Kampong Cham",2019,26,"gaussian",0.58,2.1e-05,"[1.9e-05-2.2e-05]",0.806
"Kampong Chhnang",2007,1,"gaussian",0.62,0.0014,"[0.0013-0.0016]",0.53
"Kampong Chhnang",2007,2,"gaussian",0.62,0.0012,"[0.0011-0.0014]",0.53
"Kampong Chhnang",2007,3,"gaussian",0.62,0.0012,"[0.0011-0.0014]",0.53
"Kampong Chhnang",2007,4,"gaussian",0.62,0.0013,"[0.0012-0.0015]",0.53
"Kampong Chhnang",2007,5,"gaussian",0.62,0.0012,"[0.0011-0.0013]",0.53
"Kampong Chhnang",2007,6,"gaussian",0.62,0.0014,"[0.0013-0.0016]",0.53
"Kampong Chhnang",2007,7,"gaussian",0.62,0.0025,"[0.0023-0.0028]",0.53
"Kampong Chhnang",2007,8,"gaussian",0.62,0.0032,"[0.0029-0.0035]",0.53
"Kampong Chhnang",2007,9,"gaussian",0.62,0.0011,"[0.00096-0.0012]",0.53
"Kampong Chhnang",2007,10,"gaussian",0.62,0.0022,"[0.002-0.0024]",0.53
"Kampong Chhnang",2007,11,"gaussian",0.62,0.0026,"[0.0024-0.0028]",0.53
"Kampong Chhnang",2007,12,"gaussian",0.62,0.0037,"[0.0034-0.004]",0.53
"Kampong Chhnang",2007,13,"gaussian",0.62,0.0025,"[0.0023-0.0027]",0.53
"Kampong Chhnang",2007,14,"gaussian",0.62,0.0047,"[0.0043-0.0052]",0.53
"Kampong Chhnang",2007,15,"gaussian",0.62,0.0043,"[0.0039-0.0048]",0.53
"Kampong Chhnang",2007,16,"gaussian",0.62,0.0037,"[0.0034-0.0041]",0.53
"Kampong Chhnang",2007,17,"gaussian",0.62,0.0056,"[0.005-0.0062]",0.53
"Kampong Chhnang",2007,18,"gaussian",0.62,0.0022,"[0.002-0.0024]",0.53
"Kampong Chhnang",2007,19,"gaussian",0.62,0.0034,"[0.0031-0.0037]",0.53
"Kampong Chhnang",2007,20,"gaussian",0.62,0.0024,"[0.0022-0.0027]",0.53
"Kampong Chhnang",2007,21,"gaussian",0.62,0.0018,"[0.0016-0.002]",0.53
"Kampong Chhnang",2007,22,"gaussian",0.62,0.0013,"[0.0011-0.0014]",0.53
"Kampong Chhnang",2007,23,"gaussian",0.62,0.0016,"[0.0014-0.0018]",0.53
"Kampong Chhnang",2007,24,"gaussian",0.62,0.0016,"[0.0014-0.0018]",0.53
"Kampong Chhnang",2007,25,"gaussian",0.62,0.0014,"[0.0013-0.0016]",0.53
"Kampong Chhnang",2007,26,"gaussian",0.62,0.0016,"[0.0014-0.0018]",0.53
"Kampong Chhnang",2012,1,"lm",0.72,6.4e-05,"[5.5e-05-7.4e-05]",0.818
"Kampong Chhnang",2012,2,"lm",0.72,7.8e-05,"[6.8e-05-9e-05]",0.818
"Kampong Chhnang",2012,3,"lm",0.72,5.2e-05,"[4.4e-05-6e-05]",0.818
"Kampong Chhnang",2012,4,"lm",0.72,6.1e-05,"[5.3e-05-7.1e-05]",0.818
"Kampong Chhnang",2012,5,"lm",0.72,6.1e-05,"[5.2e-05-7e-05]",0.818
"Kampong Chhnang",2012,6,"lm",0.72,8.2e-05,"[7.1e-05-9.3e-05]",0.818
"Kampong Chhnang",2012,7,"lm",0.72,5.7e-05,"[5e-05-6.6e-05]",0.818
"Kampong Chhnang",2012,8,"lm",0.72,7.8e-05,"[6.9e-05-8.9e-05]",0.818
"Kampong Chhnang",2012,9,"lm",0.72,0.00014,"[0.00013-0.00016]",0.818
"Kampong Chhnang",2012,10,"lm",0.72,0.00012,"[0.00011-0.00013]",0.818
"Kampong Chhnang",2012,11,"lm",0.72,0.00014,"[0.00012-0.00015]",0.818
"Kampong Chhnang",2012,12,"lm",0.72,9.5e-05,"[8.4e-05-0.00011]",0.818
"Kampong Chhnang",2012,13,"lm",0.72,0.00011,"[1e-04-0.00013]",0.818
"Kampong Chhnang",2012,14,"lm",0.72,0.00016,"[0.00014-0.00018]",0.818
"Kampong Chhnang",2012,15,"lm",0.72,0.00011,"[1e-04-0.00013]",0.818
"Kampong Chhnang",2012,16,"lm",0.72,8.1e-05,"[7.1e-05-9.3e-05]",0.818
"Kampong Chhnang",2012,17,"lm",0.72,1e-04,"[9e-05-0.00012]",0.818
"Kampong Chhnang",2012,18,"lm",0.72,9.6e-05,"[8.4e-05-0.00011]",0.818
"Kampong Chhnang",2012,19,"lm",0.72,7.8e-05,"[6.9e-05-8.9e-05]",0.818
"Kampong Chhnang",2012,20,"lm",0.72,4.8e-05,"[4.3e-05-5.5e-05]",0.818
"Kampong Chhnang",2012,21,"lm",0.72,8.7e-05,"[7.7e-05-9.8e-05]",0.818
"Kampong Chhnang",2012,22,"lm",0.72,4.1e-05,"[3.6e-05-4.7e-05]",0.818
"Kampong Chhnang",2012,23,"lm",0.72,5.1e-05,"[4.4e-05-5.8e-05]",0.818
"Kampong Chhnang",2012,24,"lm",0.72,6.3e-05,"[5.5e-05-7.2e-05]",0.818
"Kampong Chhnang",2012,25,"lm",0.72,5.6e-05,"[4.9e-05-6.5e-05]",0.818
"Kampong Chhnang",2012,26,"lm",0.72,4.9e-05,"[4.1e-05-5.8e-05]",0.818
"Kampong Chhnang",2019,1,"gaussian",0.48,5.6e-05,"[5.1e-05-6.2e-05]",0.87
"Kampong Chhnang",2019,2,"gaussian",0.48,7.3e-05,"[6.7e-05-8e-05]",0.87
"Kampong Chhnang",2019,3,"gaussian",0.48,9e-05,"[8.2e-05-9.7e-05]",0.87
"Kampong Chhnang",2019,4,"gaussian",0.48,6.5e-05,"[5.9e-05-7.1e-05]",0.87
"Kampong Chhnang",2019,5,"gaussian",0.48,8.2e-05,"[7.5e-05-8.9e-05]",0.87
"Kampong Chhnang",2019,6,"gaussian",0.48,0.00011,"[9.8e-05-0.00011]",0.87
"Kampong Chhnang",2019,7,"gaussian",0.48,7.5e-05,"[6.9e-05-8.1e-05]",0.87
"Kampong Chhnang",2019,8,"gaussian",0.48,9.5e-05,"[8.8e-05-1e-04]",0.87
"Kampong Chhnang",2019,9,"gaussian",0.48,1e-04,"[9.5e-05-0.00011]",0.87
"Kampong Chhnang",2019,10,"gaussian",0.48,0.00011,"[1e-04-0.00012]",0.87
