"year","month","provname","time","cases_per_100000","reconstructed_multi_period","oni_anomaly","avg_wave_coherence_oni","avg_cross_power_oni"
2005,12,"Banteay Meanchey",2005.88461538462,2.23569224142783,-2.58819554991195,-0.84,0.478052429003266,2.0801716242598
2006,1,"Banteay Meanchey",2006,1.33904614697366,-0.00458118762127224,-0.85,0.477983117107763,2.13078041121875
2006,2,"Banteay Meanchey",2006.11538461538,0.891229403526275,2.65209320208187,-0.77,0.477908525857412,2.17120349293586
2006,3,"Banteay Meanchey",2006.19230769231,1.18692988910987,5.3471465143498,-0.57,0.477828563930235,2.22198601437347
2006,4,"Banteay Meanchey",2006.26923076923,3.7046543627488,7.77895467598339,-0.37,0.477743184379736,2.2728692085429
2006,5,"Banteay Meanchey",2006.34615384615,2.36825848043837,10.4465461893899,-0.14,0.477652385147072,2.3127990334023
2006,6,"Banteay Meanchey",2006.42307692308,8.87150588706286,13.30052184687,-0.03,0.477556208965082,2.36353488180432
2006,7,"Banteay Meanchey",2006.5,12.2569315664672,15.7854064995459,0.1,0.477454742669652,2.40274093874169
2006,8,"Banteay Meanchey",2006.57692307692,18.2900946527456,18.3395702611798,0.3,0.477348115946823,2.45310015851623
2006,9,"Banteay Meanchey",2006.65384615385,13.9989807157917,20.6614272103976,0.54,0.477236499555985,2.49131672013469
2006,10,"Banteay Meanchey",2006.73076923077,3.97359306795733,22.5651390968095,0.77,0.477120103080179,2.54106418365329
2006,11,"Banteay Meanchey",2006.80769230769,3.38073295250279,24.2226149456969,0.94,0.476999172263531,2.59053611099057
2006,12,"Banteay Meanchey",2006.88461538462,2.34808788202605,25.6067620520212,0.94,0.47687398600301,2.62691826901031
2007,1,"Banteay Meanchey",2007,3.22300452621239,26.6935054177931,0.66,0.476744853066667,2.67543008693959
2007,2,"Banteay Meanchey",2007.11538461538,1.46304206273931,27.4621184157574,0.22,0.476612108613268,2.7101526179791
2007,3,"Banteay Meanchey",2007.19230769231,5.99109403786427,27.8955120384866,-0.12,0.47647611058858,2.75746885007038
2007,4,"Banteay Meanchey",2007.26923076923,11.2378410971562,27.9804795965341,-0.32,0.47633723607158,2.80424103714045
2007,5,"Banteay Meanchey",2007.34615384615,47.2320414017568,26.7604595723802,-0.38,0.476195877639618,2.83615504493451
2007,6,"Banteay Meanchey",2007.42307692308,109.947262485074,25.0746743165676,-0.47,0.476052439815204,2.88140022833332
2007,7,"Banteay Meanchey",2007.5,100.369354594277,23.7902313118658,-0.56,0.475907335648913,2.92595385824985
2007,8,"Banteay Meanchey",2007.57692307692,57.8310328157149,22.400325223198,-0.81,0.475760983483194,2.95451558702021
2007,9,"Banteay Meanchey",2007.65384615385,27.4320067929383,20.7096652743768,-1.07,0.475613803931073,2.99723816565514
2007,10,"Banteay Meanchey",2007.73076923077,10.7277943280565,18.4864986077444,-1.34,0.475466217092252,3.03913815197558
2007,11,"Banteay Meanchey",2007.80769230769,6.66072288580557,15.7244066512992,-1.5,0.475318640017422,3.08017814746461
2007,12,"Banteay Meanchey",2007.88461538462,3.76017802091393,12.4381781878259,-1.6,0.475171484420269,3.12032299771485
2008,1,"Banteay Meanchey",2008,1.0105037109337,8.90029946513008,-1.64,0.475025154626027,3.15953987550369
2008,2,"Banteay Meanchey",2008.11538461538,0.864751358476542,5.90464154194669,-1.52,0.474880045736128,3.19779834661598
2008,3,"Banteay Meanchey",2008.19230769231,2.01563549919575,2.48623108509312,-1.29,0.474736541980801,3.23507041714704
2008,4,"Banteay Meanchey",2008.26923076923,5.6082753239609,-1.05642650978227,-1.01,0.474595015225763,3.27133056108881
2008,5,"Banteay Meanchey",2008.34615384615,7.90027177861675,-4.94305635270452,-0.84,0.474455823595691,3.30655572710964
2008,6,"Banteay Meanchey",2008.42307692308,15.9262829109764,-8.87280256626251,-0.61,0.474319310176037,3.32199526781388
2008,7,"Banteay Meanchey",2008.5,18.3462867383727,-12.6459194256239,-0.37,0.474185801756052,3.35475209931024
2008,8,"Banteay Meanchey",2008.57692307692,20.0431709415518,-16.2152725058406,-0.23,0.471392198569694,3.38642527897252
2008,9,"Banteay Meanchey",2008.65384615385,11.1532684190488,-19.7595298892541,-0.24,0.471267721466418,3.41700310029431
2008,10,"Banteay Meanchey",2008.73076923077,10.2832191562385,-23.3936673046924,-0.35,0.471147162828363,3.44647612267151
2008,11,"Banteay Meanchey",2008.80769230769,3.2815479573498,-26.762716983008,-0.55,0.471030771124328,3.47483702532337
2008,12,"Banteay Meanchey",2008.88461538462,3.27694110250109,-29.9913332301959,-0.73,0.470918771912004,3.50208043739489
2009,1,"Banteay Meanchey",2009,1.13792797066532,-33.0421149007193,-0.85,0.470811366378519,3.52820274749343
2009,2,"Banteay Meanchey",2009.11538461538,0.568054865400915,-35.8788085226078,-0.79,0.470708729854993,3.55320189752921
2009,3,"Banteay Meanchey",2009.19230769231,0.709203305543234,-38.4667460548932,-0.61,0.470611010332973,3.57707716752702
2009,4,"Banteay Meanchey",2009.26923076923,0.991667970625344,-40.7732718644254,-0.33,0.470518327018826,3.59982895990583
2009,5,"Banteay Meanchey",2009.34615384615,3.39583389168748,-42.7681534114842,0.01,0.470430768968863,3.62145859336748
2009,6,"Banteay Meanchey",2009.42307692308,7.49178298177163,-44.4239702203163,0.28,0.470348393852696,3.64196811772037
2009,7,"Banteay Meanchey",2009.5,11.0144721770112,-45.7538510185893,0.45,0.467640214240081,3.66136016140229
2009,8,"Banteay Meanchey",2009.57692307692,4.23075167384671,-46.648349566653,0.58,0.46495123806311,3.67963782291618
2009,9,"Banteay Meanchey",2009.65384615385,7.74883209482316,-47.1416502005858,0.71,0.462283557521232,3.69680461572902
2009,10,"Banteay Meanchey",2009.73076923077,3.93968010748634,-47.2209053321529,1.01,0.462227946738581,3.69020607966169
2009,11,"Banteay Meanchey",2009.80769230769,6.18433786063755,-46.8775251043976,1.36,0.459590115273051,3.70513178936422
2009,12,"Banteay Meanchey",2009.88461538462,3.50879751506881,-46.1073361353402,1.56,0.4595459005002,3.71898883462307
2010,1,"Banteay Meanchey",2010,2.80175484191583,-44.9106891251388,1.5,0.456938975366854,3.73178225885698
2010,2,"Banteay Meanchey",2010.11538461538,1.39862200659724,-43.2925131480226,1.22,0.459481637480525,3.72066236276586
2010,3,"Banteay Meanchey",2010.19230769231,2.79449476537861,-41.2623151199926,0.84,0.45687804551736,3.73143086595846
2010,4,"Banteay Meanchey",2010.26923076923,1.81399861968245,-38.8341236396278,0.35,0.456853754212846,3.74118141560338
2010,5,"Banteay Meanchey",2010.34615384615,4.18065991466424,-35.9185107595535,-0.17,0.456833253174384,3.74992209327715
2010,6,"Banteay Meanchey",2010.42307692308,16.5659253047773,-32.7405651960839,-0.66,0.456816235257879,3.75766305324236
2010,7,"Banteay Meanchey",2010.5,36.4279000200045,-29.2327600223793,-1.05,0.454253204194501,3.74202398993026
2010,8,"Banteay Meanchey",2010.57692307692,58.6117143731788,-25.4255972449032,-1.35,0.454242625028656,3.74800197285479
2010,9,"Banteay Meanchey",2010.65384615385,40.3695088167244,-21.3530083432489,-1.56,0.454234526372667,3.7530413928781
2010,10,"Banteay Meanchey",2010.73076923077,25.7772729253956,-17.0519890095846,-1.64,0.454228549379556,3.73525332795632
2010,11,"Banteay Meanchey",2010.80769230769,6.78302225122537,-12.562193396427,-1.64,0.454224330768113,3.73871860671222
2010,12,"Banteay Meanchey",2010.88461538462,2.07337243979088,-7.92549280789775,-1.59,0.454221506506363,3.74132552081032
2011,1,"Banteay Meanchey",2011,0.827688322253224,-3.18550433028645,-1.42,0.451697202669846,3.72182218716843
2011,2,"Banteay Meanchey",2011.11538461538,0.688636043987909,1.61290461247081,-1.19,0.451696294638808,3.72306927480414
2011,3,"Banteay Meanchey",2011.19230769231,0.82539771341257,6.42412938313914,-0.93,0.451695747986806,3.70271589387591
2011,4,"Banteay Meanchey",2011.26923076923,1.09909399328503,11.2023522187561,-0.73,0.451695231940679,3.70277148296951
2011,5,"Banteay Meanchey",2011.34615384615,2.1955754156473,15.9020703387525,-0.55,0.451694430952728,3.68176823124613
2011,6,"Banteay Meanchey",2011.42307692308,17.8156900595324,20.7203716433118,-0.44,0.451693047095986,3.68082278954025
2011,7,"Banteay Meanchey",2011.5,23.6832531405197,25.1361178129543,-0.48,0.454211403602445,3.70447943397746
2011,8,"Banteay Meanchey",2011.57692307692,41.0188135474584,29.3431469762118,-0.62,0.454208429219452,3.77519686502178
2011,9,"Banteay Meanchey",2011.65384615385,27.5847435748849,33.3023098722969,-0.83,0.454204061270605,3.80364173698147
2011,10,"Banteay Meanchey",2011.73076923077,16.6394946308796,37.2293184818813,-1.01,0.454198087481316,3.8311452902379
2011,11,"Banteay Meanchey",2011.80769230769,7.08383027871142,40.5887552522071,-1.09,0.454190319637449,3.83582857760826
2011,12,"Banteay Meanchey",2011.88461538462,5.98499498381393,43.851230631156,-1.04,0.454180593625935,3.81612872207183
2012,1,"Banteay Meanchey",2012,5.56785930884884,46.4892322385711,-0.86,0.454168769091201,3.84264022486403
2012,2,"Banteay Meanchey",2012.11538461538,2.71042651975741,48.7310705085086,-0.72,0.454154728728858,3.84795336105938
2012,3,"Banteay Meanchey",2012.19230769231,9.20457273576798,50.8178153168821,-0.59,0.45413837724359,3.85013175298603
2012,4,"Banteay Meanchey",2012.26923076923,17.8468080071005,52.2178162321638,-0.47,0.456663843610835,3.8291175596691
2012,5,"Banteay Meanchey",2012.34615384615,48.3382936607252,53.1824223293181,-0.26,0.459216980222712,3.85419108903177
2012,6,"Banteay Meanchey",2012.42307692308,94.2685713120771,53.7080294578964,-0.01,0.459192862014337,3.83201779045349
2012,7,"Banteay Meanchey",2012.5,163.544903552169,53.7956334134964,0.25,0.459166155504364,3.83213046772817
2012,8,"Banteay Meanchey",2012.57692307692,167.764467470689,53.4507422089042,0.37,0.459136851930464,3.78338196739186
2012,9,"Banteay Meanchey",2012.65384615385,82.3575261745044,52.6832302232515,0.37,0.459104953463526,3.78237338445003
2012,10,"Banteay Meanchey",2012.73076923077,71.3841892337361,51.7195092459952,0.27,0.459070470836267,3.75883219215395
2012,11,"Banteay Meanchey",2012.80769230769,43.0204823578208,50.1453364113496,0.05,0.459033420960056,3.75638657013714
2012,12,"Banteay Meanchey",2012.88461538462,27.9685137221497,48.201432514696,-0.21,0.458993824574367,3.70716460113768
2013,1,"Banteay Meanchey",2013,6.00935843728275,45.9126521736568,-0.43,0.458951703971921,3.70364285353069
2013,2,"Banteay Meanchey",2013.11538461538,5.20054475137122,43.3067394412925,-0.43,0.458907080840573,3.63445846046338
2013,3,"Banteay Meanchey",2013.19230769231,5.99323922992382,40.4139166784654,-0.34,0.45885997426042,3.58720867803626
2013,4,"Banteay Meanchey",2013.26923076923,7.44807178919561,37.2664493800287,-0.3,0.458810398891434,3.50108973492931
2013,5,"Banteay Meanchey",2013.34615384615,7.83757178467459,33.8981939344942,-0.36,0.458758363383188,3.47842372919761
2013,6,"Banteay Meanchey",2013.42307692308,16.3176722495379,30.3441355016141,-0.41,0.458703869033944,3.47291064490136
2013,7,"Banteay Meanchey",2013.5,16.0327729752021,26.6399232733883,-0.4,0.458646908721573,3.46605883962339
2013,8,"Banteay Meanchey",2013.57692307692,18.9259815508211,22.8214103396284,-0.32,0.458587466123544,3.4578172113025
2013,9,"Banteay Meanchey",2013.65384615385,12.2933685795488,19.0203855121333,-0.26,0.458525515237544,3.44814208611388
2013,10,"Banteay Meanchey",2013.73076923077,5.94063020896595,15.0666733984165,-0.18,0.458461020208391,3.43699697278049
2013,11,"Banteay Meanchey",2013.80769230769,6.72345089825263,11.1027838954961,-0.17,0.458393935460761,3.4426045849177
2013,12,"Banteay Meanchey",2013.88461538462,5.79316972153251,7.1611581338404,-0.27,0.458324206131069,3.42839640404248
2014,1,"Banteay Meanchey",2014,1.57666892172786,3.27244459117688,-0.42,0.458251768785755,3.41264523138237
2014,2,"Banteay Meanchey",2014.11538461538,0.524666524465465,-0.534799579131887,-0.46,0.45817655240731,3.39534145209621
2014,3,"Banteay Meanchey",2014.19230769231,0.524001197270033,-4.23436315111933,-0.27,0.45809847962391,3.39450438308264
2014,4,"Banteay Meanchey",2014.26923076923,0.654213369249683,-7.80258846679921,0.04,0.458017468153509,3.37403576472789
2014,5,"Banteay Meanchey",2014.34615384615,0.653303169977546,-11.218530105071,0.21,0.460489786685154,3.35201872769518
2014,6,"Banteay Meanchey",2014.42307692308,0.913567993984557,-12.7377164370223,0.16,0.460400989244341,3.3462809319718
2014,7,"Banteay Meanchey",2014.5,1.8246661463812,-13.506548094402,0.05,0.460308977958713,3.32115136012065
2014,8,"Banteay Meanchey",2014.57692307692,5.85725664068442,-15.0148535217645,0.07,0.460213668196551,3.29453165867585
2014,9,"Banteay Meanchey",2014.65384615385,4.42078646955851,-16.4031694265341,0.23,0.460114979556839,3.2840298479559
2014,10,"Banteay Meanchey",2014.73076923077,2.33733992760717,-18.7762130669393,0.49,0.457464895387296,3.25445274247738
2014,11,"Banteay Meanchey",2014.80769230769,2.46388679994679,-20.6195187449845,0.64,0.457360965864183,3.24088688452852
2014,12,"Banteay Meanchey",2014.88461538462,2.58954919339433,-22.3808008639048,0.66,0.457253477699462,3.24305174678368
2015,1,"Banteay Meanchey",2015,3.74938540376755,-24.6139755685125,0.55,0.457142386327224,3.22634379268473
2015,2,"Banteay Meanchey",2015.11538461538,1.03222719763308,-26.5550735687528,0.47,0.457027660169891,3.20817178467083
2015,3,"Banteay Meanchey",2015.19230769231,1.67529726255788,-28.5316538682624,0.53,0.456909281939181,3.2054152487288
2015,4,"Banteay Meanchey",2015.26923076923,2.7031278310678,-29.9574320741868,0.7,0.456787249729846,3.18428589370948
2015,5,"Banteay Meanchey",2015.34615384615,5.52752363207486,-31.6493764626873,0.93,0.456661577891384,3.16180659870944
2015,6,"Banteay Meanchey",2015.42307692308,10.5281735368658,-33.2757423195381,1.18,0.456532297668511,3.12166045920379
2015,7,"Banteay Meanchey",2015.5,20.7725906343018,-34.6582237480741,1.52,0.45639945760662,3.09680063940847
2015,8,"Banteay Meanchey",2015.57692307692,35.9913705858205,-35.4766840344845,1.86,0.458851210723863,3.07074656574812
2015,9,"Banteay Meanchey",2015.65384615385,42.9843068623025,-36.7544103290208,2.16,0.458710656196014,3.04355285224012
2015,10,"Banteay Meanchey",2015.73076923077,34.8821383591078,-37.2258434566991,2.42,0.458566766593413,3.01527772089124
2015,11,"Banteay Meanchey",2015.80769230769,18.887531234811,-37.8712493992258,2.57,0.458419660075512,2.98598335226679
2015,12,"Banteay Meanchey",2015.88461538462,10.4486013385385,-37.9508754729169,2.64,0.458269470873522,2.95573621106078
2016,1,"Banteay Meanchey",2016,4.96041938084778,-38.1999887283858,2.48,0.458116348467766,2.92460733081185
2016,2,"Banteay Meanchey",2016.11538461538,3.30164978164416,-38.1218801558271,2.14,0.457960456622594,2.89267254618191
2016,3,"Banteay Meanchey",2016.19230769231,2.15609103871357,-37.9903219155889,1.58,0.457801972301988,2.86001266652265
2016,4,"Banteay Meanchey",2016.26923076923,1.26674542738273,-37.6623669900685,0.94,0.457641084489521,2.82671359059824
2016,5,"Banteay Meanchey",2016.34615384615,3.0369282426935,-37.1421955260195,0.39,0.457477992936109,2.85551089861708
2016,6,"Banteay Meanchey",2016.42307692308,5.30742764701286,-36.4350804901169,-0.07,0.45731290685845,2.90551893843585
2016,7,"Banteay Meanchey",2016.5,13.3791412935211,-35.5473384308718,-0.36,0.457146043609882,2.91728082179643
2016,8,"Banteay Meanchey",2016.57692307692,16.7672444219767,-34.4862746350841,-0.54,0.45444755767784,2.93113964425589
2016,9,"Banteay Meanchey",2016.65384615385,13.7252922052968,-33.2601231436606,-0.63,0.456852844947393,2.90622512204494
2016,10,"Banteay Meanchey",2016.73076923077,14.9649872735892,-31.8779821088643,-0.69,0.456683067991366,2.92279903898926
2016,11,"Banteay Meanchey",2016.80769230769,8.54272390186873,-30.3497449887823,-0.67,0.456512430753089,2.9178011302335
2016,12,"Banteay Meanchey",2016.88461538462,7.40293866753308,-28.6860280851421,-0.56,0.45634117157619,2.86855402255051
2017,1,"Banteay Meanchey",2017,1.62760631667002,-26.8980949377647,-0.34,0.453602207225757,2.8384957679829
2017,2,"Banteay Meanchey",2017.11538461538,0.750049688085426,-24.9977780930669,-0.16,0.453431717050646,2.81509883639907
2017,3,"Banteay Meanchey",2017.19230769231,0.874071146804365,-22.9973987653263,0.05,0.453261322298205,2.78550676382456
2017,4,"Banteay Meanchey",2017.26923076923,1.24702764577902,-20.9104288398729,0.2,0.453091256239717,2.73713982202823
2017,5,"Banteay Meanchey",2017.34615384615,0.9965467858484,-18.7760300792133,0.3,0.455479778390534,2.73308072053135
2017,6,"Banteay Meanchey",2017.42307692308,3.98207118782364,-16.5799420718897,0.31,0.455310436417046,2.7078936261486
2017,7,"Banteay Meanchey",2017.5,11.4341916840837,-14.4139642729299,0.14,0.45259419608033,2.65982483821525
2017,8,"Banteay Meanchey",2017.57692307692,10.6761249648299,-12.1609118865428,-0.11,0.449893013071735,2.63079951262123
2017,9,"Banteay Meanchey",2017.65384615385,14.259292227638,-10.0647796727764,-0.38,0.447258639552798,2.5833175243602
2017,10,"Banteay Meanchey",2017.73076923077,9.65984310957113,-7.77141396111872,-0.65,0.447098738055555,2.53637843505856
2017,11,"Banteay Meanchey",2017.80769230769,5.4435576166877,-5.48101585784033,-0.84,0.446940653520608,2.46974388314768
2017,12,"Banteay Meanchey",2017.88461538462,6.91659240629275,-3.20640740339744,-0.97,0.446784577591509,2.44110920016037
2018,1,"Banteay Meanchey",2018,0.986293314666175,-0.960111112482466,-0.92,0.446630695929986,2.39591817410837
2018,2,"Banteay Meanchey",2018.11538461538,1.10796107017451,1.24572117177882,-0.85,0.444011138419166,2.33251575617722
2018,3,"Banteay Meanchey",2018.19230769231,1.22977457921172,3.39937604275753,-0.7,0.441416608627783,2.2683477094485
2018,4,"Banteay Meanchey",2018.26923076923,1.84267882398045,5.37415337439847,-0.5,0.441271713299923,2.20895670320135
2018,5,"Banteay Meanchey",2018.34615384615,4.29466085127109,7.40070252025803,-0.22,0.441129679221961,2.15125939732782
2018,6,"Banteay Meanchey",2018.42307692308,9.55951317505105,9.34343629737789,-0.01,0.440990661368743,2.09521803277312
2018,7,"Banteay Meanchey",2018.5,11.8744836396832,11.1929589744621,0.09,0.440854809547927,2.02436230997507
2018,8,"Banteay Meanchey",2018.57692307692,10.7601787001791,12.9405892105291,0.23,0.440722268650836,1.94318468909101
2018,9,"Banteay Meanchey",2018.65384615385,12.0917759144893,14.5784010584498,0.49,0.440593178916669,1.86733426228882
2018,10,"Banteay Meanchey",2018.73076923077,14.1521152859759,16.0992596651038,0.76,0.440467676202665,1.76524215690901
2018,11,"Banteay Meanchey",2018.80769230769,12.7957941969531,17.4968515170509,0.9,0.440345892253394,1.73486189706826
2018,12,"Banteay Meanchey",2018.88461538462,15.9407391561445,18.7935198127579,0.81,0.440227954962948,1.70450017997816
2019,1,"Banteay Meanchey",2019,6.6809614264083,19.9176781678193,0.75,0.440113988624526,1.67414384133219
2019,2,"Banteay Meanchey",2019.11538461538,9.46208911398713,20.9048035788955,0.72,0.440004114162686,1.64378354914185
2019,3,"Banteay Meanchey",2019.19230769231,9.20874507230478,21.7520926511742,0.71,0.439898449344316,1.61341346447677
2019,4,"Banteay Meanchey",2019.26923076923,21.6645298512462,22.4576293975533,0.66,0.439797108965212,1.58303093322051
2019,5,"Banteay Meanchey",2019.34615384615,46.1826598206081,23.0203813861087,0.54,0.439700205009875,1.55263620313889
2019,6,"Banteay Meanchey",2019.42307692308,127.885223881121,23.4401903399828,0.45,0.439607846782927,1.51640630306524
2019,7,"Banteay Meanchey",2019.5,143.195394388328,24.0473286053167,0.28,0.4395201410112,1.48618389362012
2019,8,"Banteay Meanchey",2019.57692307692,101.22490730615,24.1996656998269,0.14,0.43943719191616,1.45595943026035
2019,9,"Banteay Meanchey",2019.65384615385,54.1658924131037,23.9893144488661,0.19,0.439359101256852,1.42574230000514
2019,10,"Banteay Meanchey",2019.73076923077,39.6760480003808,23.8740762544165,0.35,0.439285968344026,1.39554365117536
2019,11,"Banteay Meanchey",2019.80769230769,24.3812118330534,23.622047766287,0.51,0.439217890026426,1.36537619873931
2019,12,"Banteay Meanchey",2019.88461538462,14.3952061686588,23.2378158053768,0.55,0.439154960650587,1.33525403906201
2020,1,"Banteay Meanchey",2020,5.26855494372419,22.8349795975622,0.5,0.439097271995661,1.30053669605658
2020,2,"Banteay Meanchey",2020.11538461538,3.46730871866315,22.5043417694844,0.48,0.43904491318503,1.27069656402527
2020,3,"Banteay Meanchey",2020.19230769231,2.15007785960342,21.6154368133878,0.4,0.438997970576608,1.24094567902022
2020,4,"Banteay Meanchey",2020.26923076923,1.31244343314805,20.661667309349,0.19,0.438956527633855,1.21130204167586
2020,5,"Banteay Meanchey",2020.34615384615,3.33723732910785,19.8955003076731,-0.08,0.438920664779685,1.18178424067702
2020,6,"Banteay Meanchey",2020.42307692308,3.80961180280474,18.8035652748982,-0.3,0.438890459235548,1.14839469649514
2020,7,"Banteay Meanchey",2020.5,14.7464262420305,17.7431200854876,-0.41,0.438865984848147,1.11930591550501
2020,8,"Banteay Meanchey",2020.57692307692,24.8302768427731,16.4487402112988,-0.57,0.438847311906359,1.09039665937047
2020,9,"Banteay Meanchey",2020.65384615385,28.0072840425211,15.0876372515074,-0.89,0.438834506951165,1.06168663929488
2020,10,"Banteay Meanchey",2020.73076923077,12.0929613366083,13.6719060891943,-1.17,0.438827632581523,1.02959104518592
2020,11,"Banteay Meanchey",2020.80769230769,4.61844842158419,12.1733242508628,-1.27,0.438826747259341,1.00144236714956
2020,12,"Banteay Meanchey",2020.88461538462,3.54781871499396,10.6440681622701,-1.19,0.438831905116904,0.973547756236234
2002,1,"Battambang",2002,0.631530130796353,-0.770074116902221,-0.15,0.407485543236781,0.227821716793464
2002,2,"Battambang",2002.11538461538,0.420262279179911,-0.770074116902221,0.03,0.407557399543126,0.236812529516223
