"provname","year","biweek","epiyr","time","cases","beta","betalow","betahigh","temp_C","precip_m","precip_mm","temp_C_lag","precip_mm_lag"
"Banteay Meanchey","2003",25,2007,2003.92307692308,5,8.31640433741335e-05,7.52691476734409e-05,9.17440518136959e-05,26.1249093857143,0.00038767043618,0.38767043618,27.7515165928572,8.1320347918214
"Banteay Meanchey","2003",26,2007,2003.96153846154,4,8.70213441712185e-05,7.71932083409253e-05,9.77920000621003e-05,24.60028608,0.000235918578234,0.235918578234,27.6473856714286,1.1044236395782
"Banteay Meanchey","2004",1,2007,2004,2,8.85555372916643e-05,7.90549481366609e-05,9.89238163744855e-05,26.5150079142857,0.0164287469214087,16.4287469214087,27.5764175928572,0.38767043618
"Banteay Meanchey","2004",2,2007,2004.03846153846,2,6.57836446664664e-05,5.80047561315414e-05,7.43347222899787e-05,26.24400915,0.00369072856717,3.69072856717,27.89144555,0.235918578234
"Banteay Meanchey","2004",3,2007,2004.07692307692,2,6.76937804589956e-05,5.93214668375027e-05,7.69177584249051e-05,26.450121,0.015732295776192,15.732295776192,27.7436727071429,16.4287469214087
"Banteay Meanchey","2004",4,2007,2004.11538461538,3,0.000185905061950795,0.000169996847632494,0.000202999292668886,27.0706637857143,0.0021928794388891,2.1928794388891,26.1249093857143,3.69072856717
"Banteay Meanchey","2004",5,2007,2004.15384615385,2,9.14682431019984e-05,8.31637761420294e-05,0.000100468790381329,29.2234097142857,0.00275480385908,2.75480385908,24.60028608,15.732295776192
"Banteay Meanchey","2004",6,2007,2004.19230769231,4,0.000128148230387509,0.000117542994886524,0.00013958248327484,30.6190625071429,0.02330765280394,23.30765280394,26.5150079142857,2.1928794388891
"Banteay Meanchey","2004",7,2007,2004.23076923077,2,0.00010278914593774,9.41936439539765e-05,0.000112078249296908,30.6050775142857,0.0435059658192,43.5059658192,26.24400915,2.75480385908
"Banteay Meanchey","2004",8,2007,2004.26923076923,3,0.000177233437075801,0.000163913614034881,0.000191550241354435,31.3444389214286,0.0272754245084,27.2754245084,26.450121,23.30765280394
"Banteay Meanchey","2004",9,2007,2004.30769230769,11,0.000157044729678211,0.000145381435896727,0.000169594463145851,30.1056209714286,0.0830867,83.0867,27.0706637857143,43.5059658192
"Banteay Meanchey","2004",10,2007,2004.34615384615,3,0.00023109763334645,0.000213941513973697,0.000249564651266159,29.5138663,0.0487226,48.7226,29.2234097142857,27.2754245084
"Banteay Meanchey","2004",11,2007,2004.38461538462,10,0.000161320141541153,0.000148459867936554,0.00017524630905895,29.1747511428572,0.0583052,58.3052,30.6190625071429,83.0867
"Banteay Meanchey","2004",12,2007,2004.42307692308,11,0.000219942360976481,0.000202658349525399,0.000238640257642301,27.5113466,0.1924278,192.4278,30.6050775142857,48.7226
"Banteay Meanchey","2004",13,2007,2004.46153846154,11,0.000248210704992186,0.000227958531495254,0.000270189958253342,28.5229866642857,0.023332,23.332,31.3444389214286,58.3052
"Banteay Meanchey","2004",14,2007,2004.5,9,0.000218252021784243,0.000199539831783857,0.000238646549856815,29.1832567214286,0.0291664,29.1664,30.1056209714286,192.4278
"Banteay Meanchey","2004",15,2007,2004.53846153846,16,0.000168395754068142,0.000153814797380359,0.000184303412003918,27.9859908785714,0.0729043,72.9043,29.5138663,23.332
"Banteay Meanchey","2004",16,2007,2004.57692307692,11,0.000185567049041537,0.000169985868434482,0.00020252119249728,27.3287546214286,0.0861891,86.1891,29.1747511428572,29.1664
"Banteay Meanchey","2004",17,2007,2004.61538461538,19,0.0001678862647548,0.000153893185360477,0.000183103238470605,27.91342495,0.0660341,66.0341,27.5113466,72.9043
"Banteay Meanchey","2004",18,2007,2004.65384615385,14,0.0001249275400226,0.000114497589351389,0.000136269793923346,28.0060992214286,0.0677397,67.7397,28.5229866642857,86.1891
"Banteay Meanchey","2004",19,2007,2004.69230769231,7,0.00014947340649822,0.000137537672619049,0.000162400545366994,27.3735322714286,0.117208,117.208,29.1832567214286,66.0341
"Banteay Meanchey","2004",20,2007,2004.73076923077,12,0.00011705475244982,0.000107626179363918,0.000127270572893339,27.8135561785714,0.050054,50.054,27.9859908785714,67.7397
"Banteay Meanchey","2004",21,2007,2004.76923076923,5,0.000109252517449814,0.000100374147897014,0.000118867736733419,27.7491075571429,0.01710046219276,17.10046219276,27.3287546214286,117.208
"Banteay Meanchey","2004",22,2007,2004.80769230769,2,0.000108634916946224,9.96974310674051e-05,0.000118310410010869,28.1297696571429,0.0016770295425265,1.6770295425265,27.91342495,50.054
"Banteay Meanchey","2004",23,2007,2004.84615384615,4,4.92181504201248e-05,4.42151103990517e-05,5.46965534503357e-05,29.3088323142857,0.0024689488539363,2.4689488539363,28.0060992214286,17.10046219276
"Banteay Meanchey","2004",24,2007,2004.88461538462,2,0.000126530504865286,0.00011550904018995,0.000138428744487827,26.8426707142858,0.0044527131061881,4.4527131061881,27.3735322714286,1.6770295425265
"Banteay Meanchey","2004",25,2007,2004.92307692308,3,8.31640433741335e-05,7.52691476734409e-05,9.17440518136959e-05,25.2619424,4.3266657922e-06,0.0043266657922,27.8135561785714,2.4689488539363
"Banteay Meanchey","2004",26,2007,2004.96153846154,3,8.70213441712185e-05,7.71932083409253e-05,9.77920000621003e-05,24.8070542066667,2.761662741e-07,0.0002761662741,27.7491075571429,4.4527131061881
"Banteay Meanchey","2005",1,2007,2005,2,8.85555372916643e-05,7.90549481366609e-05,9.89238163744855e-05,24.2513851071429,0.000682694281552,0.682694281552,28.1297696571429,0.0043266657922
"Banteay Meanchey","2005",2,2007,2005.03846153846,2,6.57836446664664e-05,5.80047561315414e-05,7.43347222899787e-05,26.9864282214286,0.000446616687927,0.446616687927,29.3088323142857,0.0002761662741
"Banteay Meanchey","2005",3,2007,2005.07692307692,2,6.76937804589956e-05,5.93214668375027e-05,7.69177584249051e-05,29.3081172928572,0.000771388904176,0.771388904176,26.8426707142858,0.682694281552
"Banteay Meanchey","2005",4,2007,2005.11538461538,2,0.000185905061950795,0.000169996847632494,0.000202999292668886,29.7571804785715,0.001006441109136,1.006441109136,25.2619424,0.446616687927
"Banteay Meanchey","2005",5,2007,2005.15384615385,8,9.14682431019984e-05,8.31637761420294e-05,0.000100468790381329,28.1085752142857,0.0034897531091993,3.4897531091993,24.8070542066667,0.771388904176
"Banteay Meanchey","2005",6,2007,2005.19230769231,2,0.000128148230387509,0.000117542994886524,0.00013958248327484,30.0434491642857,0.0319623237213,31.9623237213,24.2513851071429,1.006441109136
"Banteay Meanchey","2005",7,2007,2005.23076923077,8,0.00010278914593774,9.41936439539765e-05,0.000112078249296908,30.3090551071429,0.0249533907024,24.9533907024,26.9864282214286,3.4897531091993
"Banteay Meanchey","2005",8,2007,2005.26923076923,6,0.000177233437075801,0.000163913614034881,0.000191550241354435,30.3307181857143,0.0418676,41.8676,29.3081172928572,31.9623237213
"Banteay Meanchey","2005",9,2007,2005.30769230769,10,0.000157044729678211,0.000145381435896727,0.000169594463145851,32.0451358857143,0.01445828065524,14.45828065524,29.7571804785715,24.9533907024
"Banteay Meanchey","2005",10,2007,2005.34615384615,24,0.00023109763334645,0.000213941513973697,0.000249564651266159,30.0554165428572,0.0738806,73.8806,28.1085752142857,41.8676
"Banteay Meanchey","2005",11,2007,2005.38461538462,63,0.000161320141541153,0.000148459867936554,0.00017524630905895,30.0582490428571,0.0365625,36.5625,30.0434491642857,14.45828065524
"Banteay Meanchey","2005",12,2007,2005.42307692308,44,0.000219942360976481,0.000202658349525399,0.000238640257642301,30.0765678428572,0.0448746,44.8746,30.3090551071429,73.8806
"Banteay Meanchey","2005",13,2007,2005.46153846154,74,0.000248210704992186,0.000227958531495254,0.000270189958253342,28.7975933357143,0.0527647,52.7647,30.3307181857143,36.5625
"Banteay Meanchey","2005",14,2007,2005.5,171,0.000218252021784243,0.000199539831783857,0.000238646549856815,28.0163862785715,0.0741074,74.1074,32.0451358857143,44.8746
"Banteay Meanchey","2005",15,2007,2005.53846153846,234,0.000168395754068142,0.000153814797380359,0.000184303412003918,28.5123061285714,0.062377,62.377,30.0554165428572,52.7647
"Banteay Meanchey","2005",16,2007,2005.57692307692,172,0.000185567049041537,0.000169985868434482,0.00020252119249728,27.8641098071429,0.0633811,63.3811,30.0582490428571,74.1074
"Banteay Meanchey","2005",17,2007,2005.61538461538,159,0.0001678862647548,0.000153893185360477,0.000183103238470605,28.5392488214286,0.0471872,47.1872,30.0765678428572,62.377
"Banteay Meanchey","2005",18,2007,2005.65384615385,79,0.0001249275400226,0.000114497589351389,0.000136269793923346,27.8457792642857,0.1084355,108.4355,28.7975933357143,63.3811
"Banteay Meanchey","2005",19,2007,2005.69230769231,82,0.00014947340649822,0.000137537672619049,0.000162400545366994,27.2636641928572,0.2402582,240.2582,28.0163862785715,47.1872
"Banteay Meanchey","2005",20,2007,2005.73076923077,27,0.00011705475244982,0.000107626179363918,0.000127270572893339,28.039332,0.0582945,58.2945,28.5123061285714,108.4355
"Banteay Meanchey","2005",21,2007,2005.76923076923,22,0.000109252517449814,0.000100374147897014,0.000118867736733419,27.5841453071429,0.0571704,57.1704,27.8641098071429,240.2582
"Banteay Meanchey","2005",22,2007,2005.80769230769,18,0.000108634916946224,9.96974310674051e-05,0.000118310410010869,27.2865838428572,0.0607486382873,60.7486382873,28.5392488214286,58.2945
"Banteay Meanchey","2005",23,2007,2005.84615384615,19,4.92181504201248e-05,4.42151103990517e-05,5.46965534503357e-05,27.5970493428572,0.0442954,44.2954,27.8457792642857,57.1704
"Banteay Meanchey","2005",24,2007,2005.88461538462,6,0.000126530504865286,0.00011550904018995,0.000138428744487827,26.2356425,0.001677342385276,1.677342385276,27.2636641928572,60.7486382873
"Banteay Meanchey","2005",25,2007,2005.92307692308,4,8.31640433741335e-05,7.52691476734409e-05,9.17440518136959e-05,25.68695925,0.0063758849660831,6.3758849660831,28.039332,44.2954
"Banteay Meanchey","2005",26,2007,2005.96153846154,5,8.70213441712185e-05,7.71932083409253e-05,9.77920000621003e-05,24.14654878,0.0125663359392357,12.5663359392357,27.5841453071429,1.677342385276
"Banteay Meanchey","2006",1,2007,2006,3,8.85555372916643e-05,7.90549481366609e-05,9.89238163744855e-05,26.1756921214286,0.0013777825661645,1.3777825661645,27.2865838428572,6.3758849660831
"Banteay Meanchey","2006",2,2007,2006.03846153846,4,6.57836446664664e-05,5.80047561315414e-05,7.43347222899787e-05,26.3341477285715,6.52834628482e-05,0.0652834628482,27.5970493428572,12.5663359392357
"Banteay Meanchey","2006",3,2007,2006.07692307692,2,6.76937804589956e-05,5.93214668375027e-05,7.69177584249051e-05,27.8974399285714,0.000431740864555,0.431740864555,26.2356425,1.3777825661645
"Banteay Meanchey","2006",4,2007,2006.11538461538,2,0.000185905061950795,0.000169996847632494,0.000202999292668886,28.6416931142857,0.0310016618969,31.0016618969,25.68695925,0.0652834628482
"Banteay Meanchey","2006",5,2007,2006.15384615385,4,9.14682431019984e-05,8.31637761420294e-05,0.000100468790381329,29.2596906071429,0.0111836,11.1836,24.14654878,0.431740864555
"Banteay Meanchey","2006",6,2007,2006.19230769231,3,0.000128148230387509,0.000117542994886524,0.00013958248327484,30.2226767285715,0.0138126,13.8126,26.1756921214286,31.0016618969
"Banteay Meanchey","2006",7,2007,2006.23076923077,5,0.00010278914593774,9.41936439539765e-05,0.000112078249296908,29.2305906214286,0.0754383,75.4383,26.3341477285715,11.1836
"Banteay Meanchey","2006",8,2007,2006.26923076923,8,0.000177233437075801,0.000163913614034881,0.000191550241354435,29.4669086142857,0.0444729,44.4729,27.8974399285714,13.8126
"Banteay Meanchey","2006",9,2007,2006.30769230769,17,0.000157044729678211,0.000145381435896727,0.000169594463145851,30.3915036928572,0.0297487,29.7487,28.6416931142857,75.4383
"Banteay Meanchey","2006",10,2007,2006.34615384615,6,0.00023109763334645,0.000213941513973697,0.000249564651266159,29.0632844642857,0.0727982945188,72.7982945188,29.2596906071429,44.4729
"Banteay Meanchey","2006",11,2007,2006.38461538462,10,0.000161320141541153,0.000148459867936554,0.00017524630905895,28.8661505928572,0.044125,44.125,30.2226767285715,29.7487
"Banteay Meanchey","2006",12,2007,2006.42307692308,34,0.000219942360976481,0.000202658349525399,0.000238640257642301,30.1348122428572,0.0304385,30.4385,29.2305906214286,72.7982945188
"Banteay Meanchey","2006",13,2007,2006.46153846154,26,0.000248210704992186,0.000227958531495254,0.000270189958253342,27.7484888928572,0.1632099,163.2099,29.4669086142857,44.125
"Banteay Meanchey","2006",14,2007,2006.5,37,0.000218252021784243,0.000199539831783857,0.000238646549856815,28.3391624,0.0632318,63.2318,30.3915036928572,30.4385
"Banteay Meanchey","2006",15,2007,2006.53846153846,46,0.000168395754068142,0.000153814797380359,0.000184303412003918,27.4703781785714,0.0747156,74.7156,29.0632844642857,163.2099
"Banteay Meanchey","2006",16,2007,2006.57692307692,56,0.000185567049041537,0.000169985868434482,0.00020252119249728,27.4915478428571,0.0968924,96.8924,28.8661505928572,63.2318
"Banteay Meanchey","2006",17,2007,2006.61538461538,68,0.0001678862647548,0.000153893185360477,0.000183103238470605,27.7836665,0.1121808,112.1808,30.1348122428572,74.7156
"Banteay Meanchey","2006",18,2007,2006.65384615385,76,0.0001249275400226,0.000114497589351389,0.000136269793923346,28.0609951357143,0.0729885,72.9885,27.7484888928572,96.8924
"Banteay Meanchey","2006",19,2007,2006.69230769231,19,0.00014947340649822,0.000137537672619049,0.000162400545366994,27.10188095,0.1922275,192.2275,28.3391624,112.1808
"Banteay Meanchey","2006",20,2007,2006.73076923077,17,0.00011705475244982,0.000107626179363918,0.000127270572893339,26.8026066142857,0.1454583,145.4583,27.4703781785714,72.9885
"Banteay Meanchey","2006",21,2007,2006.76923076923,10,0.000109252517449814,0.000100374147897014,0.000118867736733419,27.64234125,0.0704726,70.4726,27.4915478428571,192.2275
"Banteay Meanchey","2006",22,2007,2006.80769230769,12,0.000108634916946224,9.96974310674051e-05,0.000118310410010869,27.4958689714286,0.0043577556039503,4.3577556039503,27.7836665,145.4583
"Banteay Meanchey","2006",23,2007,2006.84615384615,11,4.92181504201248e-05,4.42151103990517e-05,5.46965534503357e-05,27.7361260285714,0.0013828292715502,1.3828292715502,28.0609951357143,70.4726
"Banteay Meanchey","2006",24,2007,2006.88461538462,3,0.000126530504865286,0.00011550904018995,0.000138428744487827,29.2923861,0.0038322010772,3.8322010772,27.10188095,4.3577556039503
"Banteay Meanchey","2006",25,2007,2006.92307692308,7,8.31640433741335e-05,7.52691476734409e-05,9.17440518136959e-05,27.5326517285715,0.0040884487822891,4.0884487822891,26.8026066142857,1.3828292715502
"Banteay Meanchey","2006",26,2007,2006.96153846154,6,8.70213441712185e-05,7.71932083409253e-05,9.77920000621003e-05,23.5594874266667,8.230513994e-07,0.0008230513994,27.64234125,3.8322010772
"Banteay Meanchey","2007",1,2007,2007,5,8.85555372916643e-05,7.90549481366609e-05,9.89238163744855e-05,25.8766496142857,0.0012020656715571,1.2020656715571,27.4958689714286,4.0884487822891
"Banteay Meanchey","2007",2,2007,2007.03846153846,8,6.57836446664664e-05,5.80047561315414e-05,7.43347222899787e-05,27.1555221142858,0.0010982427176,1.0982427176,27.7361260285714,0.0008230513994
"Banteay Meanchey","2007",3,2007,2007.07692307692,9,6.76937804589956e-05,5.93214668375027e-05,7.69177584249051e-05,24.8161633214286,3.77827925621e-05,0.0377827925621,29.2923861,1.2020656715571
"Banteay Meanchey","2007",4,2007,2007.11538461538,5,0.000185905061950795,0.000169996847632494,0.000202999292668886,29.6144772785714,0.00655458172697,6.55458172697,27.5326517285715,1.0982427176
"Banteay Meanchey","2007",5,2007,2007.15384615385,5,9.14682431019984e-05,8.31637761420294e-05,0.000100468790381329,29.8293378214286,0.0145340578627,14.5340578627,23.5594874266667,0.0377827925621
"Banteay Meanchey","2007",6,2007,2007.19230769231,15,0.000128148230387509,0.000117542994886524,0.00013958248327484,29.5681126785715,0.0371728,37.1728,25.8766496142857,6.55458172697
"Banteay Meanchey","2007",7,2007,2007.23076923077,26,0.00010278914593774,9.41936439539765e-05,0.000112078249296908,30.81429385,0.01680572807938,16.80572807938,27.1555221142858,14.5340578627
"Banteay Meanchey","2007",8,2007,2007.26923076923,19,0.000177233437075801,0.000163913614034881,0.000191550241354435,29.9778556142857,0.0429543,42.9543,24.8161633214286,37.1728
"Banteay Meanchey","2007",9,2007,2007.30769230769,58,0.000157044729678211,0.000145381435896727,0.000169594463145851,28.6447168428572,0.1227373,122.7373,29.6144772785714,16.80572807938
"Banteay Meanchey","2007",10,2007,2007.34615384615,79,0.00023109763334645,0.000213941513973697,0.000249564651266159,27.9289573714286,0.1582786,158.2786,29.8293378214286,42.9543
"Banteay Meanchey","2007",11,2007,2007.38461538462,245,0.000161320141541153,0.000148459867936554,0.00017524630905895,29.2290201142857,0.034943,34.943,29.5681126785715,122.7373
"Banteay Meanchey","2007",12,2007,2007.42307692308,320,0.000219942360976481,0.000202658349525399,0.000238640257642301,29.89424205,0.0318433,31.8433,30.81429385,158.2786
"Banteay Meanchey","2007",13,2007,2007.46153846154,435,0.000248210704992186,0.000227958531495254,0.000270189958253342,28.7867798,0.0795951,79.5951,29.9778556142857,34.943
"Banteay Meanchey","2007",14,2007,2007.5,329,0.000218252021784243,0.000199539831783857,0.000238646549856815,27.9238382571428,0.0778657,77.8657,28.6447168428572,31.8433
"Banteay Meanchey","2007",15,2007,2007.53846153846,361,0.000168395754068142,0.000153814797380359,0.000184303412003918,28.1063053428572,0.0788315,78.8315,27.9289573714286,79.5951
"Banteay Meanchey","2007",16,2007,2007.57692307692,228,0.000185567049041537,0.000169985868434482,0.00020252119249728,27.64815595,0.1053882,105.3882,29.2290201142857,77.8657
"Banteay Meanchey","2007",17,2007,2007.61538461538,170,0.0001678862647548,0.000153893185360477,0.000183103238470605,28.4823512857143,0.0864269,86.4269,29.89424205,78.8315
"Banteay Meanchey","2007",18,2007,2007.65384615385,120,0.0001249275400226,0.000114497589351389,0.000136269793923346,28.0273496642857,0.0898621,89.8621,28.7867798,105.3882
"Banteay Meanchey","2007",19,2007,2007.69230769231,69,0.00014947340649822,0.000137537672619049,0.000162400545366994,27.6942588785715,0.1220014,122.0014,27.9238382571428,86.4269
"Banteay Meanchey","2007",20,2007,2007.73076923077,41,0.00011705475244982,0.000107626179363918,0.000127270572893339,27.6427331857143,0.086777,86.777,28.1063053428572,89.8621
"Banteay Meanchey","2007",21,2007,2007.76923076923,33,0.000109252517449814,0.000100374147897014,0.000118867736733419,26.9129660571429,0.1058743588108,105.8743588108,27.64815595,122.0014
"Banteay Meanchey","2007",22,2007,2007.80769230769,22,0.000108634916946224,9.96974310674051e-05,0.000118310410010869,26.7831369142858,0.0271985673657,27.1985673657,28.4823512857143,86.777
"Banteay Meanchey","2007",23,2007,2007.84615384615,24,4.92181504201248e-05,4.42151103990517e-05,5.46965534503357e-05,26.21013935,0.0313182618648,31.3182618648,28.0273496642857,105.8743588108
"Banteay Meanchey","2007",24,2007,2007.88461538462,14,0.000126530504865286,0.00011550904018995,0.000138428744487827,24.3573828857143,0.00235562134028,2.35562134028,27.6942588785715,27.1985673657
"Banteay Meanchey","2007",25,2007,2007.92307692308,7,8.31640433741335e-05,7.52691476734409e-05,9.17440518136959e-05,27.3747842785714,0.000241321068554,0.241321068554,27.6427331857143,31.3182618648
"Banteay Meanchey","2007",26,2007,2007.96153846154,5,8.70213441712185e-05,7.71932083409253e-05,9.77920000621003e-05,27.5783257466667,0.00043251974331,0.43251974331,26.9129660571429,2.35562134028
