"provname","year","biweek","epiyr","time","cases","beta","betalow","betahigh","temp_C","precip_m","precip_mm","temp_C_lag","precip_mm_lag"
"Banteay Meanchey","2002",6,2007,2002.19230769231,25,0.000128148230387509,0.000117542994886524,0.00013958248327484,30.5423274285715,0.0125265375861498,12.5265375861498,24.3822546428572,1.367358276214
"Banteay Meanchey","2002",7,2007,2002.23076923077,24,0.00010278914593774,9.41936439539765e-05,0.000112078249296908,30.9545135285715,0.0163505209617,16.3505209617,27.3362393071429,25.3787216287554
"Banteay Meanchey","2002",8,2007,2002.26923076923,2,0.000177233437075801,0.000163913614034881,0.000191550241354435,29.9437101785715,0.0336622,33.6622,27.4461387142857,12.5265375861498
"Banteay Meanchey","2002",9,2007,2002.30769230769,37,0.000157044729678211,0.000145381435896727,0.000169594463145851,29.5174129571429,0.0598955,59.8955,28.6580001642857,16.3505209617
"Banteay Meanchey","2002",10,2007,2002.34615384615,67,0.00023109763334645,0.000213941513973697,0.000249564651266159,28.1454856928572,0.114112,114.112,28.2076475,33.6622
"Banteay Meanchey","2002",11,2007,2002.38461538462,65,0.000161320141541153,0.000148459867936554,0.00017524630905895,28.7107638285714,0.0699305,69.9305,30.5423274285715,59.8955
"Banteay Meanchey","2002",12,2007,2002.42307692308,43,0.000219942360976481,0.000202658349525399,0.000238640257642301,29.1757264428572,0.0374251,37.4251,30.9545135285715,114.112
"Banteay Meanchey","2002",13,2007,2002.46153846154,132,0.000248210704992186,0.000227958531495254,0.000270189958253342,28.2662717928571,0.078007,78.007,29.9437101785715,69.9305
"Banteay Meanchey","2002",14,2007,2002.5,119,0.000218252021784243,0.000199539831783857,0.000238646549856815,28.8497108142857,0.053915,53.915,29.5174129571429,37.4251
"Banteay Meanchey","2002",15,2007,2002.53846153846,105,0.000168395754068142,0.000153814797380359,0.000184303412003918,28.3680230142858,0.0603624,60.3624,28.1454856928572,78.007
"Banteay Meanchey","2002",16,2007,2002.57692307692,105,0.000185567049041537,0.000169985868434482,0.00020252119249728,27.9065549714286,0.0700945,70.0945,28.7107638285714,53.915
"Banteay Meanchey","2002",17,2007,2002.61538461538,59,0.0001678862647548,0.000153893185360477,0.000183103238470605,26.8491930642857,0.1139641,113.9641,29.1757264428572,60.3624
"Banteay Meanchey","2002",18,2007,2002.65384615385,73,0.0001249275400226,0.000114497589351389,0.000136269793923346,27.4230363214286,0.1257116,125.7116,28.2662717928571,70.0945
"Banteay Meanchey","2002",19,2007,2002.69230769231,54,0.00014947340649822,0.000137537672619049,0.000162400545366994,26.8481177071429,0.1924193,192.4193,28.8497108142857,113.9641
"Banteay Meanchey","2002",20,2007,2002.73076923077,60,0.00011705475244982,0.000107626179363918,0.000127270572893339,27.81774955,0.084614,84.614,28.3680230142858,125.7116
"Banteay Meanchey","2002",21,2007,2002.76923076923,42,0.000109252517449814,0.000100374147897014,0.000118867736733419,27.5421394285714,0.0150764474474331,15.0764474474331,27.9065549714286,192.4193
"Banteay Meanchey","2002",22,2007,2002.80769230769,21,0.000108634916946224,9.96974310674051e-05,0.000118310410010869,27.1151966,0.0769159690559,76.9159690559,26.8491930642857,84.614
"Banteay Meanchey","2002",23,2007,2002.84615384615,18,4.92181504201248e-05,4.42151103990517e-05,5.46965534503357e-05,27.1526943785715,0.02386202992953,23.86202992953,27.4230363214286,15.0764474474331
"Banteay Meanchey","2002",24,2007,2002.88461538462,10,0.000126530504865286,0.00011550904018995,0.000138428744487827,27.3448946642857,0.0163121,16.3121,26.8481177071429,76.9159690559
"Banteay Meanchey","2002",25,2007,2002.92307692308,10,8.31640433741335e-05,7.52691476734409e-05,9.17440518136959e-05,27.6795767857143,0.012848007145391,12.848007145391,27.81774955,23.86202992953
"Banteay Meanchey","2002",26,2007,2002.96153846154,3,8.70213441712185e-05,7.71932083409253e-05,9.77920000621003e-05,27.93685544,0.0033807404455,3.3807404455,27.5421394285714,16.3121
"Banteay Meanchey","2003",1,2007,2003,14,8.85555372916643e-05,7.90549481366609e-05,9.89238163744855e-05,24.8333033571429,1.33261241881e-05,0.0133261241881,27.1151966,12.848007145391
"Banteay Meanchey","2003",2,2007,2003.03846153846,14,6.57836446664664e-05,5.80047561315414e-05,7.43347222899787e-05,26.0001511714286,0.0001501212822671,0.1501212822671,27.1526943785715,3.3807404455
"Banteay Meanchey","2003",3,2007,2003.07692307692,10,6.76937804589956e-05,5.93214668375027e-05,7.69177584249051e-05,26.4360433285715,6.02096277232e-05,0.0602096277232,27.3448946642857,0.0133261241881
"Banteay Meanchey","2003",4,2007,2003.11538461538,4,0.000185905061950795,0.000169996847632494,0.000202999292668886,28.9443140642857,0.0256578,25.6578,27.6795767857143,0.1501212822671
"Banteay Meanchey","2003",5,2007,2003.15384615385,9,9.14682431019984e-05,8.31637761420294e-05,0.000100468790381329,29.0050521142857,0.0391031,39.1031,27.93685544,0.0602096277232
"Banteay Meanchey","2003",6,2007,2003.19230769231,12,0.000128148230387509,0.000117542994886524,0.00013958248327484,29.1295501714286,0.0260253188945,26.0253188945,24.8333033571429,25.6578
"Banteay Meanchey","2003",7,2007,2003.23076923077,19,0.00010278914593774,9.41936439539765e-05,0.000112078249296908,29.8048585214286,0.0382745,38.2745,26.0001511714286,39.1031
"Banteay Meanchey","2003",8,2007,2003.26923076923,41,0.000177233437075801,0.000163913614034881,0.000191550241354435,30.98671275,0.03538110031567,35.38110031567,26.4360433285715,26.0253188945
"Banteay Meanchey","2003",9,2007,2003.30769230769,19,0.000157044729678211,0.000145381435896727,0.000169594463145851,29.50400545,0.0532356,53.2356,28.9443140642857,38.2745
"Banteay Meanchey","2003",10,2007,2003.34615384615,42,0.00023109763334645,0.000213941513973697,0.000249564651266159,29.3328259571429,0.0843502,84.3502,29.0050521142857,35.38110031567
"Banteay Meanchey","2003",11,2007,2003.38461538462,76,0.000161320141541153,0.000148459867936554,0.00017524630905895,28.9550777714286,0.1021768,102.1768,29.1295501714286,53.2356
"Banteay Meanchey","2003",12,2007,2003.42307692308,107,0.000219942360976481,0.000202658349525399,0.000238640257642301,29.5287009285714,0.0408959,40.8959,29.8048585214286,84.3502
"Banteay Meanchey","2003",13,2007,2003.46153846154,114,0.000248210704992186,0.000227958531495254,0.000270189958253342,28.1037682857143,0.0518224,51.8224,30.98671275,102.1768
"Banteay Meanchey","2003",14,2007,2003.5,143,0.000218252021784243,0.000199539831783857,0.000238646549856815,28.3274035,0.0819897,81.9897,29.50400545,40.8959
"Banteay Meanchey","2003",15,2007,2003.53846153846,144,0.000168395754068142,0.000153814797380359,0.000184303412003918,28.4179887785714,0.0870086,87.0086,29.3328259571429,51.8224
"Banteay Meanchey","2003",16,2007,2003.57692307692,108,0.000185567049041537,0.000169985868434482,0.00020252119249728,28.49143505,0.0708482,70.8482,28.9550777714286,81.9897
"Banteay Meanchey","2003",17,2007,2003.61538461538,79,0.0001678862647548,0.000153893185360477,0.000183103238470605,27.8282079285714,0.0639284,63.9284,29.5287009285714,87.0086
"Banteay Meanchey","2003",18,2007,2003.65384615385,52,0.0001249275400226,0.000114497589351389,0.000136269793923346,27.9206501142858,0.0767496,76.7496,28.1037682857143,70.8482
"Banteay Meanchey","2003",19,2007,2003.69230769231,46,0.00014947340649822,0.000137537672619049,0.000162400545366994,27.1862613928571,0.1393921,139.3921,28.3274035,63.9284
"Banteay Meanchey","2003",20,2007,2003.73076923077,45,0.00011705475244982,0.000107626179363918,0.000127270572893339,27.7515165928572,0.0954804,95.4804,28.4179887785714,76.7496
"Banteay Meanchey","2003",21,2007,2003.76923076923,34,0.000109252517449814,0.000100374147897014,0.000118867736733419,27.6473856714286,0.0645168,64.5168,28.49143505,139.3921
"Banteay Meanchey","2003",22,2007,2003.80769230769,20,0.000108634916946224,9.96974310674051e-05,0.000118310410010869,27.5764175928572,0.014511301492683,14.511301492683,27.8282079285714,95.4804
"Banteay Meanchey","2003",23,2007,2003.84615384615,7,4.92181504201248e-05,4.42151103990517e-05,5.46965534503357e-05,27.89144555,0.0081320347918214,8.1320347918214,27.9206501142858,64.5168
"Banteay Meanchey","2003",24,2007,2003.88461538462,4,0.000126530504865286,0.00011550904018995,0.000138428744487827,27.7436727071429,0.0011044236395782,1.1044236395782,27.1862613928571,14.511301492683
