"time","biweek","provname","year","cases","births","pop","precip_mm","temp_C","cases_per_1000","reconstructed_annual_period","reconstructed_multi_period","multi_period_mean","avg_wave_power_annual","avg_wave_power_multi","month","avg_wave_coherency_temp","avg_cross_power_temp","avg_wave_coherency_precip","avg_cross_power_precip","proportion_coherence_annual"
2002,1,"Banteay Meanchey",2002,2,646.907645745235,627760.9371618,0.0078104012831,24.3822546428572,0.00318592617285538,-0.0421401924414401,0.0181097618092519,5.02013645120613,1.88257185274607,0.360790255245645,1,0.58854933975084,2.15364686729586,0.50068111744108,2.71586711739562,0.583333333333333
2002.03846153846,2,"Banteay Meanchey",2002,2,647.03293551863,628213.995344026,0.6002245326878,27.3362393071429,0.00318362853235186,-0.0445695051029002,0.018620987028768,5.00212404317445,1.99134460940589,0.364415720014701,1,0.587888932977937,2.27875652398461,0.5004229882745,2.86779027270741,0.583333333333333
2002.07692307692,3,"Banteay Meanchey",2002,2,647.158225292025,628667.053526253,2.0226268730423,27.4461387142857,0.00318133420350535,-0.0442015310019352,0.01875032614708,4.98420611892973,2.10379705679362,0.370744608902597,1,0.587234827305013,2.39742784355699,0.500170559004448,3.01064528371189,0.583333333333333
2002.11538461538,4,"Banteay Meanchey",2002,2,647.28351506542,629120.111708479,1.367358276214,28.6580001642857,0.00317904317916124,-0.0420342936259527,0.0188298254168092,4.96638085670484,2.21545414411533,0.377156238441892,2,0.586586867660448,2.51639690252174,0.49992289292393,3.1525851936928,0.583333333333333
2002.15384615385,5,"Banteay Meanchey",2002,16,647.408804838815,629573.169890705,25.3787216287554,28.2076475,0.0254140436174839,-0.0365633647736683,0.0192170543909039,4.94864674512799,2.3304447680936,0.383423805685271,2,0.585311209809065,2.64605743911435,0.497931515635258,3.33345951492038,0.583333333333333
2002.19230769231,6,"Banteay Meanchey",2002,25,647.534094612211,630026.228072932,12.5265375861498,30.5423274285715,0.0396808876933073,-0.0286453733092528,0.0191639936701323,4.93100257784001,2.44605910964827,0.387304407167538,3,0.584674258308791,2.7435742359095,0.497692308680342,3.47339303050472,0.583333333333333
2002.23076923077,7,"Banteay Meanchey",2002,24,647.659384385606,630479.286255158,16.3505209617,30.9545135285715,0.0380662783428655,-0.0193184802553418,0.0190939406072986,4.91344744716962,2.55861252823193,0.393917399529788,3,0.584042746633834,2.87368945303489,0.497454152441084,3.62561157745166,0.583333333333333
2002.26923076923,8,"Banteay Meanchey",2002,2,647.784674159001,630932.344437385,33.6622,29.9437101785715,0.00316991198443542,-0.00759966434426077,0.0193872252736202,4.89598073690161,2.6739555382862,0.400312671019293,4,0.583416485676591,3.01775683788783,0.497616171084484,3.8079807766615,0.583333333333333
2002.30769230769,9,"Banteay Meanchey",2002,37,647.909963932396,631385.402619611,59.8955,29.5174129571429,0.0586012914560384,0.0047243275245526,0.0192319046577501,4.87860211417898,2.78396727034053,0.407099195608215,4,0.582795306215997,3.15042930701147,0.497382693977663,3.95742591076746,0.625
2002.34615384615,10,"Banteay Meanchey",2002,67,648.035253705791,631838.460801837,114.112,28.1454856928572,0.106039761990705,0.0177906509168268,0.0188587274006898,4.86131152058618,2.89694322453622,0.411060444245342,5,0.58217906656982,3.26914957603947,0.495168926020223,4.10371307807559,0.625
2002.38461538462,11,"Banteay Meanchey",2002,65,648.160543479186,632291.518984064,69.9305,28.7107638285714,0.102800682989452,0.0302165539646224,0.019042112460355,4.84410916246548,3.00811113109,0.417572878780015,5,0.581567656786854,3.4016893649687,0.494930732621382,4.24623611383604,0.625
2002.42307692308,12,"Banteay Meanchey",2002,43,648.285833252581,632744.57716629,37.4251,29.1757264428572,0.0679579115360783,0.040510538320222,0.0187159541000843,4.82699550052389,3.1440578718634,0.424559175737284,6,0.580960999113419,3.53402394110196,0.494687162015732,4.36196418065063,0.666666666666667
