"age_mult","age_min","age_max","year_range","llik","convergence","lci_mult","uci_mult"
1.13699888507986,1,2,"2002-2010",90648.0744634473,0,1.13032665048685,1.14367111967286
0.639957847490388,3,4,"2002-2010",90648.0744634473,0,0.628640439156246,0.65127525582453
1.00933917831137,5,6,"2002-2010",90648.0744634473,0,0.99499019190726,1.02368816471548
0.990199247470104,7,9,"2002-2010",90648.0744634473,0,0.977065733766284,1.00333276117392
1.22058091161756,10,12,"2002-2010",90648.0744634473,0,1.19993607896879,1.24122574426633
2.96595783141914,13,15,"2002-2010",90648.0744634473,0,2.91403762036227,3.017878042476
1.00673244306723,16,19,"2002-2010",90648.0744634473,0,0.914663808029003,1.09880107810546
0.419481622231264,20,90,"2002-2010",90648.0744634473,0,0.240541990984863,0.598421253477665
1.2029785628944,1,2,"2011-2020",90648.0744634473,0,1.19696686746555,1.20899025832324
0.783355962888987,3,4,"2011-2020",90648.0744634473,0,0.77410933923735,0.792602586540625
0.897843276367117,5,6,"2011-2020",90648.0744634473,0,0.886597267888384,0.909089284845851
0.933980834352922,7,9,"2011-2020",90648.0744634473,0,0.923572078451536,0.944389590254309
1.32425218463666,10,12,"2011-2020",90648.0744634473,0,1.30903738906434,1.33946698020897
1.7900354967226,13,15,"2011-2020",90648.0744634473,0,1.76604750504141,1.8140234884038
0.235034670864934,16,19,"2011-2020",90648.0744634473,0,0.210270388611088,0.25979895311878
0.272078290378012,20,29,"2011-2020",90648.0744634473,0,0.257781696747479,0.286374884008544
1.58587353437304,30,39,"2011-2020",90648.0744634473,0,1.55070816578264,1.62103890296344
0.622937108910207,40,49,"2011-2020",90648.0744634473,0,0.548896435888682,0.696977781931732
1.98416009902641,50,90,"2011-2020",90648.0744634473,0,1.67697567124393,2.29134452680888
