"provname","year","biwk","temp_K","temp_C"
"Pursat",2012,24,299.449782278571,26.2997822785715
"Pursat",2012,25,299.301034842857,26.1510348428571
"Pursat",2012,26,299.664325246667,26.5143252466667
"Ratanak Kiri",2012,1,299.006282007143,25.8562820071429
"Ratanak Kiri",2012,2,300.756016878571,27.6060168785714
"Ratanak Kiri",2012,3,300.793141078571,27.6431410785714
"Ratanak Kiri",2012,4,301.55878355,28.40878355
"Ratanak Kiri",2012,5,302.766238807143,29.6162388071429
"Ratanak Kiri",2012,6,301.600970342857,28.4509703428571
"Ratanak Kiri",2012,7,300.609629828571,27.4596298285715
"Ratanak Kiri",2012,8,301.3188365,28.1688365
"Ratanak Kiri",2012,9,301.055449535714,27.9054495357143
"Ratanak Kiri",2012,10,300.398153185714,27.2481531857143
"Ratanak Kiri",2012,11,299.96041795,26.81041795
"Ratanak Kiri",2012,12,300.014280771429,26.8642807714286
"Ratanak Kiri",2012,13,299.139109628571,25.9891096285714
"Ratanak Kiri",2012,14,298.781932735714,25.6319327357143
"Ratanak Kiri",2012,15,299.521999064286,26.3719990642857
"Ratanak Kiri",2012,16,299.070794764286,25.9207947642857
"Ratanak Kiri",2012,17,299.077697657143,25.9276976571429
"Ratanak Kiri",2012,18,298.898499742857,25.7484997428572
"Ratanak Kiri",2012,19,299.330742464286,26.1807424642857
"Ratanak Kiri",2012,20,298.731650092857,25.5816500928572
"Ratanak Kiri",2012,21,299.86620895,26.71620895
"Ratanak Kiri",2012,22,300.726872057143,27.5768720571429
"Ratanak Kiri",2012,23,301.036382421429,27.8863824214286
"Ratanak Kiri",2012,24,301.4124073,28.2624073
"Ratanak Kiri",2012,25,301.211160742857,28.0611607428572
"Ratanak Kiri",2012,26,301.21781004,28.06781004
"Siem Reap",2012,1,299.6069342,26.4569342
"Siem Reap",2012,2,301.235853521429,28.0858535214286
"Siem Reap",2012,3,302.674620857143,29.5246208571429
"Siem Reap",2012,4,301.896018907143,28.7460189071429
"Siem Reap",2012,5,303.372719842857,30.2227198428571
"Siem Reap",2012,6,303.558171092857,30.4081710928572
"Siem Reap",2012,7,302.333875335714,29.1838753357143
"Siem Reap",2012,8,303.318635307143,30.1686353071429
"Siem Reap",2012,9,304.312066178571,31.1620661785715
"Siem Reap",2012,10,302.041810171429,28.8918101714286
"Siem Reap",2012,11,302.162686378571,29.0126863785715
"Siem Reap",2012,12,302.670366428571,29.5203664285714
"Siem Reap",2012,13,302.593282857143,29.4432828571429
"Siem Reap",2012,14,301.366826378571,28.2168263785715
"Siem Reap",2012,15,302.516351914286,29.3663519142858
"Siem Reap",2012,16,301.496370614286,28.3463706142857
"Siem Reap",2012,17,302.031955507143,28.8819555071429
"Siem Reap",2012,18,300.710865528571,27.5608655285715
"Siem Reap",2012,19,300.526855071429,27.3768550714286
"Siem Reap",2012,20,300.586566357143,27.4365663571429
"Siem Reap",2012,21,300.936251985714,27.7862519857143
"Siem Reap",2012,22,301.279500921429,28.1295009214286
"Siem Reap",2012,23,301.394684114286,28.2446841142857
"Siem Reap",2012,24,300.542049864286,27.3920498642858
"Siem Reap",2012,25,300.324147621429,27.1741476214286
"Siem Reap",2012,26,300.530194493333,27.3801944933334
"Stung Treng",2012,1,300.272550778571,27.1225507785715
"Stung Treng",2012,2,301.555695,28.405695
"Stung Treng",2012,3,302.264020571429,29.1140205714286
"Stung Treng",2012,4,302.493407435714,29.3434074357143
"Stung Treng",2012,5,303.821947435714,30.6719474357143
"Stung Treng",2012,6,302.707568814286,29.5575688142857
"Stung Treng",2012,7,301.557925057143,28.4079250571429
"Stung Treng",2012,8,302.338393064286,29.1883930642857
"Stung Treng",2012,9,302.20132685,29.05132685
"Stung Treng",2012,10,301.167995942857,28.0179959428572
"Stung Treng",2012,11,300.968004185714,27.8180041857143
"Stung Treng",2012,12,301.102330914286,27.9523309142858
"Stung Treng",2012,13,300.273952228571,27.1239522285715
"Stung Treng",2012,14,299.601008428571,26.4510084285715
"Stung Treng",2012,15,300.839537721429,27.6895377214286
"Stung Treng",2012,16,300.196651385714,27.0466513857143
"Stung Treng",2012,17,300.087578092857,26.9375780928572
"Stung Treng",2012,18,299.643487185714,26.4934871857143
"Stung Treng",2012,19,299.991429271429,26.8414292714286
"Stung Treng",2012,20,299.597801364286,26.4478013642857
"Stung Treng",2012,21,300.493003628571,27.3430036285715
"Stung Treng",2012,22,301.302430021429,28.1524300214286
"Stung Treng",2012,23,301.49099105,28.34099105
"Stung Treng",2012,24,301.186551957143,28.0365519571429
"Stung Treng",2012,25,300.907506071429,27.7575060714286
"Stung Treng",2012,26,301.633681166667,28.4836811666667
"Svay Rieng",2012,1,301.717232064286,28.5672320642857
"Svay Rieng",2012,2,301.606216464286,28.4562164642857
"Svay Rieng",2012,3,301.656587792857,28.5065877928571
"Svay Rieng",2012,4,302.018767421429,28.8687674214286
"Svay Rieng",2012,5,303.3457426,30.1957426
"Svay Rieng",2012,6,303.386307242857,30.2363072428572
"Svay Rieng",2012,7,303.085809728571,29.9358097285714
"Svay Rieng",2012,8,303.727423392857,30.5774233928572
"Svay Rieng",2012,9,303.144513214286,29.9945132142857
"Svay Rieng",2012,10,301.735225742857,28.5852257428572
"Svay Rieng",2012,11,301.825617328571,28.6756173285714
"Svay Rieng",2012,12,301.689999357143,28.5399993571428
"Svay Rieng",2012,13,301.908674328571,28.7586743285714
"Svay Rieng",2012,14,300.536487807143,27.3864878071429
"Svay Rieng",2012,15,301.834376464286,28.6843764642857
"Svay Rieng",2012,16,302.075015385714,28.9250153857143
"Svay Rieng",2012,17,301.775974078571,28.6259740785715
"Svay Rieng",2012,18,300.6965394,27.5465394
"Svay Rieng",2012,19,300.313656057143,27.1636560571429
"Svay Rieng",2012,20,299.979263728571,26.8292637285714
"Svay Rieng",2012,21,300.950559478571,27.8005594785715
"Svay Rieng",2012,22,301.420832364286,28.2708323642858
"Svay Rieng",2012,23,301.010634057143,27.8606340571429
"Svay Rieng",2012,24,300.999212907143,27.8492129071429
"Svay Rieng",2012,25,301.312345314286,28.1623453142857
"Svay Rieng",2012,26,302.60550906,29.45550906
"Takeo",2012,1,301.170946792857,28.0209467928572
"Takeo",2012,2,300.771954685714,27.6219546857143
"Takeo",2012,3,300.895099792857,27.7450997928572
"Takeo",2012,4,301.036733314286,27.8867333142857
"Takeo",2012,5,302.498477128571,29.3484771285715
"Takeo",2012,6,302.966637521429,29.8166375214286
"Takeo",2012,7,302.279197857143,29.1291978571429
"Takeo",2012,8,302.916060771429,29.7660607714286
"Takeo",2012,9,302.901774621429,29.7517746214286
"Takeo",2012,10,301.539131178571,28.3891311785715
"Takeo",2012,11,301.841802328571,28.6918023285714
"Takeo",2012,12,301.82637625,28.67637625
"Takeo",2012,13,302.188889435714,29.0388894357143
"Takeo",2012,14,300.766831971429,27.6168319714286
"Takeo",2012,15,302.007819064286,28.8578190642858
"Takeo",2012,16,302.113778671429,28.9637786714286
"Takeo",2012,17,302.432655492857,29.2826554928571
"Takeo",2012,18,301.295395657143,28.1453956571429
"Takeo",2012,19,300.308384371429,27.1583843714286
"Takeo",2012,20,299.878337971429,26.7283379714286
"Takeo",2012,21,300.647047621429,27.4970476214286
"Takeo",2012,22,300.858018778571,27.7080187785714
"Takeo",2012,23,300.704005221429,27.5540052214286
"Takeo",2012,24,300.578763971429,27.4287639714286
"Takeo",2012,25,300.583975192857,27.4339751928571
"Takeo",2012,26,301.313596933333,28.1635969333333
"Tboung Khmum",2012,1,301.460877007143,28.3108770071429
"Tboung Khmum",2012,2,301.66910955,28.5191095500001
"Tboung Khmum",2012,3,302.931159607143,29.7811596071429
"Tboung Khmum",2012,4,303.009648492857,29.8596484928572
"Tboung Khmum",2012,5,304.159442971429,31.0094429714286
"Tboung Khmum",2012,6,303.677053635714,30.5270536357143
"Tboung Khmum",2012,7,302.8994776,29.7494776
"Tboung Khmum",2012,8,303.343950935714,30.1939509357143
"Tboung Khmum",2012,9,303.061505685714,29.9115056857143
"Tboung Khmum",2012,10,301.760011842857,28.6100118428571
"Tboung Khmum",2012,11,301.954710521429,28.8047105214286
"Tboung Khmum",2012,12,301.727014414286,28.5770144142857
"Tboung Khmum",2012,13,302.022222564286,28.8722225642857
"Tboung Khmum",2012,14,300.572050671429,27.4220506714286
"Tboung Khmum",2012,15,301.878059057143,28.7280590571429
"Tboung Khmum",2012,16,301.905990435714,28.7559904357143
"Tboung Khmum",2012,17,301.788701221429,28.6387012214286
"Tboung Khmum",2012,18,300.47820295,27.32820295
"Tboung Khmum",2012,19,300.248772464286,27.0987724642857
"Tboung Khmum",2012,20,299.718706192857,26.5687061928572
"Tboung Khmum",2012,21,300.767379221429,27.6173792214286
"Tboung Khmum",2012,22,301.297941542857,28.1479415428572
"Tboung Khmum",2012,23,300.894699857143,27.7446998571429
"Tboung Khmum",2012,24,300.929081335714,27.7790813357143
"Tboung Khmum",2012,25,300.721235628571,27.5712356285715
"Tboung Khmum",2012,26,301.862397226667,28.7123972266667
"Banteay Meanchey",2013,1,299.559115785714,26.4091157857143
"Banteay Meanchey",2013,2,299.785617657143,26.6356176571429
"Banteay Meanchey",2013,3,302.0833746,28.9333746
"Banteay Meanchey",2013,4,302.525509485714,29.3755094857143
"Banteay Meanchey",2013,5,302.82181515,29.67181515
"Banteay Meanchey",2013,6,304.011524607143,30.8615246071429
"Banteay Meanchey",2013,7,305.499336728571,32.3493367285715
"Banteay Meanchey",2013,8,303.140969564286,29.9909695642857
"Banteay Meanchey",2013,9,303.464278357143,30.3142783571429
"Banteay Meanchey",2013,10,303.884558964286,30.7345589642857
"Banteay Meanchey",2013,11,302.658650164286,29.5086501642858
"Banteay Meanchey",2013,12,301.888316314286,28.7383163142857
"Banteay Meanchey",2013,13,301.943346214286,28.7933462142857
"Banteay Meanchey",2013,14,301.4753081,28.3253081
"Banteay Meanchey",2013,15,300.671757157143,27.5217571571429
"Banteay Meanchey",2013,16,300.85980625,27.70980625
"Banteay Meanchey",2013,17,301.199044342857,28.0490443428571
"Banteay Meanchey",2013,18,301.131382107143,27.9813821071429
"Banteay Meanchey",2013,19,299.867709285714,26.7177092857143
"Banteay Meanchey",2013,20,300.02584255,26.87584255
"Banteay Meanchey",2013,21,300.341840628571,27.1918406285715
"Banteay Meanchey",2013,22,300.318120807143,27.1681208071429
"Banteay Meanchey",2013,23,299.915561971429,26.7655619714286
"Banteay Meanchey",2013,24,298.815309835714,25.6653098357143
"Banteay Meanchey",2013,25,297.353031771429,24.2030317714286
"Banteay Meanchey",2013,26,293.75898968,20.60898968
"Battambang",2013,1,299.889313835714,26.7393138357143
"Battambang",2013,2,299.982536864286,26.8325368642857
"Battambang",2013,3,301.831102685714,28.6811026857143
"Battambang",2013,4,302.5473561,29.3973561
"Battambang",2013,5,303.058728871429,29.9087288714286
"Battambang",2013,6,303.088959092857,29.9389590928571
"Battambang",2013,7,304.453362407143,31.3033624071429
"Battambang",2013,8,302.438654364286,29.2886543642857
"Battambang",2013,9,302.382621271429,29.2326212714286
"Battambang",2013,10,303.0306182,29.8806182
"Battambang",2013,11,302.3526992,29.2026992
"Battambang",2013,12,301.376556471429,28.2265564714286
"Battambang",2013,13,301.738387957143,28.5883879571429
"Battambang",2013,14,300.974920628571,27.8249206285715
"Battambang",2013,15,300.384708214286,27.2347082142857
"Battambang",2013,16,300.796412428571,27.6464124285715
"Battambang",2013,17,301.272525485714,28.1225254857143
"Battambang",2013,18,300.968912085714,27.8189120857143
"Battambang",2013,19,299.971697492857,26.8216974928572
"Battambang",2013,20,299.699746771429,26.5497467714286
"Battambang",2013,21,300.086130235714,26.9361302357143
"Battambang",2013,22,300.184403514286,27.0344035142857
"Battambang",2013,23,299.549525321429,26.3995253214286
"Battambang",2013,24,298.76986495,25.61986495
"Battambang",2013,25,297.421710514286,24.2717105142858
"Battambang",2013,26,293.964659686667,20.8146596866667
"Kampong Cham",2013,1,300.418010392857,27.2680103928571
"Kampong Cham",2013,2,301.180564342857,28.0305643428572
"Kampong Cham",2013,3,303.529240328571,30.3792403285714
"Kampong Cham",2013,4,303.525489092857,30.3754890928572
"Kampong Cham",2013,5,304.767027542857,31.6170275428572
"Kampong Cham",2013,6,305.058892007143,31.9088920071429
"Kampong Cham",2013,7,305.428951507143,32.2789515071429
"Kampong Cham",2013,8,303.430245878571,30.2802458785715
"Kampong Cham",2013,9,303.445259171429,30.2952591714286
"Kampong Cham",2013,10,303.53509685,30.38509685
"Kampong Cham",2013,11,303.055953092857,29.9059530928572
"Kampong Cham",2013,12,302.123329328571,28.9733293285714
"Kampong Cham",2013,13,302.178210428571,29.0282104285715
"Kampong Cham",2013,14,301.636204014286,28.4862040142858
"Kampong Cham",2013,15,300.474799528571,27.3247995285715
"Kampong Cham",2013,16,300.979621885714,27.8296218857143
"Kampong Cham",2013,17,301.661149878571,28.5111498785715
"Kampong Cham",2013,18,301.607296278571,28.4572962785714
"Kampong Cham",2013,19,300.434242957143,27.2842429571429
"Kampong Cham",2013,20,300.031736335714,26.8817363357143
"Kampong Cham",2013,21,300.953290792857,27.8032907928572
"Kampong Cham",2013,22,301.317452471429,28.1674524714286
"Kampong Cham",2013,23,300.761463528571,27.6114635285714
"Kampong Cham",2013,24,300.378321885714,27.2283218857143
"Kampong Cham",2013,25,299.939465828571,26.7894658285715
"Kampong Cham",2013,26,296.21361578,23.06361578
"Kampong Chhnang",2013,1,299.876803571429,26.7268035714286
"Kampong Chhnang",2013,2,300.457192807143,27.3071928071429
"Kampong Chhnang",2013,3,302.680171728571,29.5301717285715
"Kampong Chhnang",2013,4,302.833368871429,29.6833688714286
"Kampong Chhnang",2013,5,304.2336059,31.0836059
"Kampong Chhnang",2013,6,304.181241585714,31.0312415857143
"Kampong Chhnang",2013,7,305.362871878571,32.2128718785714
"Kampong Chhnang",2013,8,302.947825342857,29.7978253428572
"Kampong Chhnang",2013,9,303.13467975,29.98467975
"Kampong Chhnang",2013,10,303.237610385714,30.0876103857143
"Kampong Chhnang",2013,11,302.711795642857,29.5617956428572
"Kampong Chhnang",2013,12,301.865923128571,28.7159231285714
"Kampong Chhnang",2013,13,302.006188135714,28.8561881357143
"Kampong Chhnang",2013,14,301.255509635714,28.1055096357143
"Kampong Chhnang",2013,15,300.33232055,27.18232055
"Kampong Chhnang",2013,16,300.851002435714,27.7010024357143
"Kampong Chhnang",2013,17,301.505402871429,28.3554028714286
"Kampong Chhnang",2013,18,301.338611714286,28.1886117142857
"Kampong Chhnang",2013,19,300.347164014286,27.1971640142858
"Kampong Chhnang",2013,20,299.868701571429,26.7187015714286
"Kampong Chhnang",2013,21,300.6601623,27.5101623
"Kampong Chhnang",2013,22,300.788905,27.638905
"Kampong Chhnang",2013,23,300.1339329,26.9839329
"Kampong Chhnang",2013,24,299.594183214286,26.4441832142857
"Kampong Chhnang",2013,25,298.667629785714,25.5176297857143
"Kampong Chhnang",2013,26,294.92041382,21.77041382
"Kampong Speu",2013,1,298.939389328571,25.7893893285715
"Kampong Speu",2013,2,299.537246885714,26.3872468857143
"Kampong Speu",2013,3,301.617987042857,28.4679870428571
"Kampong Speu",2013,4,301.540350885714,28.3903508857143
"Kampong Speu",2013,5,302.581812371429,29.4318123714286
"Kampong Speu",2013,6,301.678715207143,28.5287152071429
"Kampong Speu",2013,7,302.702416564286,29.5524165642857
"Kampong Speu",2013,8,300.941218942857,27.7912189428571
"Kampong Speu",2013,9,301.551156857143,28.4011568571429
"Kampong Speu",2013,10,301.220060457143,28.0700604571429
"Kampong Speu",2013,11,300.865384735714,27.7153847357143
"Kampong Speu",2013,12,300.038100735714,26.8881007357143
"Kampong Speu",2013,13,300.51029095,27.36029095
"Kampong Speu",2013,14,299.5055914,26.3555914
"Kampong Speu",2013,15,298.764607492857,25.6146074928571
"Kampong Speu",2013,16,299.149506764286,25.9995067642857
"Kampong Speu",2013,17,299.85811925,26.70811925
"Kampong Speu",2013,18,299.996798321429,26.8467983214286
"Kampong Speu",2013,19,298.935096514286,25.7850965142857
"Kampong Speu",2013,20,298.321121114286,25.1711211142857
"Kampong Speu",2013,21,299.070323928571,25.9203239285715
"Kampong Speu",2013,22,299.2083014,26.0583014
"Kampong Speu",2013,23,298.942475414286,25.7924754142857
"Kampong Speu",2013,24,298.45535395,25.30535395
"Kampong Speu",2013,25,298.12508885,24.97508885
"Kampong Speu",2013,26,294.796085246667,21.6460852466667
"Kampong Thom",2013,1,300.083845221429,26.9338452214286
"Kampong Thom",2013,2,300.72861885,27.57861885
"Kampong Thom",2013,3,302.752914257143,29.6029142571429
"Kampong Thom",2013,4,303.039940171429,29.8899401714286
"Kampong Thom",2013,5,304.408700028571,31.2587000285715
"Kampong Thom",2013,6,304.313758985714,31.1637589857143
"Kampong Thom",2013,7,305.188412264286,32.0384122642857
"Kampong Thom",2013,8,302.981434592857,29.8314345928572
"Kampong Thom",2013,9,302.845797328571,29.6957973285715
"Kampong Thom",2013,10,303.177307407143,30.0273074071429
"Kampong Thom",2013,11,302.673620507143,29.5236205071429
"Kampong Thom",2013,12,301.760722007143,28.6107220071429
"Kampong Thom",2013,13,301.874227421429,28.7242274214286
"Kampong Thom",2013,14,301.430107185714,28.2801071857143
"Kampong Thom",2013,15,300.290268364286,27.1402683642858
"Kampong Thom",2013,16,300.721321857143,27.5713218571429
"Kampong Thom",2013,17,301.544474128571,28.3944741285715
"Kampong Thom",2013,18,301.157985371429,28.0079853714286
"Kampong Thom",2013,19,300.005853328571,26.8558533285715
"Kampong Thom",2013,20,299.873480164286,26.7234801642857
"Kampong Thom",2013,21,300.676304721429,27.5263047214286
"Kampong Thom",2013,22,300.885480578571,27.7354805785715
"Kampong Thom",2013,23,300.283554007143,27.1335540071429
"Kampong Thom",2013,24,300.002076921429,26.8520769214286
"Kampong Thom",2013,25,299.222427407143,26.0724274071429
"Kampong Thom",2013,26,295.2499461,22.0999461
"Kampot",2013,1,299.175604557143,26.0256045571429
"Kampot",2013,2,299.42792565,26.27792565
"Kampot",2013,3,300.918253928571,27.7682539285714
"Kampot",2013,4,300.885454778571,27.7354547785715
"Kampot",2013,5,301.733182235714,28.5831822357143
"Kampot",2013,6,300.900414335714,27.7504143357143
"Kampot",2013,7,302.057080371429,28.9070803714286
"Kampot",2013,8,300.554047078571,27.4040470785715
"Kampot",2013,9,301.199564207143,28.0495642071429
"Kampot",2013,10,301.056095728571,27.9060957285715
"Kampot",2013,11,300.52662055,27.37662055
"Kampot",2013,12,299.836458928571,26.6864589285714
"Kampot",2013,13,300.296109414286,27.1461094142857
"Kampot",2013,14,299.431753942857,26.2817539428572
"Kampot",2013,15,298.682951321429,25.5329513214286
"Kampot",2013,16,299.050122728571,25.9001227285714
"Kampot",2013,17,299.597799485714,26.4477994857143
"Kampot",2013,18,299.694410571429,26.5444105714286
"Kampot",2013,19,298.925495692857,25.7754956928571
"Kampot",2013,20,298.653893985714,25.5038939857143
"Kampot",2013,21,299.276640414286,26.1266404142858
"Kampot",2013,22,299.56080225,26.41080225
"Kampot",2013,23,299.517780092857,26.3677800928572
"Kampot",2013,24,299.131499357143,25.9814993571429
"Kampot",2013,25,299.075122342857,25.9251223428572
"Kampot",2013,26,296.195924873333,23.0459248733334
"Kandal",2013,1,300.363564535714,27.2135645357143
"Kandal",2013,2,300.938703714286,27.7887037142858
"Kandal",2013,3,303.1893077,30.0393077
"Kandal",2013,4,303.112194264286,29.9621942642857
"Kandal",2013,5,304.256316385714,31.1063163857143
"Kandal",2013,6,304.189482678571,31.0394826785715
"Kandal",2013,7,305.022875807143,31.8728758071429
"Kandal",2013,8,302.92181675,29.77181675
"Kandal",2013,9,303.587870385714,30.4378703857143
"Kandal",2013,10,303.1476638,29.9976638
"Kandal",2013,11,302.770286664286,29.6202866642857
"Kandal",2013,12,301.815040121429,28.6650401214286
"Kandal",2013,13,302.359118892857,29.2091188928572
"Kandal",2013,14,301.498768971429,28.3487689714286
"Kandal",2013,15,300.529055785714,27.3790557857143
"Kandal",2013,16,301.021048757143,27.8710487571429
"Kandal",2013,17,301.9239163,28.7739163
"Kandal",2013,18,301.813191442857,28.6631914428572
"Kandal",2013,19,300.564872557143,27.4148725571429
"Kandal",2013,20,300.107966478571,26.9579664785714
"Kandal",2013,21,301.063014871429,27.9130148714286
"Kandal",2013,22,301.355751857143,28.2057518571429
"Kandal",2013,23,300.815791942857,27.6657919428571
"Kandal",2013,24,300.318875842857,27.1688758428572
"Kandal",2013,25,299.971682835714,26.8216828357143
"Kandal",2013,26,296.8808335,23.7308335
"Kep",2013,1,299.363467992857,26.2134679928571
"Kep",2013,2,299.514075385714,26.3640753857143
"Kep",2013,3,300.921663957143,27.7716639571429
"Kep",2013,4,300.913067921429,27.7630679214286
"Kep",2013,5,301.557495471429,28.4074954714286
"Kep",2013,6,301.022868492857,27.8728684928572
"Kep",2013,7,302.287175714286,29.1371757142857
"Kep",2013,8,300.835616464286,27.6856164642857
"Kep",2013,9,301.43256155,28.28256155
"Kep",2013,10,301.355780314286,28.2057803142857
"Kep",2013,11,300.803333385714,27.6533333857143
"Kep",2013,12,300.185951121429,27.0359511214286
"Kep",2013,13,300.615277407143,27.4652774071429
"Kep",2013,14,299.817131242857,26.6671312428572
"Kep",2013,15,299.064058214286,25.9140582142857
"Kep",2013,16,299.396269435714,26.2462694357143
"Kep",2013,17,299.923702907143,26.7737029071429
"Kep",2013,18,300.029502085714,26.8795020857143
"Kep",2013,19,299.326768157143,26.1767681571429
"Kep",2013,20,299.13902255,25.98902255
"Kep",2013,21,299.704524414286,26.5545244142858
"Kep",2013,22,299.912035907143,26.7620359071429
"Kep",2013,23,299.834725464286,26.6847254642857
"Kep",2013,24,299.281638878571,26.1316388785714
"Kep",2013,25,299.242333121429,26.0923331214286
"Kep",2013,26,296.782074026667,23.6320740266667
"Koh Kong",2013,1,298.259286785714,25.1092867857143
"Koh Kong",2013,2,298.064852157143,24.9148521571429
"Koh Kong",2013,3,298.8423509,25.6923509
"Koh Kong",2013,4,299.257294792857,26.1072947928571
"Koh Kong",2013,5,299.807312692857,26.6573126928571
"Koh Kong",2013,6,299.367077171429,26.2170771714286
"Koh Kong",2013,7,300.323363814286,27.1733638142857
"Koh Kong",2013,8,299.478073185714,26.3280731857143
"Koh Kong",2013,9,299.842519185714,26.6925191857143
"Koh Kong",2013,10,299.822556657143,26.6725566571429
"Koh Kong",2013,11,299.166965385714,26.0169653857143
"Koh Kong",2013,12,298.785914564286,25.6359145642857
"Koh Kong",2013,13,299.030591,25.880591
"Koh Kong",2013,14,298.122314292857,24.9723142928572
"Koh Kong",2013,15,297.776785478571,24.6267854785714
"Koh Kong",2013,16,298.043202785714,24.8932027857143
"Koh Kong",2013,17,298.554181964286,25.4041819642857
"Koh Kong",2013,18,298.503942814286,25.3539428142857
"Koh Kong",2013,19,297.881100807143,24.7311008071429
"Koh Kong",2013,20,297.613104807143,24.4631048071429
"Koh Kong",2013,21,298.293498,25.143498
"Koh Kong",2013,22,298.558208421429,25.4082084214286
"Koh Kong",2013,23,298.497929807143,25.3479298071429
"Koh Kong",2013,24,298.234131621429,25.0841316214286
"Koh Kong",2013,25,297.757395207143,24.6073952071429
"Koh Kong",2013,26,295.206782873333,22.0567828733334
"Kratie",2013,1,300.302284507143,27.1522845071429
"Kratie",2013,2,301.259195742857,28.1091957428572
"Kratie",2013,3,303.118375421429,29.9683754214286
"Kratie",2013,4,302.920078935714,29.7700789357143
"Kratie",2013,5,304.260212857143,31.1102128571429
"Kratie",2013,6,304.922906257143,31.7729062571429
"Kratie",2013,7,304.756926364286,31.6069263642858
"Kratie",2013,8,303.191758192857,30.0417581928572
"Kratie",2013,9,302.379231928571,29.2292319285714
"Kratie",2013,10,302.43187005,29.28187005
"Kratie",2013,11,302.086760214286,28.9367602142858
"Kratie",2013,12,301.350596571429,28.2005965714286
"Kratie",2013,13,301.384679571429,28.2346795714286
"Kratie",2013,14,301.001212385714,27.8512123857143
"Kratie",2013,15,299.696484114286,26.5464841142857
"Kratie",2013,16,300.084827428571,26.9348274285715
"Kratie",2013,17,300.941735035714,27.7917350357143
"Kratie",2013,18,300.716152921429,27.5661529214286
"Kratie",2013,19,299.574498535714,26.4244985357143
"Kratie",2013,20,299.363896807143,26.2138968071429
"Kratie",2013,21,300.549355328571,27.3993553285715
"Kratie",2013,22,301.212261864286,28.0622618642857
"Kratie",2013,23,300.846842821429,27.6968428214286
"Kratie",2013,24,300.833099042857,27.6830990428572
"Kratie",2013,25,300.812713714286,27.6627137142858
"Kratie",2013,26,297.087498666667,23.9374986666667
"Mondul Kiri",2013,1,299.648506942857,26.4985069428571
"Mondul Kiri",2013,2,300.470657628571,27.3206576285714
"Mondul Kiri",2013,3,302.1890619,29.0390619
"Mondul Kiri",2013,4,301.808883064286,28.6588830642858
"Mondul Kiri",2013,5,303.312610885714,30.1626108857143
"Mondul Kiri",2013,6,304.571860171429,31.4218601714286
"Mondul Kiri",2013,7,303.951911178571,30.8019111785715
"Mondul Kiri",2013,8,302.780647678571,29.6306476785714
"Mondul Kiri",2013,9,301.811295292857,28.6612952928572
"Mondul Kiri",2013,10,301.737766735714,28.5877667357143
"Mondul Kiri",2013,11,301.424389285714,28.2743892857143
"Mondul Kiri",2013,12,300.471942314286,27.3219423142858
"Mondul Kiri",2013,13,300.580750671429,27.4307506714286
"Mondul Kiri",2013,14,300.332511842857,27.1825118428572
"Mondul Kiri",2013,15,298.984287121429,25.8342871214286
"Mondul Kiri",2013,16,299.248833428571,26.0988334285714
"Mondul Kiri",2013,17,300.097617064286,26.9476170642857
"Mondul Kiri",2013,18,300.000751478571,26.8507514785715
"Mondul Kiri",2013,19,298.807737421429,25.6577374214286
"Mondul Kiri",2013,20,298.5968311,25.4468311
"Mondul Kiri",2013,21,299.957319807143,26.8073198071429
"Mondul Kiri",2013,22,300.790567807143,27.6405678071429
"Mondul Kiri",2013,23,300.607076585714,27.4570765857143
"Mondul Kiri",2013,24,300.201749742857,27.0517497428572
"Mondul Kiri",2013,25,300.379167571429,27.2291675714286
"Mondul Kiri",2013,26,296.903076586667,23.7530765866667
"Otdar Meanchey",2013,1,298.095302064286,24.9453020642857
"Otdar Meanchey",2013,2,298.464611021429,25.3146110214286
"Otdar Meanchey",2013,3,301.024019421429,27.8740194214286
"Otdar Meanchey",2013,4,301.107451035714,27.9574510357143
"Otdar Meanchey",2013,5,301.855747692857,28.7057476928572
"Otdar Meanchey",2013,6,303.681554507143,30.5315545071429
"Otdar Meanchey",2013,7,304.862598785714,31.7125987857143
"Otdar Meanchey",2013,8,303.004115778571,29.8541157785714
"Otdar Meanchey",2013,9,303.062637321429,29.9126373214286
"Otdar Meanchey",2013,10,302.895588514286,29.7455885142857
"Otdar Meanchey",2013,11,302.007394735714,28.8573947357143
"Otdar Meanchey",2013,12,301.9602782,28.8102782
"Otdar Meanchey",2013,13,301.460381242857,28.3103812428571
"Otdar Meanchey",2013,14,301.2901596,28.1401596
"Otdar Meanchey",2013,15,300.11752185,26.96752185
"Otdar Meanchey",2013,16,300.338745135714,27.1887451357143
"Otdar Meanchey",2013,17,300.731915971429,27.5819159714286
"Otdar Meanchey",2013,18,300.551030957143,27.4010309571429
"Otdar Meanchey",2013,19,299.328601764286,26.1786017642858
"Otdar Meanchey",2013,20,299.701054442857,26.5510544428572
"Otdar Meanchey",2013,21,299.855803735714,26.7058037357143
"Otdar Meanchey",2013,22,299.619659921429,26.4696599214286
"Otdar Meanchey",2013,23,299.5562682,26.4062682
"Otdar Meanchey",2013,24,298.439556407143,25.2895564071429
"Otdar Meanchey",2013,25,296.958520771429,23.8085207714286
"Otdar Meanchey",2013,26,292.943118486667,19.7931184866667
"Pailin",2013,1,298.685644221429,25.5356442214286
"Pailin",2013,2,299.007769921429,25.8577699214286
"Pailin",2013,3,300.40884865,27.25884865
