"provname","year","biwk","precip_m","precip_mm"
"Kampong Chhnang",2009,7,0.0791131,79.1131
"Kampong Chhnang",2009,8,0.0331115,33.1115
"Kampong Chhnang",2009,9,0.1357754,135.7754
"Kampong Chhnang",2009,10,0.0748364,74.8364
"Kampong Chhnang",2009,11,0.132217,132.217
"Kampong Chhnang",2009,12,0.0597992,59.7992
"Kampong Chhnang",2009,13,0.0870521,87.0521
"Kampong Chhnang",2009,14,0.0733173,73.3173
"Kampong Chhnang",2009,15,0.0983365,98.3365
"Kampong Chhnang",2009,16,0.0508165,50.8165
"Kampong Chhnang",2009,17,0.0744042,74.4042
"Kampong Chhnang",2009,18,0.1713238,171.3238
"Kampong Chhnang",2009,19,0.0989552,98.9552
"Kampong Chhnang",2009,20,0.1670119,167.0119
"Kampong Chhnang",2009,21,0.119219,119.219
"Kampong Chhnang",2009,22,0.0546150641374,54.6150641374
"Kampong Chhnang",2009,23,0.011835629278,11.835629278
"Kampong Chhnang",2009,24,8.847841262e-05,0.08847841262
"Kampong Chhnang",2009,25,0.0004112578012922,0.4112578012922
"Kampong Chhnang",2009,26,0.0007779054418,0.7779054418
"Kampong Speu",2009,1,0.00034532509819,0.34532509819
"Kampong Speu",2009,2,0.0009726224791691,0.9726224791691
"Kampong Speu",2009,3,0.00340843380508,3.40843380508
"Kampong Speu",2009,4,0.014688005138,14.688005138
"Kampong Speu",2009,5,0.0426712,42.6712
"Kampong Speu",2009,6,0.0532045469144,53.2045469144
"Kampong Speu",2009,7,0.088797,88.797
"Kampong Speu",2009,8,0.0526423,52.6423
"Kampong Speu",2009,9,0.1314445,131.4445
"Kampong Speu",2009,10,0.1002193,100.2193
"Kampong Speu",2009,11,0.13494,134.94
"Kampong Speu",2009,12,0.0453976,45.3976
"Kampong Speu",2009,13,0.0699456,69.9456
"Kampong Speu",2009,14,0.0800953,80.0953
"Kampong Speu",2009,15,0.1215301,121.5301
"Kampong Speu",2009,16,0.0450588,45.0588
"Kampong Speu",2009,17,0.1099198,109.9198
"Kampong Speu",2009,18,0.1609351,160.9351
"Kampong Speu",2009,19,0.1135358,113.5358
"Kampong Speu",2009,20,0.1378461,137.8461
"Kampong Speu",2009,21,0.1139258,113.9258
"Kampong Speu",2009,22,0.0569596969607,56.9596969607
"Kampong Speu",2009,23,0.0176677358978,17.6677358978
"Kampong Speu",2009,24,0.0001265657483766,0.1265657483766
"Kampong Speu",2009,25,0.001908214576973,1.908214576973
"Kampong Speu",2009,26,0.0018628324376,1.8628324376
"Kampong Thom",2009,1,0.000237272377469,0.237272377469
"Kampong Thom",2009,2,1.6384615496e-06,0.0016384615496
"Kampong Thom",2009,3,0.000904980136417,0.904980136417
"Kampong Thom",2009,4,0.0121184,12.1184
"Kampong Thom",2009,5,0.022028721679,22.028721679
"Kampong Thom",2009,6,0.099425813921738,99.425813921738
"Kampong Thom",2009,7,0.0642855,64.2855
"Kampong Thom",2009,8,0.0414918,41.4918
"Kampong Thom",2009,9,0.1136749,113.6749
"Kampong Thom",2009,10,0.0973557,97.3557
"Kampong Thom",2009,11,0.1381949,138.1949
"Kampong Thom",2009,12,0.0628159,62.8159
"Kampong Thom",2009,13,0.0735579,73.5579
"Kampong Thom",2009,14,0.1004686,100.4686
"Kampong Thom",2009,15,0.1244835,124.4835
"Kampong Thom",2009,16,0.0664176,66.4176
"Kampong Thom",2009,17,0.0922305,92.2305
"Kampong Thom",2009,18,0.1988281,198.8281
"Kampong Thom",2009,19,0.1007914,100.7914
"Kampong Thom",2009,20,0.2236001,223.6001
"Kampong Thom",2009,21,0.1146236,114.6236
"Kampong Thom",2009,22,0.0886399,88.6399
"Kampong Thom",2009,23,0.0084336694993,8.4336694993
"Kampong Thom",2009,24,6.6847970924e-05,0.066847970924
"Kampong Thom",2009,25,0.0001316362901314,0.1316362901314
"Kampong Thom",2009,26,0.000579955417836,0.579955417836
"Kampot",2009,1,0.0017522,1.7522
"Kampot",2009,2,0.0083531336325,8.3531336325
"Kampot",2009,3,0.0080005,8.0005
"Kampot",2009,4,0.0249102944614,24.9102944614
"Kampot",2009,5,0.0612715,61.2715
"Kampot",2009,6,0.0631383,63.1383
"Kampot",2009,7,0.1000053,100.0053
"Kampot",2009,8,0.04898,48.98
"Kampot",2009,9,0.1038901,103.8901
"Kampot",2009,10,0.1264366,126.4366
"Kampot",2009,11,0.1172712,117.2712
"Kampot",2009,12,0.0549179,54.9179
"Kampot",2009,13,0.0833781,83.3781
"Kampot",2009,14,0.114618,114.618
"Kampot",2009,15,0.169646,169.646
"Kampot",2009,16,0.0752335,75.2335
"Kampot",2009,17,0.1172565,117.2565
"Kampot",2009,18,0.2258946,225.8946
"Kampot",2009,19,0.1176835,117.6835
"Kampot",2009,20,0.1742048,174.2048
"Kampot",2009,21,0.1323954,132.3954
"Kampot",2009,22,0.0591656,59.1656
"Kampot",2009,23,0.025131311879464,25.131311879464
"Kampot",2009,24,8.9514794807e-05,0.089514794807
"Kampot",2009,25,0.009153256938752,9.153256938752
"Kampot",2009,26,0.0113844342997,11.3844342997
"Kandal",2009,1,0.000461806537441,0.461806537441
"Kandal",2009,2,0.000839132484337913,0.839132484337913
"Kandal",2009,3,0.00678946762970912,6.78946762970912
"Kandal",2009,4,0.0059159,5.9159
"Kandal",2009,5,0.0234392253922,23.4392253922
"Kandal",2009,6,0.037930842840838,37.930842840838
"Kandal",2009,7,0.0842407,84.2407
"Kandal",2009,8,0.0378783,37.8783
"Kandal",2009,9,0.1377347,137.7347
"Kandal",2009,10,0.0956245,95.6245
"Kandal",2009,11,0.1110998,111.0998
"Kandal",2009,12,0.0414145,41.4145
"Kandal",2009,13,0.0596223,59.6223
"Kandal",2009,14,0.0683317,68.3317
"Kandal",2009,15,0.0815541,81.5541
"Kandal",2009,16,0.04752,47.52
"Kandal",2009,17,0.0894621,89.4621
"Kandal",2009,18,0.1817858,181.7858
"Kandal",2009,19,0.0896903,89.6903
"Kandal",2009,20,0.0970945,97.0945
"Kandal",2009,21,0.0904293,90.4293
"Kandal",2009,22,0.0720316746194,72.0316746194
"Kandal",2009,23,0.0178497,17.8497
"Kandal",2009,24,0.0001117503443737,0.1117503443737
"Kandal",2009,25,0.0034043685285091,3.4043685285091
"Kandal",2009,26,0.0011202384212951,1.1202384212951
"Kep",2009,1,0.0030785,3.0785
"Kep",2009,2,0.0071087759969,7.1087759969
"Kep",2009,3,0.010071,10.071
"Kep",2009,4,0.0234540409545,23.4540409545
"Kep",2009,5,0.0532866,53.2866
"Kep",2009,6,0.0525868,52.5868
"Kep",2009,7,0.0837901,83.7901
"Kep",2009,8,0.0361225,36.1225
"Kep",2009,9,0.0881237,88.1237
"Kep",2009,10,0.1283483,128.3483
"Kep",2009,11,0.1057455,105.7455
"Kep",2009,12,0.0451376,45.1376
"Kep",2009,13,0.0700157,70.0157
"Kep",2009,14,0.1018639,101.8639
"Kep",2009,15,0.1361619,136.1619
"Kep",2009,16,0.0548541,54.8541
"Kep",2009,17,0.0965338,96.5338
"Kep",2009,18,0.2199583,219.9583
"Kep",2009,19,0.1114079,111.4079
"Kep",2009,20,0.1494659,149.4659
"Kep",2009,21,0.1309479,130.9479
"Kep",2009,22,0.04871667126053,48.71667126053
"Kep",2009,23,0.0252262,25.2262
"Kep",2009,24,0.00015479263826,0.15479263826
"Kep",2009,25,0.00999297598159,9.99297598159
"Kep",2009,26,0.0087164,8.7164
"Koh Kong",2009,1,0.000245628030263,0.245628030263
"Koh Kong",2009,2,0.0037080861996551,3.7080861996551
"Koh Kong",2009,3,0.0089826,8.9826
"Koh Kong",2009,4,0.0359049177794,35.9049177794
"Koh Kong",2009,5,0.1059926,105.9926
"Koh Kong",2009,6,0.0841903,84.1903
"Koh Kong",2009,7,0.1222265,122.2265
"Koh Kong",2009,8,0.0829189,82.9189
"Koh Kong",2009,9,0.1644485,164.4485
"Koh Kong",2009,10,0.1381571,138.1571
"Koh Kong",2009,11,0.2243085,224.3085
"Koh Kong",2009,12,0.1256234,125.6234
"Koh Kong",2009,13,0.1306803,130.6803
"Koh Kong",2009,14,0.1896226,189.6226
"Koh Kong",2009,15,0.3539148,353.9148
"Koh Kong",2009,16,0.1506835,150.6835
"Koh Kong",2009,17,0.1444513,144.4513
"Koh Kong",2009,18,0.3128483,312.8483
"Koh Kong",2009,19,0.1510591,151.0591
"Koh Kong",2009,20,0.2949811,294.9811
"Koh Kong",2009,21,0.2024305,202.4305
"Koh Kong",2009,22,0.0506337,50.6337
"Koh Kong",2009,23,0.0265094,26.5094
"Koh Kong",2009,24,0.00016850276372,0.16850276372
"Koh Kong",2009,25,0.0056011378189,5.6011378189
"Koh Kong",2009,26,0.0119972180371,11.9972180371
"Kratie",2009,1,0.0002939400536,0.2939400536
"Kratie",2009,2,2.847934314e-07,0.0002847934314
"Kratie",2009,3,0.004506974031419,4.506974031419
"Kratie",2009,4,0.0084088509009,8.4088509009
"Kratie",2009,5,0.0315723867344,31.5723867344
"Kratie",2009,6,0.089308742840838,89.308742840838
"Kratie",2009,7,0.066243,66.243
"Kratie",2009,8,0.0473744,47.3744
"Kratie",2009,9,0.09948,99.48
"Kratie",2009,10,0.1053529,105.3529
"Kratie",2009,11,0.171701,171.701
"Kratie",2009,12,0.0746735,74.6735
"Kratie",2009,13,0.0896853,89.6853
"Kratie",2009,14,0.1182671,118.2671
"Kratie",2009,15,0.152424,152.424
"Kratie",2009,16,0.0989703,98.9703
"Kratie",2009,17,0.0989371,98.9371
"Kratie",2009,18,0.2505303,250.5303
"Kratie",2009,19,0.0962852,96.2852
"Kratie",2009,20,0.2341206,234.1206
"Kratie",2009,21,0.1223882,122.3882
"Kratie",2009,22,0.0890652,89.0652
"Kratie",2009,23,0.008722,8.722
"Kratie",2009,24,4.2979103437e-05,0.042979103437
"Kratie",2009,25,0.00017824104642,0.17824104642
"Kratie",2009,26,6.68243275891e-05,0.0668243275891
"Mondul Kiri",2009,1,0.000264480533571,0.264480533571
"Mondul Kiri",2009,2,2.455451753e-06,0.002455451753
"Mondul Kiri",2009,3,0.0033748911406557,3.3748911406557
"Mondul Kiri",2009,4,0.0102722171169,10.2722171169
"Mondul Kiri",2009,5,0.030568,30.568
"Mondul Kiri",2009,6,0.070492242840838,70.492242840838
"Mondul Kiri",2009,7,0.0386773,38.6773
"Mondul Kiri",2009,8,0.0606798,60.6798
"Mondul Kiri",2009,9,0.1121446,112.1446
"Mondul Kiri",2009,10,0.1219293,121.9293
"Mondul Kiri",2009,11,0.1418019,141.8019
"Mondul Kiri",2009,12,0.0766451,76.6451
"Mondul Kiri",2009,13,0.0606996,60.6996
"Mondul Kiri",2009,14,0.1495452,149.5452
"Mondul Kiri",2009,15,0.1574558,157.4558
"Mondul Kiri",2009,16,0.1121634,112.1634
"Mondul Kiri",2009,17,0.1131034,113.1034
"Mondul Kiri",2009,18,0.3334084,333.4084
"Mondul Kiri",2009,19,0.0914976,91.4976
"Mondul Kiri",2009,20,0.2924495,292.4495
"Mondul Kiri",2009,21,0.1492302,149.2302
"Mondul Kiri",2009,22,0.0937803692392,93.7803692392
"Mondul Kiri",2009,23,0.0061242782597,6.1242782597
"Mondul Kiri",2009,24,0.00031766289342,0.31766289342
"Mondul Kiri",2009,25,0.000358234076049,0.358234076049
"Mondul Kiri",2009,26,3.90681147856e-05,0.0390681147856
"Otdar Meanchey",2009,1,0.001605762574092,1.605762574092
"Otdar Meanchey",2009,2,5.5520568122e-06,0.0055520568122
"Otdar Meanchey",2009,3,0.0008663322478054,0.8663322478054
"Otdar Meanchey",2009,4,0.005030749840976,5.030749840976
"Otdar Meanchey",2009,5,0.0086859128739,8.6859128739
"Otdar Meanchey",2009,6,0.051407823407738,51.407823407738
"Otdar Meanchey",2009,7,0.0429034,42.9034
"Otdar Meanchey",2009,8,0.0297781,29.7781
"Otdar Meanchey",2009,9,0.0832604,83.2604
"Otdar Meanchey",2009,10,0.1012984,101.2984
"Otdar Meanchey",2009,11,0.1227275,122.7275
"Otdar Meanchey",2009,12,0.0403175,40.3175
"Otdar Meanchey",2009,13,0.0799005,79.9005
"Otdar Meanchey",2009,14,0.0602129,60.2129
"Otdar Meanchey",2009,15,0.0729211,72.9211
"Otdar Meanchey",2009,16,0.0813461,81.3461
"Otdar Meanchey",2009,17,0.0605335,60.5335
"Otdar Meanchey",2009,18,0.1571064,157.1064
"Otdar Meanchey",2009,19,0.0819926,81.9926
"Otdar Meanchey",2009,20,0.2184914,218.4914
"Otdar Meanchey",2009,21,0.0664576,66.4576
"Otdar Meanchey",2009,22,0.0478419,47.8419
"Otdar Meanchey",2009,23,0.00925117428476,9.25117428476
"Otdar Meanchey",2009,24,3.23672538e-06,0.00323672538
"Otdar Meanchey",2009,25,0.00027653781249,0.27653781249
"Otdar Meanchey",2009,26,0.00155345771555,1.55345771555
"Pailin",2009,1,0.000192380596127,0.192380596127
"Pailin",2009,2,9.29400805971e-05,0.0929400805971
"Pailin",2009,3,0.0010484681416991,1.0484681416991
"Pailin",2009,4,0.0174293649399,17.4293649399
"Pailin",2009,5,0.0573125,57.3125
"Pailin",2009,6,0.059480942840838,59.480942840838
"Pailin",2009,7,0.0646822,64.6822
"Pailin",2009,8,0.0559814,55.9814
"Pailin",2009,9,0.0920026,92.0026
"Pailin",2009,10,0.0994504,99.4504
"Pailin",2009,11,0.1281071,128.1071
"Pailin",2009,12,0.0515478,51.5478
"Pailin",2009,13,0.0690748,69.0748
"Pailin",2009,14,0.0606559,60.6559
"Pailin",2009,15,0.1733944,173.3944
"Pailin",2009,16,0.1072102,107.2102
"Pailin",2009,17,0.0840147,84.0147
"Pailin",2009,18,0.135067,135.067
"Pailin",2009,19,0.0885967,88.5967
"Pailin",2009,20,0.1832451,183.2451
"Pailin",2009,21,0.1225809,122.5809
"Pailin",2009,22,0.0611602,61.1602
"Pailin",2009,23,0.0134903213453,13.4903213453
"Pailin",2009,24,6.46918266e-06,0.00646918266
"Pailin",2009,25,0.00027520228937,0.27520228937
"Pailin",2009,26,0.00451296328063,4.51296328063
"Phnom Penh",2009,1,0.0005999,0.5999
"Phnom Penh",2009,2,0.0005567841134771,0.5567841134771
"Phnom Penh",2009,3,0.00451277031668,4.51277031668
"Phnom Penh",2009,4,0.0050347047458,5.0347047458
"Phnom Penh",2009,5,0.01959390097514,19.59390097514
"Phnom Penh",2009,6,0.041687643168838,41.687643168838
"Phnom Penh",2009,7,0.0802315,80.2315
"Phnom Penh",2009,8,0.0375866,37.5866
"Phnom Penh",2009,9,0.1476835,147.6835
"Phnom Penh",2009,10,0.0921495,92.1495
"Phnom Penh",2009,11,0.1117514,111.7514
"Phnom Penh",2009,12,0.0374559,37.4559
"Phnom Penh",2009,13,0.055193,55.193
"Phnom Penh",2009,14,0.070977,70.977
"Phnom Penh",2009,15,0.0755668,75.5668
"Phnom Penh",2009,16,0.0488271,48.8271
"Phnom Penh",2009,17,0.0884636,88.4636
"Phnom Penh",2009,18,0.1860152,186.0152
"Phnom Penh",2009,19,0.0887516,88.7516
"Phnom Penh",2009,20,0.1007116,100.7116
"Phnom Penh",2009,21,0.0942302,94.2302
"Phnom Penh",2009,22,0.0667073,66.7073
"Phnom Penh",2009,23,0.0144777,14.4777
"Phnom Penh",2009,24,2.8853502687e-05,0.028853502687
"Phnom Penh",2009,25,0.001878130385161,1.878130385161
"Phnom Penh",2009,26,0.0006028602716971,0.6028602716971
"Preah Sihanouk",2009,1,0.0003193619229512,0.3193619229512
"Preah Sihanouk",2009,2,0.0099461070538,9.9461070538
"Preah Sihanouk",2009,3,0.0103893,10.3893
"Preah Sihanouk",2009,4,0.0231399,23.1399
"Preah Sihanouk",2009,5,0.0700356,70.0356
"Preah Sihanouk",2009,6,0.067869,67.869
"Preah Sihanouk",2009,7,0.1071364,107.1364
"Preah Sihanouk",2009,8,0.0687394,68.7394
"Preah Sihanouk",2009,9,0.1253863,125.3863
"Preah Sihanouk",2009,10,0.150672,150.672
"Preah Sihanouk",2009,11,0.2333864,233.3864
"Preah Sihanouk",2009,12,0.13303,133.03
"Preah Sihanouk",2009,13,0.1211073,121.1073
"Preah Sihanouk",2009,14,0.2225622,222.5622
"Preah Sihanouk",2009,15,0.3343117,334.3117
"Preah Sihanouk",2009,16,0.1638976,163.8976
"Preah Sihanouk",2009,17,0.1133957,113.3957
"Preah Sihanouk",2009,18,0.3987777,398.7777
"Preah Sihanouk",2009,19,0.1431699,143.1699
"Preah Sihanouk",2009,20,0.3357882,335.7882
"Preah Sihanouk",2009,21,0.2019721,201.9721
"Preah Sihanouk",2009,22,0.0538770649945,53.8770649945
"Preah Sihanouk",2009,23,0.0244729225034,24.4729225034
"Preah Sihanouk",2009,24,0.00015808590038,0.15808590038
"Preah Sihanouk",2009,25,0.0140081322332,14.0081322332
"Preah Sihanouk",2009,26,0.02553750751644,25.53750751644
"Preah Vihear",2009,1,0.00159145601778,1.59145601778
"Preah Vihear",2009,2,8.1935376864e-06,0.0081935376864
"Preah Vihear",2009,3,0.0003772303851603,0.3772303851603
"Preah Vihear",2009,4,0.0071471,7.1471
"Preah Vihear",2009,5,0.0125457367614,12.5457367614
"Preah Vihear",2009,6,0.071709842840838,71.709842840838
"Preah Vihear",2009,7,0.0397853,39.7853
"Preah Vihear",2009,8,0.0514086,51.4086
"Preah Vihear",2009,9,0.1081692,108.1692
"Preah Vihear",2009,10,0.1165107,116.5107
"Preah Vihear",2009,11,0.1489845,148.9845
"Preah Vihear",2009,12,0.0811588,81.1588
"Preah Vihear",2009,13,0.0807168,80.7168
"Preah Vihear",2009,14,0.1164568,116.4568
"Preah Vihear",2009,15,0.1259392,125.9392
"Preah Vihear",2009,16,0.0776333,77.6333
"Preah Vihear",2009,17,0.0867884,86.7884
"Preah Vihear",2009,18,0.1879604,187.9604
"Preah Vihear",2009,19,0.08227,82.27
"Preah Vihear",2009,20,0.2430822,243.0822
"Preah Vihear",2009,21,0.0906099,90.6099
"Preah Vihear",2009,22,0.0721227,72.1227
"Preah Vihear",2009,23,0.006956,6.956
"Preah Vihear",2009,24,2.01119447652e-05,0.0201119447652
"Preah Vihear",2009,25,0.0002768595183808,0.2768595183808
"Preah Vihear",2009,26,0.000519293607788,0.519293607788
"Prey Veng",2009,1,0.0005891341574501,0.5891341574501
"Prey Veng",2009,2,0.0005029181714332,0.5029181714332
"Prey Veng",2009,3,0.007037971838748,7.037971838748
"Prey Veng",2009,4,0.008108,8.108
"Prey Veng",2009,5,0.026197870907,26.197870907
"Prey Veng",2009,6,0.032331842840838,32.331842840838
"Prey Veng",2009,7,0.0848847532418,84.8847532418
"Prey Veng",2009,8,0.0403247,40.3247
"Prey Veng",2009,9,0.1293822,129.3822
"Prey Veng",2009,10,0.1027996,102.7996
"Prey Veng",2009,11,0.1100647,110.0647
"Prey Veng",2009,12,0.0449446,44.9446
"Prey Veng",2009,13,0.0715726,71.5726
"Prey Veng",2009,14,0.081791,81.791
"Prey Veng",2009,15,0.0919998,91.9998
"Prey Veng",2009,16,0.0576273,57.6273
"Prey Veng",2009,17,0.1046734,104.6734
"Prey Veng",2009,18,0.2175699,217.5699
"Prey Veng",2009,19,0.0927725,92.7725
"Prey Veng",2009,20,0.1112692,111.2692
"Prey Veng",2009,21,0.1045697,104.5697
"Prey Veng",2009,22,0.0721883880643,72.1883880643
"Prey Veng",2009,23,0.020368,20.368
"Prey Veng",2009,24,0.00043906947134,0.43906947134
"Prey Veng",2009,25,0.0053581534983593,5.3581534983593
"Prey Veng",2009,26,0.0013531203329031,1.3531203329031
"Pursat",2009,1,0.000920115503545,0.920115503545
"Pursat",2009,2,0.0003434240256051,0.3434240256051
"Pursat",2009,3,0.0022349531752281,2.2349531752281
"Pursat",2009,4,0.0137321430799,13.7321430799
"Pursat",2009,5,0.0475309,47.5309
"Pursat",2009,6,0.08132896253635,81.32896253635
"Pursat",2009,7,0.0811865,81.1865
"Pursat",2009,8,0.049955,49.955
"Pursat",2009,9,0.1193547,119.3547
"Pursat",2009,10,0.1094841,109.4841
"Pursat",2009,11,0.1232811,123.2811
"Pursat",2009,12,0.0426739,42.6739
"Pursat",2009,13,0.0734272,73.4272
"Pursat",2009,14,0.0700877,70.0877
"Pursat",2009,15,0.1293515,129.3515
"Pursat",2009,16,0.0609524,60.9524
"Pursat",2009,17,0.0862602,86.2602
"Pursat",2009,18,0.1672658,167.2658
"Pursat",2009,19,0.0986613,98.6613
"Pursat",2009,20,0.1960973,196.0973
"Pursat",2009,21,0.1311236,131.1236
"Pursat",2009,22,0.0600143,60.0143
"Pursat",2009,23,0.0199814,19.9814
"Pursat",2009,24,0.0001886120694391,0.1886120694391
"Pursat",2009,25,0.0009447631301774,0.9447631301774
"Pursat",2009,26,0.0036481,3.6481
"Ratanak Kiri",2009,1,0.00012495513868923,0.12495513868923
"Ratanak Kiri",2009,2,2.0709310040976e-05,0.020709310040976
"Ratanak Kiri",2009,3,0.00162473593883671,1.62473593883671
"Ratanak Kiri",2009,4,0.0070467855866,7.0467855866
"Ratanak Kiri",2009,5,0.0246295498637,24.6295498637
"Ratanak Kiri",2009,6,0.055229542840838,55.229542840838
"Ratanak Kiri",2009,7,0.047504602654,47.504602654
"Ratanak Kiri",2009,8,0.088872,88.872
"Ratanak Kiri",2009,9,0.1921189,192.1189
"Ratanak Kiri",2009,10,0.1197679,119.7679
"Ratanak Kiri",2009,11,0.18508,185.08
"Ratanak Kiri",2009,12,0.1360869,136.0869
"Ratanak Kiri",2009,13,0.0908368,90.8368
"Ratanak Kiri",2009,14,0.2106151,210.6151
"Ratanak Kiri",2009,15,0.2737514,273.7514
"Ratanak Kiri",2009,16,0.1967622,196.7622
"Ratanak Kiri",2009,17,0.1260817,126.0817
"Ratanak Kiri",2009,18,0.3614288,361.4288
"Ratanak Kiri",2009,19,0.103565,103.565
"Ratanak Kiri",2009,20,0.3497115,349.7115
"Ratanak Kiri",2009,21,0.154173,154.173
"Ratanak Kiri",2009,22,0.1042838,104.2838
"Ratanak Kiri",2009,23,0.00914742474295,9.14742474295
"Ratanak Kiri",2009,24,0.000243483815033815,0.243483815033815
"Ratanak Kiri",2009,25,0.00033708836706474,0.33708836706474
"Ratanak Kiri",2009,26,0.0002212238010747,0.2212238010747
"Siem Reap",2009,1,0.00134248400456,1.34248400456
"Siem Reap",2009,2,7.4037073142e-06,0.0074037073142
"Siem Reap",2009,3,0.00049540928,0.49540928
"Siem Reap",2009,4,0.0106961904845,10.6961904845
"Siem Reap",2009,5,0.0176466,17.6466
"Siem Reap",2009,6,0.052216042840838,52.216042840838
"Siem Reap",2009,7,0.0642997,64.2997
"Siem Reap",2009,8,0.033445,33.445
"Siem Reap",2009,9,0.1037287,103.7287
"Siem Reap",2009,10,0.1187724,118.7724
"Siem Reap",2009,11,0.1203459,120.3459
"Siem Reap",2009,12,0.0347466,34.7466
"Siem Reap",2009,13,0.069513,69.513
"Siem Reap",2009,14,0.0649856,64.9856
"Siem Reap",2009,15,0.097752,97.752
"Siem Reap",2009,16,0.0623586,62.3586
"Siem Reap",2009,17,0.0702801,70.2801
"Siem Reap",2009,18,0.1691267,169.1267
"Siem Reap",2009,19,0.0820249,82.0249
"Siem Reap",2009,20,0.2121238,212.1238
"Siem Reap",2009,21,0.0794207,79.4207
"Siem Reap",2009,22,0.0690848,69.0848
"Siem Reap",2009,23,0.01175,11.75
"Siem Reap",2009,24,7.93992868e-06,0.00793992868
"Siem Reap",2009,25,0.00014668755047,0.14668755047
"Siem Reap",2009,26,0.0011680422192,1.1680422192
"Stung Treng",2009,1,0.00026548718127739,0.26548718127739
"Stung Treng",2009,2,2.234406251665e-06,0.002234406251665
"Stung Treng",2009,3,0.0005382303851603,0.5382303851603
"Stung Treng",2009,4,0.0073269984773,7.3269984773
"Stung Treng",2009,5,0.0199750584136,19.9750584136
"Stung Treng",2009,6,0.080816369977719,80.816369977719
"Stung Treng",2009,7,0.0421599330643,42.1599330643
"Stung Treng",2009,8,0.0787862,78.7862
"Stung Treng",2009,9,0.1069439,106.9439
"Stung Treng",2009,10,0.1197224,119.7224
"Stung Treng",2009,11,0.18504,185.04
"Stung Treng",2009,12,0.133102,133.102
"Stung Treng",2009,13,0.0902764,90.2764
"Stung Treng",2009,14,0.1779905,177.9905
"Stung Treng",2009,15,0.2305944,230.5944
"Stung Treng",2009,16,0.1441635,144.1635
"Stung Treng",2009,17,0.1017909,101.7909
"Stung Treng",2009,18,0.2883672,288.3672
"Stung Treng",2009,19,0.0984475,98.4475
"Stung Treng",2009,20,0.2837402,283.7402
"Stung Treng",2009,21,0.1152085,115.2085
"Stung Treng",2009,22,0.0832296,83.2296
"Stung Treng",2009,23,0.0072069,7.2069
"Stung Treng",2009,24,8.9520544846578e-05,0.089520544846578
"Stung Treng",2009,25,0.000130659340874075,0.130659340874075
"Stung Treng",2009,26,7.94611412031e-05,0.0794611412031
"Svay Rieng",2009,1,0.001371345455207,1.371345455207
"Svay Rieng",2009,2,0.0003843605556941,0.3843605556941
"Svay Rieng",2009,3,0.011537191725085,11.537191725085
"Svay Rieng",2009,4,0.0094046,9.4046
"Svay Rieng",2009,5,0.0287855,28.7855
"Svay Rieng",2009,6,0.025050142840838,25.050142840838
"Svay Rieng",2009,7,0.0761829,76.1829
"Svay Rieng",2009,8,0.042904,42.904
"Svay Rieng",2009,9,0.1377804,137.7804
"Svay Rieng",2009,10,0.1037365,103.7365
"Svay Rieng",2009,11,0.1303226,130.3226
"Svay Rieng",2009,12,0.0591226,59.1226
"Svay Rieng",2009,13,0.0842475,84.2475
"Svay Rieng",2009,14,0.0878181,87.8181
"Svay Rieng",2009,15,0.1161578,116.1578
"Svay Rieng",2009,16,0.0732202,73.2202
"Svay Rieng",2009,17,0.1086202,108.6202
"Svay Rieng",2009,18,0.2356641,235.6641
"Svay Rieng",2009,19,0.1051758,105.1758
"Svay Rieng",2009,20,0.1110356,111.0356
"Svay Rieng",2009,21,0.1152795,115.2795
"Svay Rieng",2009,22,0.07415398997005,74.15398997005
"Svay Rieng",2009,23,0.0207195,20.7195
"Svay Rieng",2009,24,0.0013264417346,1.3264417346
"Svay Rieng",2009,25,0.0074349639105,7.4349639105
"Svay Rieng",2009,26,0.0013612394187031,1.3612394187031
"Takeo",2009,1,0.0012795,1.2795
"Takeo",2009,2,0.0018226586269491,1.8226586269491
"Takeo",2009,3,0.0098531,9.8531
"Takeo",2009,4,0.0096787,9.6787
"Takeo",2009,5,0.0360507,36.0507
"Takeo",2009,6,0.0410781,41.0781
"Takeo",2009,7,0.0906798537385,90.6798537385
"Takeo",2009,8,0.0403153,40.3153
"Takeo",2009,9,0.0953248,95.3248
"Takeo",2009,10,0.1145378,114.5378
"Takeo",2009,11,0.1014192,101.4192
"Takeo",2009,12,0.0361925,36.1925
"Takeo",2009,13,0.057867,57.867
"Takeo",2009,14,0.0513014,51.3014
"Takeo",2009,15,0.0838963,83.8963
"Takeo",2009,16,0.0305647,30.5647
"Takeo",2009,17,0.0958352,95.8352
"Takeo",2009,18,0.1314185,131.4185
"Takeo",2009,19,0.0972076,97.2076
"Takeo",2009,20,0.0902178,90.2178
"Takeo",2009,21,0.0844646,84.4646
"Takeo",2009,22,0.06572966408714,65.72966408714
"Takeo",2009,23,0.0235145,23.5145
"Takeo",2009,24,0.00014841723642,0.14841723642
"Takeo",2009,25,0.0045372718341,4.5372718341
"Takeo",2009,26,0.004057740818952,4.057740818952
"Tboung Khmum",2009,1,0.00056218232423,0.56218232423
"Tboung Khmum",2009,2,3.04684433491e-05,0.0304684433491
"Tboung Khmum",2009,3,0.00789926045731,7.89926045731
"Tboung Khmum",2009,4,0.0099444653462,9.9444653462
"Tboung Khmum",2009,5,0.0349547395031,34.9547395031
"Tboung Khmum",2009,6,0.065472742840838,65.472742840838
"Tboung Khmum",2009,7,0.0842652,84.2652
