"provname","year","biweek","epiyr","beta","betalow","betahigh","temp_C","precip_m","precip_mm","temp_C_lag","precip_mm_lag","time","cases","births","pop"
"Banteay Meanchey","2007","1","2007",8.82912733853045e-05,8.09049700222342e-05,9.63519169941756e-05,25.8766496142857,0.0012020656715571,1.2020656715571,27.4958689714286,4.0884487822891,2007,5,681.041759787731,682126.886629329
"Banteay Meanchey","2007","2","2007",8.68026550346767e-05,7.84242730291241e-05,9.60761334474972e-05,27.1555221142858,0.0010982427176,1.0982427176,27.7361260285714,0.0008230513994,2007.03846153846,8,681.371939022613,682521.320360577
"Banteay Meanchey","2007","3","2007",0.000145055778973141,0.000126239079284669,0.000166677221766304,24.8161633214286,3.77827925621e-05,0.0377827925621,29.2923861,1.2020656715571,2007.07692307692,9,681.702118257494,682915.754091826
"Banteay Meanchey","2007","4","2007",8.64874704836564e-05,7.87086272714509e-05,9.50351036470751e-05,29.6144772785714,0.00655458172697,6.55458172697,27.5326517285715,1.0982427176,2007.11538461538,5,682.032297492376,683310.187823075
"Banteay Meanchey","2007","5","2007",9.76081466395727e-05,5.8123566501557e-05,0.000163915445384053,29.8293378214286,0.0145340578627,14.5340578627,23.5594874266667,0.0377827925621,2007.15384615385,5,682.362476727257,683704.621554323
"Banteay Meanchey","2007","6","2007",0.000128440211205762,0.0001110530284439,0.000148549644127123,29.5681126785715,0.0371728,37.1728,25.8766496142857,6.55458172697,2007.19230769231,15,682.692655962139,684099.055285572
"Banteay Meanchey","2007","7","2007",9.86483948885286e-05,9.05863804696288e-05,0.000107427913154625,30.81429385,0.01680572807938,16.80572807938,27.1555221142858,14.5340578627,2007.23076923077,26,683.02283519702,684493.489016821
"Banteay Meanchey","2007","8","2007",0.000140758825598505,0.000116244047530155,0.000170443540162609,29.9778556142857,0.0429543,42.9543,24.8161633214286,37.1728,2007.26923076923,19,683.349908045693,684887.922748069
"Banteay Meanchey","2007","9","2007",0.000171265238970626,0.000153976011998042,0.000190495790214639,28.6447168428572,0.1227373,122.7373,29.6144772785714,16.80572807938,2007.30769230769,58,683.624172328813,685282.356479318
"Banteay Meanchey","2007","10","2007",0.000195236461677326,0.000177281226382812,0.000215010222717963,27.9289573714286,0.1582786,158.2786,29.8293378214286,42.9543,2007.34615384615,79,683.898436611932,685676.790210567
"Banteay Meanchey","2007","11","2007",0.000188460981535388,0.00016273788571625,0.000218249987733097,29.2290201142857,0.034943,34.943,29.5681126785715,122.7373,2007.38461538462,245,684.172700895052,686071.223941815
"Banteay Meanchey","2007","12","2007",0.00020944416364518,0.000170571045591735,0.000257176460007316,29.89424205,0.0318433,31.8433,30.81429385,158.2786,2007.42307692308,320,684.446965178172,686465.657673064
"Banteay Meanchey","2007","13","2007",0.000194283176719116,0.0001749328698698,0.00021577392964607,28.7867798,0.0795951,79.5951,29.9778556142857,34.943,2007.46153846154,435,684.721229461292,686860.091404313
"Banteay Meanchey","2007","14","2007",0.000137931198364751,0.000125558249378074,0.000151523421014331,27.9238382571428,0.0778657,77.8657,28.6447168428572,31.8433,2007.5,329,684.995493744411,687254.525135561
"Banteay Meanchey","2007","15","2007",0.000111100047126342,0.000101048877845677,0.000122150990041929,28.1063053428572,0.0788315,78.8315,27.9289573714286,79.5951,2007.53846153846,361,685.269758027531,687648.95886681
"Banteay Meanchey","2007","16","2007",0.000175271129325828,0.000159267108980219,0.000192883320177342,27.64815595,0.1053882,105.3882,29.2290201142857,77.8657,2007.57692307692,228,685.544022310651,688043.392598059
"Banteay Meanchey","2007","17","2007",0.000197555048215987,0.000177885516795826,0.000219399520425357,28.4823512857143,0.0864269,86.4269,29.89424205,78.8315,2007.61538461538,170,685.818286593771,688437.826329308
"Banteay Meanchey","2007","18","2007",0.000150048487403375,0.000133122176348655,0.000169126956827042,28.0273496642857,0.0898621,89.8621,28.7867798,105.3882,2007.65384615385,120,686.092550876891,688832.260060556
"Banteay Meanchey","2007","19","2007",0.000110601446214587,0.000100267223358268,0.00012200078445425,27.6942588785715,0.1220014,122.0014,27.9238382571428,86.4269,2007.69230769231,69,686.36681516001,689226.693791805
"Banteay Meanchey","2007","20","2007",0.000116064101152851,0.000105301720931074,0.000127926452267923,27.6427331857143,0.086777,86.777,28.1063053428572,89.8621,2007.73076923077,41,686.64107944313,689621.127523054
"Banteay Meanchey","2007","21","2007",0.000106280520970889,9.24122286996076e-05,0.00012223002622911,26.9129660571429,0.1058743588108,105.8743588108,27.64815595,122.0014,2007.76923076923,33,686.91534372625,690015.561254302
"Banteay Meanchey","2007","22","2007",0.00013332072344644,0.000121065575439987,0.00014681642767306,26.7831369142858,0.0271985673657,27.1985673657,28.4823512857143,86.777,2007.80769230769,22,687.18960800937,690409.994985551
"Banteay Meanchey","2007","23","2007",0.000113222103413843,0.000101043820307426,0.000126868171279077,26.21013935,0.0313182618648,31.3182618648,28.0273496642857,105.8743588108,2007.84615384615,24,687.463872292489,690804.4287168
"Banteay Meanchey","2007","24","2007",0.000101420195252756,9.29435901520482e-05,0.0001106698803896,24.3573828857143,0.00235562134028,2.35562134028,27.6942588785715,27.1985673657,2007.88461538462,14,687.738136575609,691198.862448048
"Banteay Meanchey","2007","25","2007",0.000102716483947507,9.37894145105493e-05,0.000112493250220169,27.3747842785714,0.000241321068554,0.241321068554,27.6427331857143,31.3182618648,2007.92307692308,7,688.012400858729,691593.296179297
"Banteay Meanchey","2007","26","2007",9.71751472965475e-05,8.78910872868341e-05,0.000107439895711931,27.5783257466667,0.00043251974331,0.43251974331,26.9129660571429,2.35562134028,2007.96153846154,5,688.286665141849,691987.729910546
"Banteay Meanchey","2012","1","2012",0.000312410599801813,0.000276420116171601,0.000353087120504423,26.0556981,0.003321589208274,3.321589208274,27.5555434785715,1.1128182342331,2012,27,701.406475078806,736096.51452567
"Banteay Meanchey","2012","2","2012",0.000280882374018139,0.000249918456529553,0.000315682599555173,27.8854324357143,0.02236325837958,22.36325837958,27.0447810857143,0.1566149561621,2012.03846153846,4,701.435089159481,736562.688124824
"Banteay Meanchey","2012","3","2012",0.000312421128134244,0.000279499470683949,0.000349220558685942,28.9481398928572,0.0070007139801,7.0007139801,27.3885782857143,3.321589208274,2012.07692307692,10,701.463703240156,737028.861723977
"Banteay Meanchey","2012","4","2012",0.000341000788367631,0.000287132715449873,0.000404974882382032,28.6055058,0.0188099727274051,18.8099727274051,24.58938145,22.36325837958,2012.11538461538,3,701.492317320832,737495.03532313
"Banteay Meanchey","2012","5","2012",0.000273246083943603,0.000234117832993666,0.000318913862458887,30.3663906285714,0.0344078,34.4078,24.6516452,7.0007139801,2012.15384615385,17,701.520931401507,737961.208922283
"Banteay Meanchey","2012","6","2012",0.000337759347226718,0.000300651000908449,0.000379447852474497,30.4315202357143,0.0086083478754,8.6083478754,26.0556981,18.8099727274051,2012.19230769231,19,701.549545482182,738427.382521437
"Banteay Meanchey","2012","7","2012",0.000531416377402285,0.000480628667406537,0.00058757079076288,29.5713427,0.04092193263477,40.92193263477,27.8854324357143,34.4078,2012.23076923077,49,701.578159562858,738893.55612059
"Banteay Meanchey","2012","8","2012",0.000491636183481071,0.00042901055011744,0.000563403713129357,30.1916546428571,0.0280561,28.0561,28.9481398928572,8.6083478754,2012.26923076923,56,701.606773643533,739359.729719743
"Banteay Meanchey","2012","9","2012",0.000679176214815483,0.000613944498146227,0.000751338813465873,31.0812750714286,0.0307911,30.7911,28.6055058,40.92193263477,2012.30769230769,76,701.635387724208,739825.903318897
"Banteay Meanchey","2012","10","2012",0.000843830005311499,0.000735673625699605,0.000967887189359094,29.2422377214286,0.0895926,89.5926,30.3663906285714,28.0561,2012.34615384615,111,701.664001804884,740292.07691805
"Banteay Meanchey","2012","11","2012",0.000880738900447104,0.000767862248246819,0.00101020855307297,29.2656449857143,0.0659388,65.9388,30.4315202357143,30.7911,2012.38461538462,247,701.692615885559,740758.250517204
"Banteay Meanchey","2012","12","2012",0.000962140172781115,0.00086490007265583,0.00107031290821459,29.4822463714286,0.0398116,39.8116,29.5713427,89.5926,2012.42307692308,288,701.721229966234,741224.424116357
"Banteay Meanchey","2012","13","2012",0.00107512768015159,0.000959162800943257,0.00120511296673662,29.06212825,0.0321719,32.1719,30.1916546428571,65.9388,2012.46153846154,411,701.74984404691,741690.59771551
"Banteay Meanchey","2012","14","2012",0.00106832934804004,0.000901877466021714,0.00126550184352447,28.3599130071429,0.0631069,63.1069,31.0812750714286,39.8116,2012.5,831,701.778458127585,742156.771314664
"Banteay Meanchey","2012","15","2012",0.000721303631503785,0.000645091904356846,0.000806519079384919,29.2673358857143,0.0397131,39.7131,29.2422377214286,32.1719,2012.53846153846,383,701.806929812878,742622.944913817
"Banteay Meanchey","2012","16","2012",0.000899313743960744,0.00081687201749047,0.000990075792486215,28.1038321785715,0.0504102,50.4102,29.2656449857143,63.1069,2012.57692307692,672,701.834262335114,743089.11851297
"Banteay Meanchey","2012","17","2012",0.000818551535107505,0.000732107229910964,0.000915202839491611,28.8034199785715,0.0490248,49.0248,29.4822463714286,39.7131,2012.61538461538,575,701.861594857349,743555.292112124
"Banteay Meanchey","2012","18","2012",0.000813337548045791,0.000737225414067327,0.000897307600142943,27.42293645,0.1535079,153.5079,29.06212825,50.4102,2012.65384615385,226,701.888927379585,744021.465711277
"Banteay Meanchey","2012","19","2012",0.000679417731713201,0.000615888033181084,0.000749500606111936,27.3994098,0.1995552,199.5552,28.3599130071429,49.0248,2012.69230769231,387,701.91625990182,744487.63931043
"Banteay Meanchey","2012","20","2012",0.000770330462899305,0.000636453530135655,0.000932368183964942,27.6683032071429,0.121372,121.372,29.2673358857143,153.5079,2012.73076923077,179,701.943592424056,744953.812909584
"Banteay Meanchey","2012","21","2012",0.000470989995872721,0.000373076910306311,0.000594600121540765,27.7453462,0.0536295242402,53.6295242402,28.1038321785715,199.5552,2012.76923076923,353,701.970924946291,745419.986508737
"Banteay Meanchey","2012","22","2012",0.00076029643487635,0.000662446732203676,0.000872599472206258,28.0826258142857,0.0174648107251,17.4648107251,28.8034199785715,121.372,2012.80769230769,135,701.998257468527,745886.16010789
"Banteay Meanchey","2012","23","2012",0.000559413228631114,0.000498053051917832,0.00062833298413181,28.4207506,0.0457649,45.7649,27.42293645,53.6295242402,2012.84615384615,186,702.025589990762,746352.333707044
"Banteay Meanchey","2012","24","2012",0.000386143928423324,0.000352428914732479,0.000423084279481952,27.3163355214286,0.0359628,35.9628,27.3994098,17.4648107251,2012.88461538462,70,702.052922512998,746818.507306197
"Banteay Meanchey","2012","25","2012",0.000560203943760317,0.000503218807727109,0.000623642148873733,27.4973880714286,0.000939824231626,0.939824231626,27.6683032071429,45.7649,2012.92307692308,76,702.080255035233,747284.68090535
"Banteay Meanchey","2012","26","2012",0.000522529948045499,0.00047169695590891,0.00057884101897227,27.45533124,0.000561332347328,0.561332347328,27.7453462,35.9628,2012.96153846154,63,702.107587557469,747750.854504504
"Banteay Meanchey","2019","1","2019",9.81135477160062e-05,9.10510719687422e-05,0.000105723832100799,27.79712035,0.001643308976865,1.643308976865,28.1216883928572,19.043585612128,2019,14,699.471245928542,822714.489939572
"Banteay Meanchey","2019","2","2019",9.32305006109061e-05,8.58889555886161e-05,0.000101199580139175,27.3267186071429,0.0001324431745745,0.1324431745745,28.3831358785715,12.195262469112,2019.03846153846,20,699.342271302696,823176.205272094
