"year","corr","provname","comp_prov","full_ts_corr","dist_m","dist_km","dist_from_PP_m","dist_from_PP_km"
2002,0.619992911561721,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2003,0.918576445211997,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2004,0.819503131686044,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2005,0.882342516424331,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2006,0.979693559824258,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2007,0.965419771702375,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2008,0.9850751333502,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2009,0.962464544217177,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2010,0.946915609213361,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2011,0.991399793145951,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2012,0.884270594783245,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2013,0.96640388856698,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2014,-0.613081471192037,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2015,NA,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2016,NA,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2017,0.583953635596099,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2018,0.967440435959284,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2019,0.975827751898484,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2020,0.986148172063348,"Banteay Meanchey","Kampong Speu",0.875251987288093,278591.934064009,278.591934064009,312253.511127179,312.253511127179
2002,NA,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2003,NA,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2004,0.850781364002707,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2005,0.944438836720276,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2006,0.915151267000905,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2007,0.963988391172161,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2008,0.938559057725626,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2009,0.326102581322112,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2010,0.814935367427678,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2011,0.892156329078541,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2012,0.909964111866969,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2013,0.829514819762447,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2014,-0.449417721048926,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2015,0.740183076575568,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2016,0.910727196104641,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2017,0.944769792224754,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2018,0.877408887735489,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2019,0.879424632842482,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2020,0.964882701253717,"Banteay Meanchey","Kampong Thom",0.740546573714647,231317.925008435,231.317925008435,312253.511127179,312.253511127179
2002,NA,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2003,NA,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2004,0.620746217501082,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2005,0.719221847787068,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2006,0.452603599696036,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2007,0.92592185276081,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2008,0.958214830377871,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2009,0.888803883211225,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2010,0.927017021985585,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2011,0.985767284989235,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2012,0.882060690834446,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2013,0.781440322032342,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2014,-0.530240312197604,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2015,NA,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2016,NA,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2017,0.923116357658728,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2018,0.984684928954204,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2019,0.96935166835671,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2020,0.980870911937658,"Banteay Meanchey","Kampot",0.79067525192165,361757.125137751,361.757125137751,312253.511127179,312.253511127179
2002,0.930269235509317,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2003,0.969635831038183,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2004,0.815523213357625,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2005,0.965596835041105,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2006,0.894364454104457,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2007,0.991266306910356,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2008,0.950579100473406,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2009,0.578074758191894,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2010,0.990201079516797,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2011,0.962530722912963,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2012,0.935560037115866,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2013,0.973850634322385,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2014,-0.726944473438468,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2015,0.764752423247594,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2016,0.838728744914614,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2017,0.619151980402408,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2018,0.40122036598016,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2019,0.945977562199225,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2020,0.971190095954672,"Banteay Meanchey","Kandal",0.879843655727701,340557.561821772,340.557561821772,312253.511127179,312.253511127179
2002,0.498597964483324,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2003,NA,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2004,NA,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2005,NA,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2006,0.617088716674376,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2007,0.936544605898746,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2008,0.926993709883544,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2009,NA,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2010,NA,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2011,NA,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2012,NA,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2013,NA,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2014,NA,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2015,NA,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2016,0.0273076028407991,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2017,0.982213141525384,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2018,0.81106920591221,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2019,0.681329980618737,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2020,0.97398921286734,"Banteay Meanchey","Kep",0.461513667573108,390586.577131884,390.586577131884,312253.511127179,312.253511127179
2002,NA,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2003,NA,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2004,NA,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2005,0.155321262873044,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2006,-0.0135813712262803,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2007,0.935200985518604,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2008,0.729420196335891,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2009,0.553193752571785,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2010,0.911528395403463,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2011,0.274407216930865,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2012,0.245904029934623,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2013,0.0826883398988177,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2014,-0.377404645391303,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2015,NA,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2016,-0.662070576797285,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2017,0.963407890276599,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2018,0.785101984534446,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2019,0.599418616699744,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2020,0.940422114758574,"Banteay Meanchey","Koh Kong",0.410789136491752,262496.86777294,262.49686777294,312253.511127179,312.253511127179
2002,0.66590645049012,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2003,0.977366782012603,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2004,0.525713816096458,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2005,0.237565885317898,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2006,0.353517268042773,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2007,0.672581861002978,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2008,0.573588899716131,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2009,0.479368751341006,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2010,0.889757301725615,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2011,0.898830852730383,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2012,0.440820623669772,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2013,NA,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2014,0.391195165225909,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2015,0.657122567873589,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2016,0.853267544537701,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2017,-0.160996746552688,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2018,0.80623096046295,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2019,0.562696490361645,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2020,0.899051877003727,"Banteay Meanchey","Kratie",0.26530029265516,345524.628325948,345.524628325948,312253.511127179,312.253511127179
2002,NA,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2003,NA,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2004,NA,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2005,NA,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2006,NA,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2007,NA,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2008,NA,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2009,NA,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2010,NA,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2011,NA,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2012,NA,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2013,NA,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2014,NA,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2015,-0.0880637438628477,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2016,0.581232415785037,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2017,0.984566669392329,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2018,0.731278860267109,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2019,0.798260020168875,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2020,0.946174684142596,"Banteay Meanchey","Mondul Kiri",0.364647109519881,442082.51184599,442.08251184599,312253.511127179,312.253511127179
2002,NA,"Banteay Meanchey","Oddar Meanchey",0.666170780050378,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
2003,NA,"Banteay Meanchey","Oddar Meanchey",0.666170780050378,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
2004,NA,"Banteay Meanchey","Oddar Meanchey",0.666170780050378,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
2005,NA,"Banteay Meanchey","Oddar Meanchey",0.666170780050378,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
2006,0.860317585366947,"Banteay Meanchey","Oddar Meanchey",0.666170780050378,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
2007,0.879486140286019,"Banteay Meanchey","Oddar Meanchey",0.666170780050378,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
2008,0.9338520699895,"Banteay Meanchey","Oddar Meanchey",0.666170780050378,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
