"time","cases","births","pop","year","biweek","provname","model_predicted_absolute_cases","model_predicted_absolute_cases_lci","model_predicted_absolute_cases_uci","model_predicted_reported_cases","model_predicted_reported_cases_lci","model_predicted_reported_cases_uci","sim_type"
2002.65384615385,73,649.037571892952,635462.926259648,2002,18,"Banteay Meanchey",1167.67,910.27,1349.5,51.3204248431958,40.0074020245582,59.3120601932847,"TSIR-fit"
2002.69230769231,54,649.162861666347,635915.984441875,2002,19,"Banteay Meanchey",749.61,601.35,833.88,32.946212257494,26.430016596689,36.6499746231762,"TSIR-fit"
2002.73076923077,60,649.288151439742,636369.042624101,2002,20,"Banteay Meanchey",639.62,530.36,693.4,28.1120266327001,23.3099253383553,30.4757188129112,"TSIR-fit"
2002.76923076923,42,649.413441213137,636822.100806327,2002,21,"Banteay Meanchey",450.16,381.64,468.43,19.7850441027114,16.7735121542536,20.5880313866916,"TSIR-fit"
2002.80769230769,21,649.538730986533,637275.158988554,2002,22,"Banteay Meanchey",327.2,277.9,337.74,14.3808122232255,12.2140211394693,14.8440572135457,"TSIR-fit"
2002.84615384615,18,649.664020759928,637728.21717078,2002,23,"Banteay Meanchey",259.28,225.6,263.31,11.3956509573285,9.91537664290851,11.5727740418628,"TSIR-fit"
2002.88461538462,10,649.789310533323,638181.275353006,2002,24,"Banteay Meanchey",99.69,84.64,102.71,4.381488907498,3.72002428659475,4.51422134305467,"TSIR-fit"
2002.92307692308,10,649.914600306718,638634.333535233,2002,25,"Banteay Meanchey",127.74,109.04,131.41,5.61431831722133,4.79243204407244,5.775618992219,"TSIR-fit"
2002.96153846154,3,650.039890080113,639087.391717459,2002,26,"Banteay Meanchey",103.05,86.21,105.31,4.52916472983919,3.78902757262918,4.62849430081868,"TSIR-fit"
2003,14,650.165179853508,639539.027655765,2003,1,"Banteay Meanchey",92.43,76.52,96.69,4.06240364851079,3.36314104927021,4.24963549469337,"TSIR-fit"
2003.03846153846,14,650.290469626903,639965.063203502,2003,2,"Banteay Meanchey",88.86,71.57,92.75,3.90549808727327,3.14558291814256,4.07646801254328,"TSIR-fit"
2003.07692307692,10,650.478918112648,640391.098751239,2003,3,"Banteay Meanchey",65.05,50.42,69.81,2.85902150098049,2.21601635786989,3.06822891596384,"TSIR-fit"
2003.11538461538,4,650.70755850625,640817.134298976,2003,4,"Banteay Meanchey",52.49,42.4,60.19,2.30699521270509,1.8635282343055,2.64541897223698,"TSIR-fit"
2003.15384615385,9,650.936198899853,641243.169846714,2003,5,"Banteay Meanchey",131.33,106.46,141.76,5.77210290121088,4.67903810906046,6.23051326639499,"TSIR-fit"
2003.19230769231,12,651.164839293456,641669.205394451,2003,6,"Banteay Meanchey",125.79,103.83,133.16,5.52861359889832,4.5634466171684,5.8525334830217,"TSIR-fit"
2003.23076923077,19,651.393479687059,642095.240942188,2003,7,"Banteay Meanchey",172.07,140.55,182.24,7.56267224709781,6.17733238989712,8.00965531650552,"TSIR-fit"
2003.26923076923,41,651.622120080662,642521.276489925,2003,8,"Banteay Meanchey",176.8,143.32,184.03,7.77056112795312,6.2990770410534,8.08832785281229,"TSIR-fit"
2003.30769230769,19,651.850760474265,642947.312037662,2003,9,"Banteay Meanchey",315.06,262.49,324.26,13.8472454127427,11.5367341090295,14.2515958786769,"TSIR-fit"
2003.34615384615,42,652.079400867868,643373.347585399,2003,10,"Banteay Meanchey",422.23,363.59,432.29,18.5574888295003,15.9801941205457,18.9996372737718,"TSIR-fit"
2003.38461538462,76,652.308041261471,643799.383133136,2003,11,"Banteay Meanchey",793.61,682.7,796.01,34.880062311962,30.0054416405746,34.9855450422057,"TSIR-fit"
2003.42307692308,107,652.536681655073,644225.418680873,2003,12,"Banteay Meanchey",855.3,751.76,868.66,37.5914079906013,33.0407072033373,38.1785951889579,"TSIR-fit"
2003.46153846154,114,652.765322048676,644651.45422861,2003,13,"Banteay Meanchey",1218.18,1081.5,1243.14,53.5403968034498,47.5331553160707,54.6374171979844,"TSIR-fit"
2003.5,143,652.993962442279,645077.489776348,2003,14,"Banteay Meanchey",1768.89,1575.59,1803.41,77.7447277919966,69.248972893618,79.2619210620019,"TSIR-fit"
2003.53846153846,144,653.222602835882,645503.525324085,2003,15,"Banteay Meanchey",1966.08,1764.95,2017.06,86.4114526156452,77.5715603098465,88.6520816105719,"TSIR-fit"
2003.57692307692,108,653.451243229485,645929.560871822,2003,16,"Banteay Meanchey",1583.67,1415.64,1616.88,69.6040980854385,62.2189884342509,71.0637153651858,"TSIR-fit"
2003.61538461538,79,653.679883623088,646355.596419559,2003,17,"Banteay Meanchey",1431.83,1290.33,1456.43,62.9305573520199,56.7114713814013,64.0117553370179,"TSIR-fit"
2003.65384615385,52,653.908524016691,646781.631967296,2003,18,"Banteay Meanchey",1180.06,1069.81,1173.53,51.8649794380789,47.0193665175086,51.5779785095409,"TSIR-fit"
2003.69230769231,46,654.137164410294,647207.667515033,2003,19,"Banteay Meanchey",741.33,685.17,739.59,32.5822968381532,30.1140009504504,32.5058218587265,"TSIR-fit"
2003.73076923077,45,654.365804803897,647633.70306277,2003,20,"Banteay Meanchey",633.9,587.65,620.58,27.8606261256192,25.8278860115478,27.2751969727667,"TSIR-fit"
2003.76923076923,34,654.594445197499,648059.738610507,2003,21,"Banteay Meanchey",441.11,411.56,431.01,19.3872863074174,18.0885301912918,18.9433798176418,"TSIR-fit"
2003.80769230769,20,654.823085591102,648485.774158245,2003,22,"Banteay Meanchey",315.64,293.85,303.81,13.8727370725516,12.9150417842139,13.3527951147253,"TSIR-fit"
2003.84615384615,7,655.051725984705,648911.809705982,2003,23,"Banteay Meanchey",249.55,231.79,239.24,10.9680063884655,10.1874341846621,10.5148701597936,"TSIR-fit"
2003.88461538462,4,655.280366378308,649337.845253719,2003,24,"Banteay Meanchey",94.67,87.93,93.39,4.16085419673825,3.86462352930383,4.10459674060827,"TSIR-fit"
2003.92307692308,5,655.509006771911,649763.880801456,2003,25,"Banteay Meanchey",122.9,115.66,119.77,5.40159481122986,5.08338857499467,5.26402775053702,"TSIR-fit"
2003.96153846154,4,655.737647165514,650189.916349193,2003,26,"Banteay Meanchey",99.12,90.97,95.83,4.35643675906512,3.99823498761253,4.21183751635604,"TSIR-fit"
2004,2,655.966287559117,650614.279200125,2004,1,"Banteay Meanchey",90.25,80.01,90.46,3.96659016853942,3.5165305194996,3.97581990743574,"TSIR-fit"
2004.03846153846,2,656.19492795272,651024.424128216,2004,2,"Banteay Meanchey",87.63,75.18,90.13,3.85143818802337,3.30424652488414,3.96131603202723,"TSIR-fit"
2004.07692307692,2,656.423568346323,651434.569056307,2004,3,"Banteay Meanchey",62.92,53.7,66.19,2.7654055778892,2.36017608920296,2.90912579784625,"TSIR-fit"
2004.11538461538,3,656.669150563118,651844.713984398,2004,4,"Banteay Meanchey",54.88,42.34,56.23,2.41203843157278,1.86089116604941,2.47137246733486,"TSIR-fit"
2004.15384615385,2,656.974029161089,652254.858912489,2004,5,"Banteay Meanchey",128.36,105.46,137.63,5.64156802253429,4.63508697145891,6.04899506810061,"TSIR-fit"
2004.19230769231,4,657.27890775906,652665.00384058,2004,6,"Banteay Meanchey",120.37,103.86,132.29,5.29039843309795,4.56476515129644,5.81429599330836,"TSIR-fit"
2004.23076923077,2,657.583786357031,653075.148768671,2004,7,"Banteay Meanchey",160.63,144.05,176.35,7.05987123293614,6.33116137150253,7.75078311603242,"TSIR-fit"
2004.26923076923,3,657.888664955002,653485.293696761,2004,8,"Banteay Meanchey",165.11,150.74,175.45,7.25677232939106,6.62519448205686,7.71122709219103,"TSIR-fit"
2004.30769230769,11,658.193543552973,653895.438624852,2004,9,"Banteay Meanchey",293.45,271.57,309.67,12.8974613291733,11.9358104384515,13.6103487810704,"TSIR-fit"
2004.34615384615,3,658.498422150944,654305.583552943,2004,10,"Banteay Meanchey",401.2,371.51,417.24,17.6331964057398,16.3282871303499,18.3381726528686,"TSIR-fit"
2004.38461538462,10,658.803300748915,654715.728481034,2004,11,"Banteay Meanchey",753.34,694.09,767.57,33.1101500007478,30.5060450978562,33.7355746888177,"TSIR-fit"
2004.42307692308,11,659.108179346886,655125.873409125,2004,12,"Banteay Meanchey",825.83,750.58,843.26,36.2961679654837,32.9888448609675,37.0622362938787,"TSIR-fit"
2004.46153846154,11,659.413057944857,655536.018337216,2004,13,"Banteay Meanchey",1194.74,1084.59,1211.59,52.5101821380696,47.6689643312595,53.2507588066557,"TSIR-fit"
2004.5,9,659.717936542829,655946.163265307,2004,14,"Banteay Meanchey",1731.69,1579.23,1758.23,76.1097454732191,69.4089550344876,77.2762086651641,"TSIR-fit"
2004.53846153846,16,660.022815140799,656356.308193397,2004,15,"Banteay Meanchey",1932.95,1774,1965.99,84.955351426906,77.9693181051405,86.4074970132611,"TSIR-fit"
2004.57692307692,11,660.32769373877,656766.453121488,2004,16,"Banteay Meanchey",1557.34,1426.9,1590.46,68.4468646323898,62.7138782436443,69.9025263097529,"TSIR-fit"
2004.61538461538,19,660.632572336742,657176.598049579,2004,17,"Banteay Meanchey",1413.86,1310.72,1429.03,62.1407554093201,57.6076350770968,62.8074941667356,"TSIR-fit"
2004.65384615385,14,660.937450934713,657586.74297767,2004,18,"Banteay Meanchey",1162.58,1094.32,1166.38,51.0967135528039,48.0966089001225,51.2637278756898,"TSIR-fit"
2004.69230769231,7,661.242329532684,657996.887905761,2004,19,"Banteay Meanchey",737.91,696.45,735.24,32.4319839475559,30.6097697825959,32.3146344101598,"TSIR-fit"
2004.73076923077,12,661.547208130654,658407.032833852,2004,20,"Banteay Meanchey",628.86,593.25,614.96,27.6391123921075,26.0740123821165,27.028191579446,"TSIR-fit"
2004.76923076923,5,661.852086728626,658817.177761943,2004,21,"Banteay Meanchey",439.66,414.17,427.94,19.3235571578952,18.2032426604318,18.8084498252051,"TSIR-fit"
2004.80769230769,2,662.156965326597,659227.322690034,2004,22,"Banteay Meanchey",313.24,298.77,306.4,13.7672543423079,13.1312813812135,13.4666285611133,"TSIR-fit"
2004.84615384615,4,662.461843924568,659637.467618124,2004,23,"Banteay Meanchey",245.77,238.57,242.6,10.8018710883317,10.4854228976005,10.6625459821348,"TSIR-fit"
2004.88461538462,2,662.766722522539,660047.612546215,2004,24,"Banteay Meanchey",95.89,89.37,94.51,4.21447458461213,3.92791316745006,4.153822014722,"TSIR-fit"
2004.92307692308,3,663.07160112051,660457.757474306,2004,25,"Banteay Meanchey",123.33,113.73,122.69,5.42049380039852,4.99856287942369,5.39236507233353,"TSIR-fit"
2004.96153846154,3,663.376479718481,660867.902402397,2004,26,"Banteay Meanchey",98.86,89.95,100.86,4.34500946328872,3.95340482725895,4.43291173849181,"TSIR-fit"
2005,2,663.681358316452,661276.992964903,2005,1,"Banteay Meanchey",88.93,77.63,94.38,3.90857466690538,3.41192681200792,4.1481083668338,"TSIR-fit"
2005.03846153846,2,663.986236914423,661680.460244286,2005,2,"Banteay Meanchey",86.19,71.96,90.95,3.78814854987715,3.16272386180716,3.9973559648605,"TSIR-fit"
2005.07692307692,2,664.291115512394,662083.927523669,2005,3,"Banteay Meanchey",64.1,53.09,68.24,2.81726792025902,2.33336589526601,2.99922562992942,"TSIR-fit"
2005.11538461538,2,664.595994110365,662487.394803053,2005,4,"Banteay Meanchey",55.28,42.21,58.34,2.4296188866134,1.85517751816121,2.56410936767412,"TSIR-fit"
2005.15384615385,8,664.900872708336,662890.862082436,2005,5,"Banteay Meanchey",133.12,105.61,136.68,5.85077543751764,4.64167964209915,6.00724148737914,"TSIR-fit"
2005.19230769231,2,665.235856486156,663294.329361819,2005,6,"Banteay Meanchey",125.66,102.44,132.04,5.52289995101012,4.50235453590225,5.80330820890797,"TSIR-fit"
2005.23076923077,8,665.576861299947,663697.796641203,2005,7,"Banteay Meanchey",173.88,144.68,178.28,7.64222380615661,6.3588505881915,7.83560881160341,"TSIR-fit"
2005.26923076923,6,665.917866113738,664101.263920586,2005,8,"Banteay Meanchey",181.26,149.75,180.4,7.96658320165601,6.58168285583133,7.92878522331868,"TSIR-fit"
2005.30769230769,10,666.258870927528,664504.73119997,2005,9,"Banteay Meanchey",316.71,270.7,316.15,13.9197647897853,11.8975729487382,13.8951521527284,"TSIR-fit"
2005.34615384615,24,666.599875741319,664908.198479353,2005,10,"Banteay Meanchey",426.93,379.9,427.18,18.7640591762275,16.6970371748269,18.7750469606279,"TSIR-fit"
2005.38461538462,63,666.94088055511,665311.665758736,2005,11,"Banteay Meanchey",776.7,704.75,784.34,34.1368485751198,30.9745642246887,34.4726352663956,"TSIR-fit"
2005.42307692308,44,667.2818853689,665715.13303812,2005,12,"Banteay Meanchey",837.66,776.57,864.17,36.81610992331,34.1311349272316,37.981254581127,"TSIR-fit"
2005.46153846154,74,667.622890182691,666118.600317503,2005,13,"Banteay Meanchey",1202.91,1130.37,1237.19,52.8692629322743,49.6810474106582,54.3759079292552,"TSIR-fit"
2005.5,171,667.963894996482,666522.067596886,2005,14,"Banteay Meanchey",1743.2,1625.03,1788.82,76.6156230670129,71.4219171366383,78.6206739643954,"TSIR-fit"
2005.53846153846,234,668.304899810272,666925.53487627,2005,15,"Banteay Meanchey",1950.33,1806.56,2000.78,85.7192221984209,79.4003671454468,87.9365570904188,"TSIR-fit"
2005.57692307692,172,668.645904624063,667329.002155653,2005,16,"Banteay Meanchey",1559.5,1450.82,1598.36,68.5417990896091,63.7651894550732,70.2497402968051,"TSIR-fit"
2005.61538461538,159,668.986909437854,667732.469435037,2005,17,"Banteay Meanchey",1420.33,1323.72,1461.08,62.4251192696021,58.1789998659169,64.2161281268651,"TSIR-fit"
2005.65384615385,79,669.327914251644,668135.93671442,2005,18,"Banteay Meanchey",1169.24,1102.63,1183.39,51.3894281292302,48.4618428535913,52.0113367262921,"TSIR-fit"
2005.69230769231,82,669.668919065435,668539.403993803,2005,19,"Banteay Meanchey",743.65,701.57,742.63,32.6842634773888,30.8347996071158,32.6394333170352,"TSIR-fit"
2005.73076923077,27,670.009923879226,668942.871273187,2005,20,"Banteay Meanchey",629.61,593.54,618.51,27.6720757453086,26.0867582120209,27.1842181179315,"TSIR-fit"
2005.76923076923,22,670.350928693016,669346.33855257,2005,21,"Banteay Meanchey",437.49,412.56,424.64,19.2281831892998,18.1324813288933,18.66341107112,"TSIR-fit"
2005.80769230769,18,670.691933506807,669749.805831953,2005,22,"Banteay Meanchey",317.53,297.82,301.2,13.9558047226185,13.0895278004921,13.2380826455853,"TSIR-fit"
2005.84615384615,19,671.032938320598,670153.273111337,2005,23,"Banteay Meanchey",247.61,233.97,237.84,10.8827411815185,10.2832476646334,10.4533385671514,"TSIR-fit"
2005.88461538462,6,671.373943134388,670556.74039072,2005,24,"Banteay Meanchey",94.8,88.05,92.76,4.16656784462645,3.86989766581602,4.07690752391929,"TSIR-fit"
2005.92307692308,4,671.714947948179,670960.207670103,2005,25,"Banteay Meanchey",122.36,111.72,119.25,5.37786119692502,4.91022109284458,5.24117315898422,"TSIR-fit"
2005.96153846154,5,672.05595276197,671363.674949487,2005,26,"Banteay Meanchey",99.87,90.6,98.09,4.38940011226628,3.98197306669996,4.31116708733553,"TSIR-fit"
2006,3,672.396957575761,671766.103465268,2006,1,"Banteay Meanchey",89.18,79.65,92.2,3.91956245130577,3.50070810996304,4.05229488686243,"TSIR-fit"
2006.03846153846,4,672.737962389551,672164.63661754,2006,2,"Banteay Meanchey",84.41,74.35,88.45,3.7099155249464,3.26776708067486,3.88747812085664,"TSIR-fit"
2006.07692307692,2,673.078967203342,672563.169769811,2006,3,"Banteay Meanchey",62.94,52.73,65.66,2.76628460064123,2.31754348572946,2.88583169491743,"TSIR-fit"
2006.11538461538,2,673.419972017133,672961.702922083,2006,4,"Banteay Meanchey",53.01,43.39,55.19,2.32984980425789,1.90703986053103,2.42566328422926,"TSIR-fit"
2006.15384615385,4,673.760976830923,673360.236074355,2006,5,"Banteay Meanchey",125.35,109.94,134.16,5.50927509835364,4.83198806791383,5.89648462062325,"TSIR-fit"
2006.19230769231,3,674.101981644714,673758.769226627,2006,6,"Banteay Meanchey",123.09,105.69,130.26,5.40994552737415,4.64519573310727,5.72507518397722,"TSIR-fit"
2006.23076923077,5,674.4381750901,674157.302378899,2006,7,"Banteay Meanchey",167.78,149.74,175.15,7.37412186678719,6.58124334445532,7.69804175091057,"TSIR-fit"
2006.26923076923,8,674.768354324982,674555.83553117,2006,8,"Banteay Meanchey",174.44,154.73,178.36,7.66683644321347,6.80055952108703,7.83912490261153,"TSIR-fit"
2006.30769230769,17,675.098533559863,674954.368683442,2006,9,"Banteay Meanchey",314.6,286.2,308.07,13.827027889446,12.5788155815621,13.5400269609079,"TSIR-fit"
2006.34615384615,6,675.428712794745,675352.901835714,2006,10,"Banteay Meanchey",424,390.84,421.86,18.635282343055,17.1778626201878,18.5412269085877,"TSIR-fit"
2006.38461538462,10,675.758892029627,675751.434987986,2006,11,"Banteay Meanchey",789.71,727.3,789.61,34.7086528753159,31.9656623776035,34.7042577615558,"TSIR-fit"
2006.42307692308,34,676.089071264508,676149.968140258,2006,12,"Banteay Meanchey",858.89,785.74,861.82,37.7491925745908,34.5341668590378,37.8779694077633,"TSIR-fit"
2006.46153846154,26,676.41925049939,676548.501292529,2006,13,"Banteay Meanchey",1231.54,1129.72,1235.23,54.1275840018065,49.6524791712172,54.2897636995562,"TSIR-fit"
2006.5,37,676.749429734271,676947.034444801,2006,14,"Banteay Meanchey",1798.76,1637.82,1786.55,79.0575482721547,71.9840521865621,78.5209048820398,"TSIR-fit"
2006.53846153846,46,677.079608969153,677345.567597073,2006,15,"Banteay Meanchey",2001.77,1819.42,2001.11,87.9800687166443,79.9655787750026,87.9510609658273,"TSIR-fit"
2006.57692307692,56,677.409788204034,677744.100749345,2006,16,"Banteay Meanchey",1603.98,1464.03,1602.75,70.4967456901258,64.3457839827896,70.4426857908759,"TSIR-fit"
2006.61538461538,68,677.739967438916,678142.633901617,2006,17,"Banteay Meanchey",1454.39,1334.85,1454.72,63.9220950163107,58.6681760274221,63.9365988917192,"TSIR-fit"
2006.65384615385,76,678.070146673797,678541.167053888,2006,18,"Banteay Meanchey",1197.91,1095.72,1201.01,52.6495072442665,48.1581404927647,52.7857557708313,"TSIR-fit"
2006.69230769231,19,678.400325908679,678939.70020616,2006,19,"Banteay Meanchey",746.61,696.13,749.27,32.8143588446894,30.5957054185634,32.9312688707095,"TSIR-fit"
2006.73076923077,17,678.73050514356,679338.233358432,2006,20,"Banteay Meanchey",629.16,596.73,622.36,27.6522977333879,26.2269623409698,27.3534299976974,"TSIR-fit"
2006.76923076923,10,679.060684378442,679736.766510704,2006,21,"Banteay Meanchey",435.95,415.88,431.51,19.1604984373935,18.2783991057304,18.9653553864426,"TSIR-fit"
2006.80769230769,12,679.390863613324,680135.299662976,2006,22,"Banteay Meanchey",313.62,300.3,306.72,13.7839557745965,13.1985266217439,13.4806929251458,"TSIR-fit"
2006.84615384615,11,679.721042848205,680533.832815247,2006,23,"Banteay Meanchey",248.83,236.38,249.26,10.9363615693924,10.3891699062532,10.9552605585611,"TSIR-fit"
2006.88461538462,3,680.051222083086,680932.365967519,2006,24,"Banteay Meanchey",97.15,90.65,97.11,4.26985301799008,3.98417062358004,4.26809497248601,"TSIR-fit"
2006.92307692308,7,680.381401317968,681330.899119791,2006,25,"Banteay Meanchey",124.02,118.29,128.22,5.45082008534358,5.19898006688673,5.63541486327007,"TSIR-fit"
2006.96153846154,6,680.71158055285,681729.432272063,2006,26,"Banteay Meanchey",98.6,94.92,102.89,4.33358216751232,4.17184198113863,4.52213254782294,"TSIR-fit"
2007,5,681.041759787731,682126.886629329,2007,1,"Banteay Meanchey",114,114,114,5.01042968657611,5.01042968657611,5.01042968657611,"TSIR-prediction"
2007,5,681.041759787731,682126.886629329,2007,1,"Banteay Meanchey",114,114,114,5.01042968657611,5.01042968657611,5.01042968657611,"increased-S-climate-beta"
2007,5,681.041759787731,682126.886629329,2007,1,"Banteay Meanchey",114,114,114,5.01042968657611,5.01042968657611,5.01042968657611,"no-increase-S-climate-beta"
2007,5,681.041759787731,682126.886629329,2007,1,"Banteay Meanchey",114,114,114,5.01042968657611,5.01042968657611,5.01042968657611,"increased-S-standard-beta"
2007.03846153846,8,681.371939022613,682521.320360577,2007,2,"Banteay Meanchey",205.72,182.63,229.38,9.04162802738979,8.02679626017012,10.0815119430423,"increased-S-standard-beta"
2007.03846153846,8,681.371939022613,682521.320360577,2007,2,"Banteay Meanchey",116.78,101.81,129.42,5.1326138491084,4.47466531921328,5.68815622839193,"TSIR-prediction"
2007.03846153846,8,681.371939022613,682521.320360577,2007,2,"Banteay Meanchey",114.56,104.83,125.52,5.03504232363297,4.60739775476994,5.5167467917459,"no-increase-S-climate-beta"
2007.03846153846,8,681.371939022613,682521.320360577,2007,2,"Banteay Meanchey",216.02,197.09,234.93,9.49432474468571,8.66232970988846,10.3254407567309,"increased-S-climate-beta"
2007.07692307692,9,681.702118257494,682915.754091826,2007,3,"Banteay Meanchey",230.91,193.68,289.26,10.1487571835727,8.5124563306672,12.7133060626228,"increased-S-standard-beta"
2007.07692307692,9,681.702118257494,682915.754091826,2007,3,"Banteay Meanchey",115.77,96.87,136.41,5.08822320013084,4.25754669946164,5.99537468022672,"no-increase-S-climate-beta"
2007.07692307692,9,681.702118257494,682915.754091826,2007,3,"Banteay Meanchey",342.76,285.03,404.81,15.0646919243055,12.5273927505683,17.7918600124813,"increased-S-climate-beta"
2007.07692307692,9,681.702118257494,682915.754091826,2007,3,"Banteay Meanchey",89.93,69.53,107.49,3.95252580450692,3.05592259743541,4.72430778079005,"TSIR-prediction"
2007.11538461538,5,682.032297492376,683310.187823075,2007,4,"Banteay Meanchey",76.39,57.18,98.79,3.35742740138201,2.51312604805633,4.34193288365661,"TSIR-prediction"
2007.11538461538,5,682.032297492376,683310.187823075,2007,4,"Banteay Meanchey",263.49,205.06,358.75,11.580685246631,9.01262027657278,15.7674706145542,"increased-S-standard-beta"
2007.11538461538,5,682.032297492376,683310.187823075,2007,4,"Banteay Meanchey",800.67,616.27,1042.99,35.1903573434289,27.085767569704,45.8405970070352,"increased-S-climate-beta"
2007.11538461538,5,682.032297492376,683310.187823075,2007,4,"Banteay Meanchey",192.71,151.43,248.72,8.4698237271937,6.65552076700193,10.9315269442562,"no-increase-S-climate-beta"
2007.15384615385,5,682.362476727257,683704.621554323,2007,5,"Banteay Meanchey",172.92,132.82,227.4,7.60003071405913,5.83759009623718,9.99448869059129,"no-increase-S-climate-beta"
2007.15384615385,5,682.362476727257,683704.621554323,2007,5,"Banteay Meanchey",190.01,138.26,244.89,8.35115565566953,6.07668428478958,10.7631940872423,"TSIR-prediction"
2007.15384615385,5,682.362476727257,683704.621554323,2007,5,"Banteay Meanchey",805.84,616.63,1096.08,35.4175847248289,27.1015899792406,48.1739629023012,"increased-S-standard-beta"
2007.15384615385,5,682.362476727257,683704.621554323,2007,5,"Banteay Meanchey",896.12,674.75,1185.59,39.3854934274963,29.6560300966424,52.1080292290155,"increased-S-climate-beta"
2007.19230769231,15,682.692655962139,684099.055285572,2007,6,"Banteay Meanchey",899.78,673.95,1224.09,39.546354591118,29.6208691865611,53.800148026675,"increased-S-standard-beta"
2007.19230769231,15,682.692655962139,684099.055285572,2007,6,"Banteay Meanchey",180.31,89.27,367.56,7.92482962093454,3.9235180536899,16.1546801368238,"no-increase-S-climate-beta"
2007.19230769231,15,682.692655962139,684099.055285572,2007,6,"Banteay Meanchey",183.28,132.06,239.09,8.05536449961113,5.80418723166001,10.5082774891533,"TSIR-prediction"
2007.19230769231,15,682.692655962139,684099.055285572,2007,6,"Banteay Meanchey",1084.55,534.16,2233.26,47.6672062857554,23.4769396612412,98.1543175600259,"increased-S-climate-beta"
2007.23076923077,26,683.02283519702,684493.489016821,2007,7,"Banteay Meanchey",1360.61,1017.67,1837.2,59.8003573320379,44.7277542029641,80.7470300015581,"increased-S-standard-beta"
2007.23076923077,26,683.02283519702,684493.489016821,2007,7,"Banteay Meanchey",249.5,126.12,483.48,10.9658088315854,5.54311747430683,21.2494960075949,"no-increase-S-climate-beta"
2007.23076923077,26,683.02283519702,684493.489016821,2007,7,"Banteay Meanchey",1633.28,857.21,3152.93,71.7845140218511,37.6753546634202,138.574860278039,"increased-S-climate-beta"
2007.23076923077,26,683.02283519702,684493.489016821,2007,7,"Banteay Meanchey",245.75,184.73,333.22,10.8009920655796,8.11909364913337,14.6453980715868,"TSIR-prediction"
2007.26923076923,19,683.349908045693,684887.922748069,2007,8,"Banteay Meanchey",249.92,186.88,345.13,10.9842683093781,8.21358859497669,15.1688561204212,"TSIR-prediction"
