"time","cases","births","pop","year","biweek","provname","cases_per_100000","reconstructed_annual_period","reconstructed_multi_period","multi_period_mean","avg_wave_power_annual","avg_wave_power_multi"
2003.19230769231,12,651.164839293456,641669.205394451,2003,6,"Banteay Meanchey",1.8701224710672,-2.97034451330239,1.44752785842692,3.91642312805328,4.56305468469888,0.658008003327591
2003.23076923077,19,651.393479687059,642095.240942188,2003,7,"Banteay Meanchey",2.95906257958244,-1.75471467137324,1.28528795941859,3.90774783432588,4.55790706477331,0.666978464999325
2003.26923076923,41,651.622120080662,642521.276489925,2003,8,"Banteay Meanchey",6.38111164566904,-0.509389997191862,1.11561603155371,3.89907240308427,4.5393329450771,0.676034541548271
2003.30769230769,19,651.850760474265,642947.312037662,2003,9,"Banteay Meanchey",2.95514105810385,0.746595481553388,0.891430425592881,3.89040264819553,4.51347074757994,0.678807270903236
2003.34615384615,42,652.079400867868,643373.347585399,2003,10,"Banteay Meanchey",6.52809137301496,1.93860270207962,0.706445175764624,3.88174438150903,4.48065901497636,0.68796014302424
2003.38461538462,76,652.308041261471,643799.383133136,2003,11,"Banteay Meanchey",11.8049196676977,2.87180011522667,0.515130673594254,3.87310339834382,4.49760852725133,0.69719902791568
2003.42307692308,107,652.536681655073,644225.418680873,2003,12,"Banteay Meanchey",16.6090931679,3.70406779570398,0.317880328738624,3.86448546370313,4.45340447851947,0.706524165486696
2003.46153846154,114,652.765322048676,644651.45422861,2003,13,"Banteay Meanchey",17.6839746893013,4.30269821160988,0.115109419760821,3.85589629926769,4.40357098478537,0.715935786365202
2003.5,143,652.993962442279,645077.489776348,2003,14,"Banteay Meanchey",22.1678794046245,4.6356234990706,-0.0927457350315002,3.84734157121127,4.34862478309746,0.725434111653064
2003.53846153846,144,653.222602835882,645503.525324085,2003,15,"Banteay Meanchey",22.3081663152347,4.60313968809109,-0.305228676473676,3.83882687887388,4.33597515517896,0.735019352676646
2003.57692307692,108,653.451243229485,645929.560871822,2003,16,"Banteay Meanchey",16.7200893939938,4.28223579589483,-0.576658352108714,3.83035774431997,4.28841326837163,0.737737545816114
2003.61538461538,79,653.679883623088,646355.596419559,2003,17,"Banteay Meanchey",12.2223742530605,3.81412164190719,-0.797652099883965,3.82193960280109,4.22300406944005,0.74741923607148
2003.65384615385,52,653.908524016691,646781.631967296,2003,18,"Banteay Meanchey",8.03980778517677,3.05665658384625,-1.02169891289487,3.81357779413505,4.20155768183865,0.757188085962774
2003.69230769231,46,654.137164410294,647207.667515033,2003,19,"Banteay Meanchey",7.1074559695218,2.11160926954621,-1.24826962512682,3.80527755500639,4.1979253913022,0.767044270840719
2003.73076923077,45,654.365804803897,647633.70306277,2003,20,"Banteay Meanchey",6.94837217198354,1.12568801913173,-1.47682055398271,3.79704401218606,4.19516830231428,0.776987955041857
2003.76923076923,34,654.594445197499,648059.738610507,2003,21,"Banteay Meanchey",5.24642991599799,0.164616672309156,-1.78135370347738,3.78888217666188,4.19369026246896,0.809605623055546
2003.80769230769,20,654.823085591102,648485.774158245,2003,22,"Banteay Meanchey",3.08410774715307,-0.743075878600459,-2.05854505216114,3.78079693866537,4.16811825381436,0.82079297599349
2003.84615384615,7,655.051725984705,648911.809705982,2003,23,"Banteay Meanchey",1.07872901915156,-1.58631993267307,-2.53034682464005,3.77279306357523,4.10033214246208,0.839754955889373
2003.88461538462,4,655.280366378308,649337.845253719,2003,24,"Banteay Meanchey",0.616012146718025,-2.22341335546333,-3.01062205786776,3.76487518867258,4.10387108394311,0.868641709668871
2003.92307692308,5,655.509006771911,649763.880801456,2003,25,"Banteay Meanchey",0.769510301778042,-2.81245373959236,-3.45314690726244,3.75704782071888,4.04023947565381,0.893595252396768
2003.96153846154,4,655.737647165514,650189.916349193,2003,26,"Banteay Meanchey",0.615204865442999,-3.23039706013301,-4.00819101159311,3.74931533432351,3.96648600058045,0.931535503752092
2004,2,655.966287559117,650614.279200125,2004,1,"Banteay Meanchey",0.307401799182586,-3.39506578925994,-4.64631696950252,3.74168197106439,3.9359397807423,0.966910814940484
2004.03846153846,2,656.19492795272,651024.424128216,2004,2,"Banteay Meanchey",0.307208136265885,-3.28338815162034,-5.14053387982507,3.73415183932271,3.95568546596902,0.989232443061906
2004.07692307692,2,656.423568346323,651434.569056307,2004,3,"Banteay Meanchey",0.307014717210552,-3.2080133062687,-5.79248588035835,3.72672891478978,3.74862044883518,1.00662125711898
2004.11538461538,3,656.669150563118,651844.713984398,2004,4,"Banteay Meanchey",0.460232312334407,-2.88955707774769,-6.29473415191002,3.71941704160277,3.65688627070286,1.03031862488437
2004.15384615385,2,656.974029161089,652254.858912489,2004,5,"Banteay Meanchey",0.306628608843883,-2.60026432336097,-6.79171725062677,3.71221993406428,3.5610638204277,1.05481903119399
2004.19230769231,4,657.27890775906,652665.00384058,2004,6,"Banteay Meanchey",0.612871837230764,-2.11817286438232,-7.38895091009256,3.70514117889991,3.4808793562084,1.08133536400141
2004.23076923077,2,657.583786357031,653075.148768671,2004,7,"Banteay Meanchey",0.306243470413912,-1.4908414919935,-8.04484277688942,3.69818423800739,3.45264366704521,1.12103429971441
2004.26923076923,3,657.888664955002,653485.293696761,2004,8,"Banteay Meanchey",0.459076895675651,-0.927825660308907,-8.51392665063056,3.69135245165057,3.39440328879145,1.14850111778657
2004.30769230769,11,658.193543552973,653895.438624852,2004,9,"Banteay Meanchey",1.68222614048709,-0.444256620561765,-8.98970726641981,3.68464904205178,3.26330412385722,1.16175784546975
2004.34615384615,3,658.498422150944,654305.583552943,2004,10,"Banteay Meanchey",0.458501360130493,-0.0448753865824038,-9.26158581189631,3.67807711733659,3.17347125565758,1.18282786507122
2004.38461538462,10,658.803300748915,654715.728481034,2004,11,"Banteay Meanchey",1.52738044390661,0.389205380813649,-9.47415657152521,3.67163967578567,3.15812321875917,1.20406366785248
2004.42307692308,11,659.108179346886,655125.873409125,2004,12,"Banteay Meanchey",1.67906664146212,0.679282019628112,-9.62478508281507,3.66533961034945,3.12017109145947,1.22545746658209
2004.46153846154,11,659.413057944857,655536.018337216,2004,13,"Banteay Meanchey",1.67801611083122,0.849353437544914,-9.81973122951663,3.65917971338263,3.09261697991123,1.23806327006753
2004.5,9,659.717936542829,655946.163265307,2004,14,"Banteay Meanchey",1.37206382231095,0.883964533010593,-9.83133118164321,3.65316268155692,3.07319785657552,1.25955262880476
2004.53846153846,16,660.022815140799,656356.308193397,2004,15,"Banteay Meanchey",2.43770034663635,0.838237665625752,-9.77640822135869,3.64729112091194,3.0810343799489,1.28117474167474
2004.57692307692,11,660.32769373877,656766.453121488,2004,16,"Banteay Meanchey",1.67487239150524,0.592234943313812,-9.70434527044288,3.64156755200601,3.07282939325179,1.30209231893483
2004.61538461538,19,660.632572336742,657176.598049579,2004,17,"Banteay Meanchey",2.89115590183669,0.369104644762788,-9.56713583765936,3.63599441513041,3.08561405499765,1.30871262405031
2004.65384615385,14,660.937450934713,657586.74297767,2004,18,"Banteay Meanchey",2.12899669123582,0.00989966645653406,-9.30916070819165,3.6305740755524,3.1098796503537,1.33032788865224
2004.69230769231,7,661.242329532684,657996.887905761,2004,19,"Banteay Meanchey",1.0638348187754,-0.410404018826229,-8.99066730982216,3.62530882875452,3.15843541948415,1.35203965248049
2004.73076923077,12,661.547208130654,658407.032833852,2004,20,"Banteay Meanchey",1.82258077474518,-0.927886302667421,-8.62121995748586,3.62020090563936,3.20540538456468,1.36434121525127
2004.76923076923,5,661.852086728626,658817.177761943,2004,21,"Banteay Meanchey",0.758935888251338,-1.53080714786325,-8.19132351438684,3.61525247767135,3.26009859867667,1.38606753784033
2004.80769230769,2,662.156965326597,659227.322690034,2004,22,"Banteay Meanchey",0.30338548345339,-2.24743231968178,-7.71159687555959,3.61046566192873,3.2938966207173,1.3980982037658
2004.84615384615,4,662.461843924568,659637.467618124,2004,23,"Banteay Meanchey",0.606393692954335,-2.87459165606839,-7.15734527738624,3.60584252604111,3.34859859617246,1.41843587759299
2004.88461538462,2,662.766722522539,660047.612546215,2004,24,"Banteay Meanchey",0.30300844393403,-3.52861254883951,-6.643979345102,3.60138509298971,3.3803635563642,1.42349697285273
2004.92307692308,3,663.07160112051,660457.757474306,2004,25,"Banteay Meanchey",0.454230413080841,-4.16659431710838,-5.99288885425722,3.59709534574942,3.40507710723887,1.44307945950956
2004.96153846154,3,663.376479718481,660867.902402397,2004,26,"Banteay Meanchey",0.453948510601643,-4.68975231645834,-5.36787711852665,3.59297523175342,3.42965464932576,1.4645203803764
2005,2,663.681358316452,661276.992964903,2005,1,"Banteay Meanchey",0.302445120770465,-4.91182571317259,-4.63284471594805,3.58902666716282,3.49552008800385,1.47349883336441
2005.03846153846,2,663.986236914423,661680.460244286,2005,2,"Banteay Meanchey",0.302260701375649,-5.04644656161384,-3.92401906564175,3.58525154092538,3.52313197702003,1.47485971582948
2005.07692307692,2,664.291115512394,662083.927523669,2005,3,"Banteay Meanchey",0.302076506747477,-4.89690267195528,-3.27188199117614,3.58165171860891,3.57915042857818,1.49587941400371
2005.11538461538,2,664.595994110365,662487.394803053,2005,4,"Banteay Meanchey",0.301892536475289,-4.47663862657074,-2.59604324838004,3.57822904599601,3.63640425484446,1.50676720049296
2005.15384615385,8,664.900872708336,662890.862082436,2005,5,"Banteay Meanchey",1.20683516059769,-3.70727780767218,-1.9751651016979,3.57498535242833,3.71410060132414,1.52762783584425
2005.19230769231,2,665.235856486156,663294.329361819,2005,6,"Banteay Meanchey",0.301525267361215,-2.67725129059106,-1.38249173105537,3.57192245388955,3.79429601102668,1.54845856948289
2005.23076923077,8,665.576861299947,663697.796641203,2005,7,"Banteay Meanchey",1.20536787081197,-1.47094888157349,-0.825213177197664,3.56904215581691,3.83543033601221,1.5692479724688
2005.26923076923,6,665.917866113738,664101.263920586,2005,8,"Banteay Meanchey",0.903476672304224,0.0669734495886963,-0.30999654953686,3.56634625563237,3.93364930032961,1.58998440708247
2005.30769230769,10,666.258870927528,664504.73119997,2005,9,"Banteay Meanchey",1.50488018075385,1.70318554847907,0.157118298264702,3.56383654498485,4.03204355377822,1.61065603551656
2005.34615384615,24,666.599875741319,664908.198479353,2005,10,"Banteay Meanchey",3.60952084135646,3.34582659034322,0.570815191667322,3.5615148116954,4.11643873065003,1.63125082967069
2005.38461538462,63,666.94088055511,665311.665758736,2005,11,"Banteay Meanchey",9.46924625591127,4.94795354731402,0.92658851343973,3.55938284139781,4.21457150060824,1.65175658210127
2005.42307692308,44,667.2818853689,665715.13303812,2005,12,"Banteay Meanchey",6.60943364757197,6.43985014328896,1.2208190175893,3.55744241886711,4.28260760107875,1.6721609181737
2005.46153846154,74,667.622890182691,666118.600317503,2005,13,"Banteay Meanchey",11.1091328127946,7.63644036427302,1.4508372126291,3.55569532902844,4.3789229106402,1.69245130946079
2005.5,171,667.963894996482,666522.067596886,2005,14,"Banteay Meanchey",25.655564656176,8.51060125372081,1.61497312589041,3.55414335763893,4.47457483349254,1.71261508842567
2005.53846153846,234,668.304899810272,666925.53487627,2005,15,"Banteay Meanchey",35.0863758790421,8.90938470714633,1.71259146154324,3.55278829163454,4.58472241511237,1.73263946442251
2005.57692307692,172,668.645904624063,667329.002155653,2005,16,"Banteay Meanchey",25.7743930571567,9.06198097912666,1.65995899130174,3.55163191913389,4.6469303360387,1.74388441912568
2005.61538461538,159,668.986909437854,667732.469435037,2005,17,"Banteay Meanchey",23.8119317658056,8.69082366224181,1.62769588921141,3.55067602909026,4.72920584832504,1.76346988832923
2005.65384615385,79,669.327914251644,668135.93671442,2005,18,"Banteay Meanchey",11.8239411561194,7.84757481328395,1.53355720138165,3.54992241058229,4.83916339540158,1.78287899466902
2005.69230769231,82,669.668919065435,668539.403993803,2005,19,"Banteay Meanchey",12.2655447846661,6.79573572195573,1.43725730512193,3.54937285173328,4.92951768413541,1.79914407072091
2005.73076923077,27,670.009923879226,668942.871273187,2005,20,"Banteay Meanchey",4.03621910920605,5.41384499637301,1.2198184292549,3.54902913824801,5.02786877655393,1.81818394152201
2005.76923076923,22,670.350928693016,669346.33855257,2005,21,"Banteay Meanchey",3.28678872698011,3.76500158811467,0.98296852774598,3.54889305155482,5.14412788524471,1.83340505001693
2005.80769230769,18,670.691933506807,669749.805831953,2005,22,"Banteay Meanchey",2.68757076795874,2.10765915649875,0.661822016706003,3.54896636653991,5.20707454437241,1.85203687566743
2005.84615384615,19,671.032938320598,670153.273111337,2005,23,"Banteay Meanchey",2.83517230495469,0.322441194685084,0.307152655612264,3.54925084885913,5.31170110761292,1.86619159606377
2005.88461538462,6,671.373943134388,670556.74039072,2005,24,"Banteay Meanchey",0.894778866364675,-1.37827516872387,-0.0900553636416873,3.54974825181174,5.436214360168,1.88437800099977
2005.92307692308,4,671.714947948179,670960.207670103,2005,25,"Banteay Meanchey",0.596160540412661,-2.90718043015921,-0.530966742013357,3.55046031275884,5.50500703827687,1.89744831228447
2005.96153846154,5,672.05595276197,671363.674949487,2005,26,"Banteay Meanchey",0.744752834650489,-4.28827042201799,-1.03425136541108,3.55138874906804,5.61980409739021,1.90556309581343
2006,3,672.396957575761,671766.103465268,2006,1,"Banteay Meanchey",0.446584009601656,-5.3892346083914,-1.47162192389629,3.55253525356415,5.7386336420826,1.92289916237436
2006.03846153846,4,672.737962389551,672164.63661754,2006,2,"Banteay Meanchey",0.595092300619794,-6.21525370031822,-1.90027910899254,3.55390148946466,5.78249831176749,1.93995588101936
2006.07692307692,2,673.078967203342,672563.169769811,2006,3,"Banteay Meanchey",0.297369836752214,-6.61850565115798,-2.31063375594575,3.55548908477666,5.90968354020272,1.95672159129734
2006.11538461538,2,673.419972017133,672961.702922083,2006,4,"Banteay Meanchey",0.297193732023049,-6.68588847493408,-2.69323397223872,3.557299626131,5.95869390101903,1.97318488106096
2006.15384615385,4,673.760976830923,673360.236074355,2006,5,"Banteay Meanchey",0.594035671503226,-6.33163651486724,-3.12710297043839,3.55933465202757,6.09596776020967,1.98417623153242
2006.19230769231,3,674.101981644714,673758.769226627,2006,6,"Banteay Meanchey",0.44526322135199,-5.64637334044434,-3.43534287747642,3.56159564546439,6.19226738198585,2.00006068501358
2006.23076923077,5,674.4381750901,674157.302378899,2006,7,"Banteay Meanchey",0.741666667757881,-4.70026739125668,-3.68883196908844,3.56408402592184,6.29300235955976,2.01561576435189
2006.26923076923,8,674.768354324982,674555.83553117,2006,8,"Banteay Meanchey",1.1859655759557,-3.58928006261563,-3.87997564508395,3.56680114067232,6.42879585605612,2.03083141234723
2006.30769230769,17,675.098533559863,674954.368683442,2006,9,"Banteay Meanchey",2.5186887867931,-2.31749904030648,-4.03468659061049,3.56974825538423,6.54120494971936,2.03513775171207
2006.34615384615,6,675.428712794745,675352.901835714,2006,10,"Banteay Meanchey",0.888424405031957,-0.947732764025609,-4.0778226794884,3.57292654398879,6.60125469968369,2.04957222234387
2006.38461538462,10,675.758892029627,675751.434987986,2006,11,"Banteay Meanchey",1.47983407540641,0.343652874058706,-4.0410333989263,3.57633707777707,6.77640925261402,2.06364351149748
2006.42307692308,34,676.089071264508,676149.968140258,2006,12,"Banteay Meanchey",5.02847025098834,1.57015303481128,-3.9205803256107,3.57998081369473,6.84800195329711,2.07734357104931
2006.46153846154,26,676.41925049939,676548.501292529,2006,13,"Banteay Meanchey",3.84303563607452,2.57412129861273,-3.83444763396155,3.58385858180143,6.92518077462622,2.08553557303514
2006.5,37,676.749429734271,676947.034444801,2006,14,"Banteay Meanchey",5.46571564942974,3.25421853808993,-3.53912150930672,3.58797107186271,7.00898872119704,2.09856580813907
2006.53846153846,46,677.079608969153,677345.567597073,2006,15,"Banteay Meanchey",6.79121591703744,3.52858967100001,-3.15479925911134,3.59231881904234,7.18856043808602,2.11120939156079
2006.57692307692,56,677.409788204034,677744.100749345,2006,16,"Banteay Meanchey",8.26270563448414,3.52578184981999,-2.68260194226839,3.59690218866483,7.21798176960937,2.12346071747418
2006.61538461538,68,677.739967438916,678142.633901617,2006,17,"Banteay Meanchey",10.0273890182615,2.96328248704286,-2.12491075982763,3.60172136001931,7.2961090053767,2.12406594608615
2006.65384615385,76,678.070146673797,678541.167053888,2006,18,"Banteay Meanchey",11.2004994965861,1.91329201853164,-1.48112505717459,3.60677630917849,7.42472639240835,2.13547079680499
2006.69230769231,19,678.400325908679,678939.70020616,2006,19,"Banteay Meanchey",2.79848121920557,0.544006531728185,-0.760207290613928,3.61206679080957,7.49521297948277,2.14647513173894
2006.73076923077,17,678.73050514356,679338.233358432,2006,20,"Banteay Meanchey",2.50243533562912,-1.21785185284865,-0.0507633171678904,3.61759231895776,7.58605809411541,2.15209657400342
2006.76923076923,10,679.060684378442,679736.766510704,2006,21,"Banteay Meanchey",1.47115773232821,-2.06468994197824,0.814689795674678,3.62335214678801,7.2815783476263,2.16241336104525
2006.80769230769,12,679.390863613324,680135.299662976,2006,22,"Banteay Meanchey",1.76435482850931,-4.50127819921111,1.73737224728115,3.62934524527627,7.41023226460422,2.17232910901998
2006.84615384615,11,679.721042848205,680533.832815247,2006,23,"Banteay Meanchey",1.61637812399348,-7.29025986014838,2.70843538816476,3.63557028084827,7.57482244944327,2.18184376780975
2006.88461538462,3,680.051222083086,680932.365967519,2006,24,"Banteay Meanchey",0.440572390142944,-10.4186734867137,3.68120227769618,3.64202559197203,7.66033555164126,2.18573732589842
2006.92307692308,7,680.381401317968,681330.899119791,2006,25,"Banteay Meanchey",1.0274009308903,-12.739398896997,4.76273311569155,3.64870916471936,7.94881776888352,2.18297430739779
2006.96153846154,6,680.71158055285,681729.432272063,2006,26,"Banteay Meanchey",0.880114560992804,-14.5463588115705,5.8255779657559,3.65561860732233,8.17890502949928,2.1858429375109
2007,5,681.041759787731,682126.886629329,2007,1,"Banteay Meanchey",0.733001454422515,-16.1345164487045,6.91728377922098,3.66275112376266,8.44765329906277,2.19401630940106
2007.03846153846,8,681.371939022613,682521.320360577,2007,2,"Banteay Meanchey",1.17212455660339,-16.5639643745024,8.00507228395307,3.67010348644563,8.61557906716226,2.20181405526676
2007.07692307692,9,681.702118257494,682915.754091826,2007,3,"Banteay Meanchey",1.31787851518649,-17.3329473227465,9.10663691231986,3.67767200802521,8.99206556494534,2.20334066289907
2007.11538461538,5,682.032297492376,683310.187823075,2007,4,"Banteay Meanchey",0.731732101921275,-17.5478083610098,10.1640072913105,3.68545251246429,9.4085451549363,2.2105304603098
2007.15384615385,5,682.362476727257,683704.621554323,2007,5,"Banteay Meanchey",0.731309960818033,-17.4032314311794,11.1833458448083,3.69344030543216,9.85050704100555,2.21736712468484
2007.19230769231,15,682.692655962139,684099.055285572,2007,6,"Banteay Meanchey",2.19266491951789,-16.6409848352525,12.2176965272863,3.70163014416222,10.2747826042869,2.21762454208988
2007.23076923077,26,683.02283519702,684493.489016821,2007,7,"Banteay Meanchey",3.79842911834638,-14.7989394750562,13.1391878900297,3.7100162069148,10.5882529836759,2.22390491268546
2007.26923076923,19,683.349908045693,684887.922748069,2007,8,"Banteay Meanchey",2.77417652858642,-8.88790340776139,14.0740520159605,3.71859206221438,11.0070530951671,2.22317660425655
2007.30769230769,58,683.624172328813,685282.356479318,2007,9,"Banteay Meanchey",8.46366456856977,0.398634998963692,14.8563158849795,3.72735063805575,11.3547061082917,2.22894092164438
2007.34615384615,79,683.898436611932,685676.790210567,2007,10,"Banteay Meanchey",11.5214633378125,12.5907560002498,15.5515085954332,3.7362841913014,11.6320773771028,2.23440854281754
2007.38461538462,245,684.172700895052,686071.223941815,2007,11,"Banteay Meanchey",35.7105780639443,26.3676389033574,16.2551224603786,3.7453842775211,11.8577460555901,2.23257187953193
2007.42307692308,320,684.446965178172,686465.657673064,2007,12,"Banteay Meanchey",46.6155876005094,38.9848062551919,16.7609817577896,3.75464172155457,11.9597506160486,2.23759844479043
2007.46153846154,435,684.721229461292,686860.091404313,2007,13,"Banteay Meanchey",63.3316748845642,46.8500908203548,17.2690829047102,3.76404658910938,12.0226424880548,2.23490536195012
2007.5,329,684.995493744411,687254.525135561,2007,14,"Banteay Meanchey",47.8716382311349,47.8400819824001,17.561159627184,3.77358815973772,11.9968412164069,2.23954570823078
2007.53846153846,361,685.269758027531,687648.95886681,2007,15,"Banteay Meanchey",52.4977163631425,42.0599465951777,17.7391436883556,3.78325490156758,11.8863366287207,2.24396761704159
2007.57692307692,228,685.544022310651,688043.392598059,2007,16,"Banteay Meanchey",33.137444883973,31.5286173403941,17.9107296309344,3.7930344481955,11.6734264616001,2.24037428690231
2007.61538461538,170,685.818286593771,688437.826329308,2007,17,"Banteay Meanchey",24.6935879317419,18.9421680490419,17.856399349306,3.80291357817848,11.4101084218271,2.24450760721984
2007.65384615385,120,686.092550876891,688832.260060556,2007,18,"Banteay Meanchey",17.4207868820561,6.6195736506699,17.6856985504914,3.8128781975919,11.0531950031891,2.24847916137614
2007.69230769231,69,686.36681516001,689226.693791805,2007,19,"Banteay Meanchey",10.0112199108822,-2.77327495136451,17.4005210654681,3.82291332614658,10.7187853266649,2.25230920506996
2007.73076923077,41,686.64107944313,689621.127523054,2007,20,"Banteay Meanchey",5.94529348995755,-9.61695683943029,17.00384604028,3.83300308738174,10.3453710013486,2.25601882342814
2007.76923076923,33,686.91534372625,690015.561254302,2007,21,"Banteay Meanchey",4.78250083809893,-13.7554247209986,16.499671176652,3.84313070346935,9.99451663640654,2.25962989868406
2007.80769230769,22,687.18960800937,690409.994985551,2007,22,"Banteay Meanchey",3.1865123853632,-16.1511258042925,15.8929343335628,3.85327849517936,9.63497622539798,2.26316507538579
2007.84615384615,24,687.463872292489,690804.4287168,2007,23,"Banteay Meanchey",3.47421050044237,-17.3629520898379,15.1894251185681,3.86342788756248,9.30073671761368,2.26664772321953
2007.88461538462,14,687.738136575609,691198.862448048,2007,24,"Banteay Meanchey",2.02546629640211,-17.7183286522796,14.3956882230271,3.87355942190697,8.89525538614849,2.27010189754174
2007.92307692308,7,688.012400858729,691593.296179297,2007,25,"Banteay Meanchey",1.01215556001937,-17.3532129559897,13.5817313205289,3.88365277451696,8.4848994864087,2.26588204202618
2007.96153846154,5,688.286665141849,691987.729910546,2007,26,"Banteay Meanchey",0.722556164492448,-17.1955849391387,12.5107217872965,3.893686782841,8.11918149483465,2.27382910358621
