"time","cases","births","pop","year","biweek","provname","cases_per_100000","reconstructed_annual_period","reconstructed_multi_period","multi_period_mean","avg_wave_power_annual","avg_wave_power_multi"
2011.38461538462,41,741.281665255808,770948.260665323,2011,11,"Kampong Speu",5.31812601336143,3.72056818333805,-2.32459694330152,4.35448626372372,11.0499726845699,3.0785779847914
2011.42307692308,73,741.339223608886,771421.054465794,2011,12,"Kampong Speu",9.46305517296935,5.2769973727859,-1.83772259789968,4.35134579860483,11.1719715960274,3.05669544287925
2011.46153846154,81,741.396781961965,771893.848266265,2011,13,"Kampong Speu",10.4936708825873,6.51543911292469,-1.26544602070715,4.34802761544575,11.4160520902983,3.03579452488713
2011.5,104,741.440692807517,772366.642066735,2011,14,"Kampong Speu",13.4651076749912,7.42233104808814,-0.684090955608144,4.34455391358283,11.5429031241177,3.02987413771087
2011.53846153846,126,741.470956145543,772839.435867206,2011,15,"Kampong Speu",16.3035158601366,7.79865475096405,-0.11530409476328,4.34094663007578,11.3815426998801,3.00894387367473
2011.57692307692,133,741.501219483569,773312.229667676,2011,16,"Kampong Speu",17.1987452024592,7.38225523887814,0.527891801473244,4.3372273685629,11.1680440469517,2.98879256051932
2011.61538461538,129,741.531482821594,773785.023468147,2011,17,"Kampong Speu",16.6712970770376,6.55362170958691,1.14337496393353,4.33341733460197,11.5410586859905,2.96865040237689
2011.65384615385,74,741.56174615962,774257.817268618,2011,18,"Kampong Speu",9.55753992398203,5.23075739207455,1.82092382644836,4.32953727747704,11.7956626610644,2.94916319652022
2011.69230769231,55,741.592009497646,774730.611069088,2011,19,"Kampong Speu",7.09924188023278,3.45936636648971,2.47251097399461,4.3256074383816,12.1162165758439,2.92984492473073
2011.73076923077,52,741.622272835671,775203.404869559,2011,20,"Kampong Speu",6.70791687360427,1.28130104637076,3.17214713763873,4.32164750482803,12.4286815194786,2.91108174170392
2011.76923076923,25,741.652536173697,775676.198670029,2011,21,"Kampong Speu",3.22299434259616,-1.226870462496,3.83206874064243,4.31767657107994,12.6538406913288,2.88473841097099
2011.80769230769,15,741.682799511723,776148.9924705,2011,22,"Kampong Speu",1.93261862677353,-3.89001675986171,4.55005537978349,4.31371310436023,12.8660686743508,2.8541008213987
2011.84615384615,22,741.713062849748,776621.786270971,2011,23,"Kampong Speu",2.83278172064104,-6.52384301281915,5.27595211600373,4.30977491655078,13.143258085626,2.82457797085163
2011.88461538462,21,741.743326187774,777094.580071441,2011,24,"Kampong Speu",2.70237375713898,-9.01527288038736,6.05061341937608,4.30587914107164,13.3267103596531,2.77255110589476
2011.92307692308,4,741.7735895258,777567.373871912,2011,25,"Kampong Speu",0.514424876146992,-11.1479571097283,6.74549119318994,4.30204221460532,13.5740444302,2.76223998154015
2011.96153846154,9,741.803852863825,778040.167672382,2011,26,"Kampong Speu",1.15675261688928,-12.7913919072494,7.42110524703463,4.29827986331779,13.8048746898887,2.75891237921874
2012,13,741.834116201851,778523.618891687,2012,1,"Kampong Speu",1.66982730960776,-13.8214820443998,8.07568262061178,4.29460709321815,13.9363504885088,2.75543429628481
2012.03846153846,6,741.864379539877,779016.661787941,2012,2,"Kampong Speu",0.770201754893053,-14.0545220860975,8.70530958392448,4.29103818429626,14.1921849465741,2.75179428319508
2012.07692307692,7,741.894642877902,779509.704684196,2012,3,"Kampong Speu",0.898000365862786,-13.4396935469411,9.30618511917137,4.28758668807822,14.3745090797639,2.74798126686418
2012.11538461538,10,741.924906215928,780002.74758045,2012,4,"Kampong Speu",1.2820467659915,-12.0872149272297,9.87465015253097,4.28426542824586,14.2337965364003,2.74398457309741
2012.15384615385,10,741.955169553954,780495.790476705,2012,5,"Kampong Speu",1.28123689096289,-10.3762693960256,10.4072159574912,4.28108650397455,14.2288959874314,2.73979394808304
2012.19230769231,29,741.985432891979,780988.833372959,2012,6,"Kampong Speu",3.7132413116272,-8.37495031648569,10.9005914717317,4.27806129565639,14.0064412462961,2.73539957889712
2012.23076923077,50,742.015696230005,781481.876269214,2012,7,"Kampong Speu",6.39810103321902,-5.68524052154666,11.4039852169913,4.27520047268934,13.9254319001563,2.72421474229647
2012.26923076923,39,742.045959568031,781974.919165469,2012,8,"Kampong Speu",4.98737223460072,-2.27643716001445,11.814340357965,4.27251400302972,13.8897941347734,2.71948724934568
2012.30769230769,64,742.076222906056,782467.962061723,2012,9,"Kampong Speu",8.17924862142171,1.51004297493814,12.1765848791501,4.27001116422244,13.559252266403,2.71452579965531
2012.34615384615,90,742.106486244082,782961.004957978,2012,10,"Kampong Speu",11.4948253399708,6.17384509540668,12.4884135538698,4.26770055564229,13.3858855891009,2.70932229357165
2012.38461538462,152,742.136749582108,783454.047854232,2012,11,"Kampong Speu",19.4012655134409,10.9702793447579,12.8129584474477,4.26559011169863,13.3438828570025,2.69743222903254
2012.42307692308,214,742.167012920133,783947.090750487,2012,12,"Kampong Speu",27.2977605918703,15.3327751939215,13.0843479978622,4.26368711577508,13.198836968676,2.68628598111855
2012.46153846154,278,742.197276258159,784440.133646741,2012,13,"Kampong Speu",35.4392882357537,18.7162787305936,13.3744888607109,4.26199821469548,13.0168144727964,2.66857087940413
2012.5,257,742.227539596185,784933.176542996,2012,14,"Kampong Speu",32.7416406491926,20.4962979159911,13.6111555248232,4.2605294335265,12.8474827144706,2.64998040816809
2012.53846153846,226,742.257652331448,785426.219439251,2012,15,"Kampong Speu",28.7741858377673,20.3371444728138,13.7906568313845,4.25928619054608,12.8269061514157,2.63226777149974
2012.57692307692,163,742.286560244615,785919.262335505,2012,16,"Kampong Speu",20.7400438965722,18.7340500298067,13.7706541632684,4.25827331222496,12.7683139987586,2.62619218159634
2012.61538461538,180,742.315468157782,786412.30523176,2012,17,"Kampong Speu",22.8887568013007,15.9703858816617,13.7530335025902,4.25749504808629,12.7442090952309,2.61343742069203
2012.65384615385,170,742.344376070948,786905.348128014,2012,18,"Kampong Speu",21.6036147682077,12.400754677331,13.6045119123719,4.25695508532475,13.1862720391147,2.60675457236667
2012.69230769231,100,742.373283984115,787398.391024269,2012,19,"Kampong Speu",12.7000513513772,8.9939323255234,13.3927886385279,4.25665656308263,13.0948994858752,2.59970153944674
2012.73076923077,114,742.402191897282,787891.433920523,2012,20,"Kampong Speu",14.4689985310209,5.63519927913952,13.2391215400288,4.25660208629502,13.0275295000273,2.58079618921105
2012.76923076923,116,742.431099810448,788384.476816778,2012,21,"Kampong Speu",14.7136331842006,3.15373629168066,12.8980089787118,4.25679373903039,13.4539644036973,2.5731158830423
2012.80769230769,81,742.460007723615,788877.519713032,2012,22,"Kampong Speu",10.2677536088828,0.221185849832159,12.4970739481943,4.25723309726567,13.4625528591272,2.56420600082616
2012.84615384615,50,742.488915636782,789370.562609287,2012,23,"Kampong Speu",6.33416070580635,-2.82178434181192,12.0434066503816,4.25792124104711,13.180234768233,2.5558072725599
2012.88461538462,31,742.517823549949,789863.605505542,2012,24,"Kampong Speu",3.92472824218288,-5.45732818685169,11.537565387102,4.25885876599914,12.931313615548,2.54702840198014
2012.92307692308,20,742.546731463115,790356.648401796,2012,25,"Kampong Speu",2.53050316467162,-7.63562865376914,10.9501606716295,4.26004579415385,12.6641067686652,2.54249182308226
2012.96153846154,36,742.575639376282,790849.691298051,2012,26,"Kampong Speu",4.55206601154663,-9.35768742178075,10.359177143538,4.26148198408279,12.3335625136384,2.53299460055171
2013,7,742.604547289449,791350.905895312,2013,1,"Kampong Speu",0.884563339455636,-10.5088194035792,9.71198732420288,4.26316654032131,11.991076566839,2.52769468600102
2013.03846153846,12,742.633455202615,791858.063547852,2013,2,"Kampong Speu",1.51542309820462,-11.0280669777448,9.04009321740945,4.26509822208344,11.6816693953021,2.52316554343325
2013.07692307692,10,742.662363115782,792365.221200391,2013,3,"Kampong Speu",1.26204428620056,-11.0514765061633,8.3512839770502,4.267275351272,11.3189373485954,2.51835973449541
2013.11538461538,14,742.691271028949,792872.378852931,2013,4,"Kampong Speu",1.76573183445414,-10.566282827502,7.65059109037259,4.26969581979486,10.9492441468396,2.50755225663313
2013.15384615385,9,742.720178942116,793379.536505471,2013,5,"Kampong Speu",1.1343877155745,-9.64379955152409,6.92816258643329,4.27235709620384,10.5741851649838,2.49643209507805
2013.19230769231,23,742.749086855282,793886.69415801,2013,6,"Kampong Speu",2.89713886997358,-8.35897848472396,6.18860400018379,4.27525623167755,10.1591519348273,2.48500602552493
2013.23076923077,16,742.777994768449,794393.85181055,2013,7,"Kampong Speu",2.01411427889748,-6.81968488567685,5.43655644336415,4.27838986537359,9.77989884784333,2.47328145475572
2013.26923076923,17,742.806902681616,794901.009463089,2013,8,"Kampong Speu",2.13863107451361,-5.13177268566506,4.70335738282126,4.28175422917963,9.39976559911194,2.46704813333917
2013.30769230769,14,742.835810594782,795408.167115629,2013,9,"Kampong Speu",1.76010262137085,-3.3946998441404,3.9462401361535,4.28534515189579,9.02010280816204,2.45478089066605
2013.34615384615,19,742.864718507949,795915.324768168,2013,10,"Kampong Speu",2.38718861275027,-1.70002806698252,3.18991974559835,4.28915806288368,8.64220314801002,2.44224582082593
2013.38461538462,37,742.893626421116,796422.482420708,2013,11,"Kampong Speu",4.64577542908374,-0.0971316671467816,2.43872844123249,4.29318799521989,8.31775697836705,2.42945227209936
2013.42307692308,55,742.922534334282,796929.640073247,2013,12,"Kampong Speu",6.90148756356268,1.43185254209395,1.74429670270223,4.29742958839359,8.14228886217929,2.42231900738682
2013.46153846154,69,742.951442247449,797436.797725787,2013,13,"Kampong Speu",8.65272335021175,2.73819440872346,1.01970316027855,4.30187709058975,7.96478257165453,2.40908076413544
2013.5,102,742.980350160616,797943.955378327,2013,14,"Kampong Speu",12.7828526442862,3.72144267109122,0.311609403702523,4.30652436060069,7.81658570791859,2.39561837170053
2013.53846153846,99,743.009258073783,798451.113030866,2013,15,"Kampong Speu",12.3990058231872,4.41015710201835,-0.31916125259047,4.31136486940994,7.53394757739843,2.38794061452346
2013.57692307692,58,743.038165986949,798958.270683406,2013,16,"Kampong Speu",7.25945298124124,4.80941793614828,-0.981777856860213,4.31639170149336,7.25264835658907,2.37410959105312
2013.61538461538,47,743.067090466556,799465.428335945,2013,17,"Kampong Speu",5.87892838566248,4.95091181507437,-1.61868041954692,4.32159755588293,6.94734566153674,2.36009044579045
2013.65384615385,32,743.096021317871,799972.585988485,2013,18,"Kampong Speu",4.00013707475479,4.77861866358133,-2.16534000008706,4.32697474703958,6.62655193947739,2.35196801050656
2013.69230769231,23,743.124952169186,800479.743641024,2013,19,"Kampong Speu",2.87327695456518,4.42091274307082,-2.74269281574487,4.33251520558172,6.40268859087134,2.3376562667905
2013.73076923077,31,743.153883020501,800986.901293564,2013,20,"Kampong Speu",3.87022558670262,3.88734138549086,-3.28759243564674,4.33821047891667,6.09220884667463,2.32319361020978
2013.76923076923,26,743.182813871815,801494.058946103,2013,21,"Kampong Speu",3.24394169985337,3.22468478979267,-3.73720293417073,4.34405173182253,5.74942430573512,2.31472398021762
2013.80769230769,28,743.21174472313,802001.216598643,2013,22,"Kampong Speu",3.49126652435148,2.4842609212867,-4.21352988635149,4.35002974702873,5.49671294943607,2.30004426983743
2013.84615384615,20,743.240675574445,802508.374251183,2013,23,"Kampong Speu",2.49218583153876,1.74878606410756,-4.65324208430024,4.35613492584363,5.22870341282607,2.28525162138454
2013.88461538462,14,743.26960642576,803015.531903722,2013,24,"Kampong Speu",1.74342829544156,0.976928060530351,-5.05532483916367,4.36235728887873,4.95306236384757,2.27035876743175
2013.92307692308,3,743.298537277075,803522.689556262,2013,25,"Kampong Speu",0.373355978492247,0.242054868624276,-5.36716082279646,4.36868647691926,4.68720577631947,2.26159697260461
2013.96153846154,2,743.327468128389,804029.847208801,2013,26,"Kampong Speu",0.24874698457315,-0.428930590694396,-5.69590308176708,4.37511175199245,4.4297165485062,2.24658760314354
2014,5,743.356398979704,804540.001140854,2014,1,"Kampong Speu",0.621473139049631,-1.0507880385563,-5.98616537013738,4.38162199868557,4.28731287578057,2.2315167527711
2014.03846153846,2,743.385329831019,805051.902902623,2014,2,"Kampong Speu",0.248431187205319,-1.61519932336041,-6.23802692795713,4.38820572576771,4.06428301225072,2.21639761066587
2014.07692307692,2,743.414260682334,805563.804664391,2014,3,"Kampong Speu",0.248273319682384,-1.95947665999835,-6.41605368756169,4.39485106817076,3.83134907136048,2.20752576959455
2014.11538461538,2,743.443191533649,806075.70642616,2014,4,"Kampong Speu",0.248115652668315,-2.12225405250321,-6.59754779137644,4.40154578938755,3.81919828031429,2.19238972947474
2014.15384615385,2,743.472122384963,806587.608187929,2014,5,"Kampong Speu",0.247958185781353,-2.28410713399209,-6.74260611159813,4.40827728434731,4.16735831544194,2.1772443222697
2014.19230769231,2,743.501053236278,807099.509949698,2014,6,"Kampong Speu",0.247800918640707,-2.1090715897805,-6.8312632748228,4.41503258283181,4.35489446105437,2.16839362182287
2014.23076923077,3,743.529984087593,807611.411711466,2014,7,"Kampong Speu",0.371465776299828,-1.69112871112775,-6.91226002189747,4.42179835349874,4.29743107645213,2.1533043581967
2014.26923076923,2,743.558914938908,808123.313473235,2014,8,"Kampong Speu",0.247486982080024,-1.21576069173924,-6.88520451750615,4.42856090858274,4.17360559423061,2.15281978767404
2014.30769230769,2,743.587845790222,808635.215235004,2014,9,"Kampong Speu",0.247330311903219,-0.713834804628092,-6.7455206385408,4.43530620934839,4.11935700883522,2.1833953876462
2014.34615384615,5,743.616776641537,809147.116996773,2014,10,"Kampong Speu",0.617934599897974,-0.363400937629925,-6.71287135384371,4.44201987237443,3.93386948048597,2.18594140462126
2014.38461538462,3,743.645707492852,809659.018758542,2014,11,"Kampong Speu",0.370526348807913,0.0222769895838249,-6.66971091906584,4.4486871767529,3.9288089571281,2.18935946740631
2014.42307692308,6,743.674638344167,810170.92052031,2014,12,"Kampong Speu",0.740584467799297,0.145598974275121,-6.63749571828706,4.45529307229244,3.81121808343012,2.20858690981088
2014.46153846154,12,743.703569195482,810682.822282079,2014,13,"Kampong Speu",1.48023365861138,-0.0883384124002491,-6.64187004551728,4.46182218881998,NA,2.22100108445452
2014.5,13,743.732500046797,811194.724043848,2014,14,"Kampong Speu",1.60257452553369,-0.0883384124002491,-6.61705185327923,4.46825884668101,NA,2.23586560747284
2014.53846153846,24,743.761430898111,811706.625805617,2014,15,"Kampong Speu",2.95673328724896,-0.0883384124002491,-6.55000851461569,4.47458706854381,NA,2.23425377072832
2014.57692307692,17,743.790361749426,812218.527567385,2014,16,"Kampong Speu",2.09303277664884,-0.0883384124002491,-6.4853633056131,4.4807905926185,NA,2.24208996481045
2014.61538461538,14,743.819292600741,812730.429329154,2014,17,"Kampong Speu",1.72258838783186,-0.0883384124002491,-6.41612677322036,4.48685288740704,NA,2.23098308647053
2014.65384615385,16,743.844980028385,813242.331090923,2014,18,"Kampong Speu",1.96743324693106,-0.0883384124002491,-6.29655118266042,4.4927571681049,NA,2.22998143691943
2014.69230769231,20,743.864180608688,813754.232852692,2014,19,"Kampong Speu",2.45774451211002,-0.0883384124002491,-6.22527820572359,4.49848641477894,NA,2.22887956565991
2014.73076923077,11,743.883381188992,814266.134614461,2014,20,"Kampong Speu",1.35090967588972,-0.0883384124002491,-6.07590819027135,4.50402339244948,NA,2.22823169537248
2014.76923076923,9,743.902581769295,814778.036376229,2014,21,"Kampong Speu",1.10459531285698,-0.0883384124002491,-5.93779333694896,4.50935067320621,NA,2.21779126142402
2014.80769230769,4,743.921782349598,815289.938137998,2014,22,"Kampong Speu",0.490623005741419,-0.0883384124002491,-5.82795596926493,4.51445066048814,NA,2.21750179312838
2014.84615384615,5,743.940982929901,815801.839899767,2014,23,"Kampong Speu",0.612893935200529,-0.0883384124002491,-5.63861680555923,4.51930561565683,NA,2.21725638252736
2014.88461538462,5,743.960183510204,816313.741661536,2014,24,"Kampong Speu",0.612509595859912,-0.0883384124002491,-5.55693289212533,4.52389768698849,NA,2.22766990437295
2014.92307692308,6,743.979384090507,816825.643423304,2014,25,"Kampong Speu",0.734550885897031,-0.0883384124002491,-5.46311561958206,4.52820894120552,NA,2.2389176754089
2014.96153846154,2,743.998584670811,817337.545185073,2014,26,"Kampong Speu",0.244696944583297,-0.0883384124002491,-5.24146719602401,4.53222139765948,NA,2.23947503950961
2015,5,744.017785251114,817847.687066871,2015,1,"Kampong Speu",0.611360780138903,-0.0883384124002491,-4.98643516091935,4.53591706526673,NA,2.24283596503297
2015.03846153846,3,744.036985831417,818357.016696375,2015,2,"Kampong Speu",0.366588168585723,-0.0883384124002491,-4.61891472264997,4.53927798228341,NA,2.28702410606737
2015.07692307692,2,744.05618641172,818866.346325879,2015,3,"Kampong Speu",0.244240102059839,-0.0883384124002491,-4.23331544182722,4.54228625898898,NA,2.34847920478719
2015.11538461538,2,744.075386992023,819375.675955383,2015,4,"Kampong Speu",0.244088280710557,-0.0883384124002491,-3.98565572209261,4.54492412332586,NA,2.35450967064035
2015.15384615385,2,744.094587572327,819885.005584887,2015,5,"Kampong Speu",0.243936647990439,-0.0883384124002491,-3.69768165440522,4.5471739695176,NA,2.37588997000218
2015.19230769231,6,744.11378815263,820394.335214391,2015,6,"Kampong Speu",0.731355610644488,-0.0883384124002491,-3.4618977664322,4.54901840965879,NA,2.36841223020806
2015.23076923077,4,744.132988732933,820903.664843896,2015,7,"Kampong Speu",0.487267894066552,-0.0883384124002491,-3.17615686226726,4.55044032823639,NA,2.39078893994312
2015.26923076923,5,744.152189313236,821412.9944734,2015,8,"Kampong Speu",0.608707195240496,-0.0883384124002491,-2.93724049142031,4.55142293950543,NA,2.38372787892614
2015.30769230769,4,744.171389893539,821922.324102904,2015,9,"Kampong Speu",0.486663992776427,-0.0883384124002491,-2.66843101683217,4.55194984760061,NA,2.40571092242383
2015.34615384615,7,744.190590473843,822431.653732408,2015,10,"Kampong Speu",0.851134555465148,-0.0883384124002491,-2.43166825499585,4.55200510922099,NA,2.39898296252899
2015.38461538462,8,744.209791054146,822940.983361912,2015,11,"Kampong Speu",0.97212317307592,-0.0883384124002491,-2.1959593939603,4.55157329867705,NA,2.39235014185291
2015.42307692308,12,744.228991634449,823450.312991416,2015,12,"Kampong Speu",1.45728282698765,-0.0883384124002491,-1.96262737989337,4.55063957503916,NA,2.38581774770671
2015.46153846154,11,744.248192214752,823959.64262092,2015,13,"Kampong Speu",1.33501684196695,-0.0883384124002491,-1.70873903586555,4.54918975107367,NA,2.41101964082165
2015.5,24,744.267392795055,824468.972250424,2015,14,"Kampong Speu",2.91096460967973,-0.0883384124002491,-1.48783446526105,4.54721036359933,NA,2.40491310984141
2015.53846153846,41,744.286593375358,824978.301879928,2015,15,"Kampong Speu",4.96982767990029,-0.0883384124002491,-1.2729873392744,4.54468874484209,NA,2.39891624431414
2015.57692307692,41,744.305793955662,825487.631509432,2015,16,"Kampong Speu",4.96676127357961,-0.0883384124002491,-1.06536536954731,4.54161309431295,NA,2.39303353228588
2015.61538461538,40,744.324994535965,825996.961138936,2015,17,"Kampong Speu",4.84263282819413,-0.0883384124002491,-0.832579424042378,4.53797255068127,NA,2.37354817735723
2015.65384615385,37,744.344195116268,826506.29076844,2015,18,"Kampong Speu",4.4766749404411,-0.0883384124002491,-0.603457918205138,4.53375726306692,NA,2.38423127097407
2015.69230769231,35,744.363395696571,827015.620397944,2015,19,"Kampong Speu",4.23208451409402,-0.0883384124002491,-0.423204279333062,4.52895846112949,NA,2.37888554357676
2015.73076923077,35,744.357441381867,827524.950027448,2015,20,"Kampong Speu",4.22947972732896,-0.0883384124002491,-0.254427107070871,4.52356852329339,NA,2.37367797413705
2015.76923076923,30,744.350007367457,828034.279656952,2015,21,"Kampong Speu",3.62303841000746,-0.0883384124002491,-0.13351488383033,4.51758104241502,NA,2.38454140500299
2015.80769230769,22,744.342573353046,828543.609286456,2015,22,"Kampong Speu",2.65526156419774,-0.0883384124002491,0.00839291792423184,4.51099088817314,NA,2.37970191340179
2015.84615384615,15,744.335139338635,829052.93891596,2015,23,"Kampong Speu",1.80929338717663,-0.0883384124002491,0.170964261381351,4.50379426544886,NA,2.39163966430291
2015.88461538462,17,744.327705324225,829562.268545464,2015,24,"Kampong Speu",2.04927353190827,-0.0883384124002491,0.283486538760698,4.49598876795632,NA,2.38718499438088
2015.92307692308,9,744.320271309814,830071.598174969,2015,25,"Kampong Speu",1.08424381942326,-0.0883384124002491,0.381041332673169,4.48757342639187,NA,2.38287814758112
2015.96153846154,7,744.312837295404,830580.927804473,2015,26,"Kampong Speu",0.842783618750257,-0.0883384124002491,0.463127906766766,4.47854875038852,NA,2.37872124191267
2016,4,744.305403280993,831087.10526108,2016,1,"Kampong Speu",0.481297324273059,-0.0883384124002491,0.576023107765736,4.46891676359354,NA,2.36018532923692
2016.03846153846,4,744.297969266583,831592.156941653,2016,2,"Kampong Speu",0.481005017496894,-0.0883384124002491,0.627162415105328,4.45868103123198,NA,2.35650198588347
2016.07692307692,4,744.290535252172,832097.208622226,2016,3,"Kampong Speu",0.480713065559148,-0.0883384124002491,0.661734747425723,4.4478466795761,NA,2.35298471750663
2016.11538461538,4,744.283101237762,832602.260302799,2016,4,"Kampong Speu",0.48042146781409,-0.0883384124002491,0.679571894974458,4.43642040681092,NA,2.34963449059504
2016.15384615385,8,744.275667223351,833107.311983372,2016,5,"Kampong Speu",0.960260447235118,-0.0883384124002491,0.564557413692367,4.42441048486806,NA,2.35254637411168
2016.19230769231,3,744.268233208941,833612.363663945,2016,6,"Kampong Speu",0.359879499245214,-0.0883384124002491,0.403788818530802,4.41182675189303,NA,2.311500827946
2016.23076923077,9,744.26079919453,834117.415344518,2016,7,"Kampong Speu",1.07898478492776,-0.0883384124002491,0.382622818756781,4.39868059511335,NA,2.28441720455887
2016.26923076923,2,744.253365180119,834622.467025091,2016,8,"Kampong Speu",0.239629302950441,-0.0883384124002491,0.261601660994108,4.38498492398553,NA,2.26008047467111
2016.30769230769,4,744.245931165709,835127.518705664,2016,9,"Kampong Speu",0.478968769487978,-0.0883384124002491,0.184808575930793,4.37075413361482,NA,2.24862363326104
2016.34615384615,7,744.238497151298,835632.570386237,2016,10,"Kampong Speu",0.837688745995688,-0.0883384124002491,0.0958805971050965,4.35600405856202,NA,2.23749639695971
2016.38461538462,3,744.231063136888,836137.62206681,2016,11,"Kampong Speu",0.358792610310303,-0.0883384124002491,0.0621631500237812,4.34075191727278,NA,2.21530197557402
2016.42307692308,6,744.223629122477,836642.673747383,2016,12,"Kampong Speu",0.717152039726299,-0.0883384124002491,-0.0507175143972824,4.32501624748567,NA,2.19601907320739
2016.46153846154,14,744.216195108067,837147.725427956,2016,13,"Kampong Speu",1.67234522351991,-0.0883384124002491,-0.110440865184338,4.30881683309207,NA,2.19817410678291
2016.5,33,744.208761093656,837652.777108529,2016,14,"Kampong Speu",3.93957984762037,-0.0883384124002491,-0.137919802610109,4.29217462303225,NA,2.17916423420413
2016.53846153846,23,744.201327079246,838157.828789102,2016,15,"Kampong Speu",2.74411324573898,-0.0883384124002491,-0.236494122738983,4.27511164291498,NA,2.19519406429113
2016.57692307692,49,744.193893064835,838662.880469675,2016,16,"Kampong Speu",5.8426336900184,-0.0883384124002491,-0.295534990193826,4.25765090014031,NA,2.16049344440297
2016.61538461538,45,744.186459050425,839167.932150248,2016,17,"Kampong Speu",5.36245467396424,-0.0883384124002491,-0.277777437008777,4.2398162833861,NA,2.15743211129861
2016.65384615385,55,744.179025036014,839672.983830821,2016,18,"Kampong Speu",6.55016906094498,-0.0883384124002491,-0.314235411954892,4.22163245738438,NA,2.15354550405476
2016.69230769231,36,744.171591021603,840178.035511394,2016,19,"Kampong Speu",4.28480613374852,-0.0883384124002491,-0.351577658291644,4.20312475396602,NA,2.14237399217029
2016.73076923077,42,744.164157007193,840683.087191968,2016,20,"Kampong Speu",4.99593730858646,-0.0883384124002491,-0.336376411471459,4.18431906038647,NA,2.1302487952031
2016.76923076923,27,744.134333640012,841188.138872541,2016,21,"Kampong Speu",3.20974568616583,-0.0883384124002491,-0.364550763288016,4.16524170596498,NA,2.12930520867617
2016.80769230769,30,744.086598790614,841693.190553114,2016,22,"Kampong Speu",3.56424411373527,-0.0883384124002491,-0.255336725028247,4.14591934807143,NA,2.09395779137149
2016.84615384615,17,744.038863941216,842198.242233687,2016,23,"Kampong Speu",2.01852712906553,-0.0883384124002491,-0.2958995577735,4.1263788584813,NA,2.09591413010582
2016.88461538462,20,743.991129091818,842703.29391426,2016,24,"Kampong Speu",2.37331456331472,-0.0883384124002491,-0.206215716314518,4.10664721108978,NA,2.07249165057918
2016.92307692308,8,743.94339424242,843208.345594833,2016,25,"Kampong Speu",0.948757213065352,-0.0883384124002491,-0.148051942302435,4.08675137193215,NA,2.05605980402423
2016.96153846154,6,743.895659393023,843713.397275406,2016,26,"Kampong Speu",0.711141961165454,-0.0883384124002491,-0.238871406427258,4.06671819240064,NA,2.06637295663636
2017,6,743.847924543625,844215.628545046,2017,1,"Kampong Speu",0.710718896585773,-0.0883384124002491,-0.374722155969412,4.04657430647978,NA,2.08246993912399
2017.03846153846,3,743.800189694227,844717.107705103,2017,2,"Kampong Speu",0.355148483751003,-0.0883384124002491,-0.487780964028651,4.02634603274384,NA,2.09446749932649
2017.07692307692,5,743.752454844829,845218.586865161,2017,3,"Kampong Speu",0.59156294924187,-0.0883384124002491,-0.656583371928845,4.00605928177467,NA,2.1118957826064
2017.11538461538,2,743.704719995431,845720.066025219,2017,4,"Kampong Speu",0.236484870153283,-0.0883384124002491,-0.793796420340516,3.98573946956636,NA,2.12562472122321
2017.15384615385,4,743.656985146034,846221.545185277,2017,5,"Kampong Speu",0.472689453814865,-0.0883384124002491,-0.942045965482896,3.96541143738843,NA,2.14030068110227
2017.19230769231,5,743.609250296636,846723.024345335,2017,6,"Kampong Speu",0.590511874159307,-0.0883384124002491,-1.15910324581955,3.94509937848202,NA,2.15988275436195
2017.23076923077,3,743.561515447238,847224.503505392,2017,7,"Kampong Speu",0.354097407191069,-0.0883384124002491,-1.21464810256257,3.92482677186722,NA,2.16867693298143
2017.26923076923,16,743.51378059784,847725.98266545,2017,8,"Kampong Speu",1.8874023360346,-0.0883384124002491,-1.39445984890873,3.90461632344472,NA,2.18655273934565
2017.30769230769,7,743.466045748442,848227.461825508,2017,9,"Kampong Speu",0.825250338504131,-0.0883384124002491,-1.52404351604315,3.88448991448385,NA,2.20183203421018
2017.34615384615,21,743.418310899045,848728.940985566,2017,10,"Kampong Speu",2.47428819566519,-0.0883384124002491,-1.8212222504834,3.86446855750256,NA,2.21525931196381
2017.38461538462,18,743.370576049647,849230.420145624,2017,11,"Kampong Speu",2.119566088661,-0.0883384124002491,-2.10798485387471,3.84457235946469,NA,2.23928470598237
2017.42307692308,27,743.322841200249,849731.899305682,2017,12,"Kampong Speu",3.17747280313494,-0.00655334545074916,-2.41202768360659,3.82482049214628,1.86615463986213,2.26377954535189
2017.46153846154,31,743.275106350851,850233.378465739,2017,13,"Kampong Speu",3.64605775133647,0.344993596691535,-2.73130711670544,3.80523116945701,1.81726272370059,2.28872344087354
2017.5,49,743.227371501453,850734.857625797,2017,14,"Kampong Speu",5.75972637782206,0.400320200768446,-3.06339742510456,3.78582163144508,1.88749718475149,2.31409478760297
2017.53846153846,18,743.179636652056,851236.336785855,2017,15,"Kampong Speu",2.11457138542339,0.655391848956047,-3.40549638148668,3.76660813466468,2.23266925080292,2.33987076164796
2017.57692307692,37,743.131901802658,851737.815945913,2017,16,"Kampong Speu",4.34405979249718,0.971254203596027,-3.7544368936779,3.74760594854397,2.40766452973407,2.36602732036362
2017.61538461538,25,743.08416695326,852239.295105971,2017,17,"Kampong Speu",2.93344840393582,1.16817469501085,-4.10670484175256,3.72882935735943,2.5480734433778,2.39253920609077
