"year_range","mid_year","corr","provname","comp_prov","full_ts_corr","dist_m","dist_km","dist_from_PP_m","dist_from_PP_km"
"2015-2019",2017,0.924556082329654,"Banteay Meanchey","Kampot",0.719123984359439,361757.125137751,361.757125137751,312253.511127179,312.253511127179
"2016-2020",2018,0.943705408896887,"Banteay Meanchey","Kampot",0.719123984359439,361757.125137751,361.757125137751,312253.511127179,312.253511127179
"2002-2006",2004,0.39690840265785,"Banteay Meanchey","Kandal",0.792586609082987,340557.561821772,340.557561821772,312253.511127179,312.253511127179
"2003-2007",2005,0.632480490590676,"Banteay Meanchey","Kandal",0.792586609082987,340557.561821772,340.557561821772,312253.511127179,312.253511127179
"2004-2008",2006,0.607525239307817,"Banteay Meanchey","Kandal",0.792586609082987,340557.561821772,340.557561821772,312253.511127179,312.253511127179
"2005-2009",2007,0.554419252073547,"Banteay Meanchey","Kandal",0.792586609082987,340557.561821772,340.557561821772,312253.511127179,312.253511127179
"2006-2010",2008,0.647554370754514,"Banteay Meanchey","Kandal",0.792586609082987,340557.561821772,340.557561821772,312253.511127179,312.253511127179
"2007-2011",2009,0.721570648505862,"Banteay Meanchey","Kandal",0.792586609082987,340557.561821772,340.557561821772,312253.511127179,312.253511127179
"2008-2012",2010,0.879846523227004,"Banteay Meanchey","Kandal",0.792586609082987,340557.561821772,340.557561821772,312253.511127179,312.253511127179
"2009-2013",2011,0.960429428182468,"Banteay Meanchey","Kandal",0.792586609082987,340557.561821772,340.557561821772,312253.511127179,312.253511127179
"2010-2014",2012,0.96829913983255,"Banteay Meanchey","Kandal",0.792586609082987,340557.561821772,340.557561821772,312253.511127179,312.253511127179
"2011-2015",2013,0.979722261887888,"Banteay Meanchey","Kandal",0.792586609082987,340557.561821772,340.557561821772,312253.511127179,312.253511127179
"2012-2016",2014,0.976565773622626,"Banteay Meanchey","Kandal",0.792586609082987,340557.561821772,340.557561821772,312253.511127179,312.253511127179
"2013-2017",2015,0.889856539417765,"Banteay Meanchey","Kandal",0.792586609082987,340557.561821772,340.557561821772,312253.511127179,312.253511127179
"2014-2018",2016,0.735888718445851,"Banteay Meanchey","Kandal",0.792586609082987,340557.561821772,340.557561821772,312253.511127179,312.253511127179
"2015-2019",2017,0.849371198694599,"Banteay Meanchey","Kandal",0.792586609082987,340557.561821772,340.557561821772,312253.511127179,312.253511127179
"2016-2020",2018,0.866204075117729,"Banteay Meanchey","Kandal",0.792586609082987,340557.561821772,340.557561821772,312253.511127179,312.253511127179
"2002-2006",2004,0.521257610035881,"Banteay Meanchey","Kep",0.560239202584931,390586.577131884,390.586577131884,312253.511127179,312.253511127179
"2003-2007",2005,0.894784920281625,"Banteay Meanchey","Kep",0.560239202584931,390586.577131884,390.586577131884,312253.511127179,312.253511127179
"2004-2008",2006,0.848496484701579,"Banteay Meanchey","Kep",0.560239202584931,390586.577131884,390.586577131884,312253.511127179,312.253511127179
"2005-2009",2007,0.881342932660433,"Banteay Meanchey","Kep",0.560239202584931,390586.577131884,390.586577131884,312253.511127179,312.253511127179
"2006-2010",2008,0.755717856452126,"Banteay Meanchey","Kep",0.560239202584931,390586.577131884,390.586577131884,312253.511127179,312.253511127179
"2007-2011",2009,0.689657315007623,"Banteay Meanchey","Kep",0.560239202584931,390586.577131884,390.586577131884,312253.511127179,312.253511127179
"2008-2012",2010,0.282393186969549,"Banteay Meanchey","Kep",0.560239202584931,390586.577131884,390.586577131884,312253.511127179,312.253511127179
"2009-2013",2011,0.180732098649454,"Banteay Meanchey","Kep",0.560239202584931,390586.577131884,390.586577131884,312253.511127179,312.253511127179
"2010-2014",2012,-0.097623834936618,"Banteay Meanchey","Kep",0.560239202584931,390586.577131884,390.586577131884,312253.511127179,312.253511127179
"2011-2015",2013,0.0768513275325981,"Banteay Meanchey","Kep",0.560239202584931,390586.577131884,390.586577131884,312253.511127179,312.253511127179
"2012-2016",2014,0.0750871685805899,"Banteay Meanchey","Kep",0.560239202584931,390586.577131884,390.586577131884,312253.511127179,312.253511127179
"2013-2017",2015,0.285817088332743,"Banteay Meanchey","Kep",0.560239202584931,390586.577131884,390.586577131884,312253.511127179,312.253511127179
"2014-2018",2016,0.542528934888254,"Banteay Meanchey","Kep",0.560239202584931,390586.577131884,390.586577131884,312253.511127179,312.253511127179
"2015-2019",2017,0.979586595941521,"Banteay Meanchey","Kep",0.560239202584931,390586.577131884,390.586577131884,312253.511127179,312.253511127179
"2016-2020",2018,0.980209773983991,"Banteay Meanchey","Kep",0.560239202584931,390586.577131884,390.586577131884,312253.511127179,312.253511127179
"2002-2006",2004,0.282436231846942,"Banteay Meanchey","Koh Kong",0.710096708126552,262496.86777294,262.49686777294,312253.511127179,312.253511127179
"2003-2007",2005,0.875114510866912,"Banteay Meanchey","Koh Kong",0.710096708126552,262496.86777294,262.49686777294,312253.511127179,312.253511127179
"2004-2008",2006,0.880183872897893,"Banteay Meanchey","Koh Kong",0.710096708126552,262496.86777294,262.49686777294,312253.511127179,312.253511127179
"2005-2009",2007,0.931963198082901,"Banteay Meanchey","Koh Kong",0.710096708126552,262496.86777294,262.49686777294,312253.511127179,312.253511127179
"2006-2010",2008,0.941735509199743,"Banteay Meanchey","Koh Kong",0.710096708126552,262496.86777294,262.49686777294,312253.511127179,312.253511127179
"2007-2011",2009,0.931046468546376,"Banteay Meanchey","Koh Kong",0.710096708126552,262496.86777294,262.49686777294,312253.511127179,312.253511127179
"2008-2012",2010,0.946909271133194,"Banteay Meanchey","Koh Kong",0.710096708126552,262496.86777294,262.49686777294,312253.511127179,312.253511127179
"2009-2013",2011,0.691845945144254,"Banteay Meanchey","Koh Kong",0.710096708126552,262496.86777294,262.49686777294,312253.511127179,312.253511127179
"2010-2014",2012,0.651117712711774,"Banteay Meanchey","Koh Kong",0.710096708126552,262496.86777294,262.49686777294,312253.511127179,312.253511127179
"2011-2015",2013,0.598724440266704,"Banteay Meanchey","Koh Kong",0.710096708126552,262496.86777294,262.49686777294,312253.511127179,312.253511127179
"2012-2016",2014,0.537516431549462,"Banteay Meanchey","Koh Kong",0.710096708126552,262496.86777294,262.49686777294,312253.511127179,312.253511127179
"2013-2017",2015,0.337022619859366,"Banteay Meanchey","Koh Kong",0.710096708126552,262496.86777294,262.49686777294,312253.511127179,312.253511127179
"2014-2018",2016,0.502251509561207,"Banteay Meanchey","Koh Kong",0.710096708126552,262496.86777294,262.49686777294,312253.511127179,312.253511127179
"2015-2019",2017,0.959120343045164,"Banteay Meanchey","Koh Kong",0.710096708126552,262496.86777294,262.49686777294,312253.511127179,312.253511127179
"2016-2020",2018,0.977355151622812,"Banteay Meanchey","Koh Kong",0.710096708126552,262496.86777294,262.49686777294,312253.511127179,312.253511127179
"2002-2006",2004,0.703815698861463,"Banteay Meanchey","Kratie",0.369390672769856,345524.628325948,345.524628325948,312253.511127179,312.253511127179
"2003-2007",2005,0.21052589904608,"Banteay Meanchey","Kratie",0.369390672769856,345524.628325948,345.524628325948,312253.511127179,312.253511127179
"2004-2008",2006,0.109482757733926,"Banteay Meanchey","Kratie",0.369390672769856,345524.628325948,345.524628325948,312253.511127179,312.253511127179
"2005-2009",2007,-0.419447415463417,"Banteay Meanchey","Kratie",0.369390672769856,345524.628325948,345.524628325948,312253.511127179,312.253511127179
"2006-2010",2008,-0.292550730788367,"Banteay Meanchey","Kratie",0.369390672769856,345524.628325948,345.524628325948,312253.511127179,312.253511127179
"2007-2011",2009,-0.288041880593644,"Banteay Meanchey","Kratie",0.369390672769856,345524.628325948,345.524628325948,312253.511127179,312.253511127179
"2008-2012",2010,9.53283879263314e-05,"Banteay Meanchey","Kratie",0.369390672769856,345524.628325948,345.524628325948,312253.511127179,312.253511127179
"2009-2013",2011,0.106506620706318,"Banteay Meanchey","Kratie",0.369390672769856,345524.628325948,345.524628325948,312253.511127179,312.253511127179
"2010-2014",2012,0.637242552499212,"Banteay Meanchey","Kratie",0.369390672769856,345524.628325948,345.524628325948,312253.511127179,312.253511127179
"2011-2015",2013,0.489828987833602,"Banteay Meanchey","Kratie",0.369390672769856,345524.628325948,345.524628325948,312253.511127179,312.253511127179
"2012-2016",2014,0.408636658383004,"Banteay Meanchey","Kratie",0.369390672769856,345524.628325948,345.524628325948,312253.511127179,312.253511127179
"2013-2017",2015,0.444093218816003,"Banteay Meanchey","Kratie",0.369390672769856,345524.628325948,345.524628325948,312253.511127179,312.253511127179
"2014-2018",2016,0.52177037288363,"Banteay Meanchey","Kratie",0.369390672769856,345524.628325948,345.524628325948,312253.511127179,312.253511127179
"2015-2019",2017,0.670301669122568,"Banteay Meanchey","Kratie",0.369390672769856,345524.628325948,345.524628325948,312253.511127179,312.253511127179
"2016-2020",2018,0.707977668166074,"Banteay Meanchey","Kratie",0.369390672769856,345524.628325948,345.524628325948,312253.511127179,312.253511127179
"2002-2006",2004,NA,"Banteay Meanchey","Mondul Kiri",0.500350334489404,442082.51184599,442.08251184599,312253.511127179,312.253511127179
"2003-2007",2005,NA,"Banteay Meanchey","Mondul Kiri",0.500350334489404,442082.51184599,442.08251184599,312253.511127179,312.253511127179
"2004-2008",2006,NA,"Banteay Meanchey","Mondul Kiri",0.500350334489404,442082.51184599,442.08251184599,312253.511127179,312.253511127179
"2005-2009",2007,NA,"Banteay Meanchey","Mondul Kiri",0.500350334489404,442082.51184599,442.08251184599,312253.511127179,312.253511127179
"2006-2010",2008,NA,"Banteay Meanchey","Mondul Kiri",0.500350334489404,442082.51184599,442.08251184599,312253.511127179,312.253511127179
"2007-2011",2009,NA,"Banteay Meanchey","Mondul Kiri",0.500350334489404,442082.51184599,442.08251184599,312253.511127179,312.253511127179
"2008-2012",2010,NA,"Banteay Meanchey","Mondul Kiri",0.500350334489404,442082.51184599,442.08251184599,312253.511127179,312.253511127179
"2009-2013",2011,-0.185750692215113,"Banteay Meanchey","Mondul Kiri",0.500350334489404,442082.51184599,442.08251184599,312253.511127179,312.253511127179
"2010-2014",2012,0.286038146829151,"Banteay Meanchey","Mondul Kiri",0.500350334489404,442082.51184599,442.08251184599,312253.511127179,312.253511127179
"2011-2015",2013,0.252118837938457,"Banteay Meanchey","Mondul Kiri",0.500350334489404,442082.51184599,442.08251184599,312253.511127179,312.253511127179
"2012-2016",2014,0.104974146758033,"Banteay Meanchey","Mondul Kiri",0.500350334489404,442082.51184599,442.08251184599,312253.511127179,312.253511127179
"2013-2017",2015,0.358054008406477,"Banteay Meanchey","Mondul Kiri",0.500350334489404,442082.51184599,442.08251184599,312253.511127179,312.253511127179
"2014-2018",2016,0.573877758649903,"Banteay Meanchey","Mondul Kiri",0.500350334489404,442082.51184599,442.08251184599,312253.511127179,312.253511127179
"2015-2019",2017,0.891336284930878,"Banteay Meanchey","Mondul Kiri",0.500350334489404,442082.51184599,442.08251184599,312253.511127179,312.253511127179
"2016-2020",2018,0.915654047034982,"Banteay Meanchey","Mondul Kiri",0.500350334489404,442082.51184599,442.08251184599,312253.511127179,312.253511127179
"2002-2006",2004,0.152187525560184,"Banteay Meanchey","Oddar Meanchey",0.767869645984809,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
"2003-2007",2005,0.762135224883371,"Banteay Meanchey","Oddar Meanchey",0.767869645984809,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
"2004-2008",2006,0.66120476921254,"Banteay Meanchey","Oddar Meanchey",0.767869645984809,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
"2005-2009",2007,0.714874701992875,"Banteay Meanchey","Oddar Meanchey",0.767869645984809,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
"2006-2010",2008,0.715737401772951,"Banteay Meanchey","Oddar Meanchey",0.767869645984809,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
"2007-2011",2009,0.755002862166989,"Banteay Meanchey","Oddar Meanchey",0.767869645984809,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
"2008-2012",2010,0.863453402710254,"Banteay Meanchey","Oddar Meanchey",0.767869645984809,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
"2009-2013",2011,0.857182863808476,"Banteay Meanchey","Oddar Meanchey",0.767869645984809,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
"2010-2014",2012,0.876992963720216,"Banteay Meanchey","Oddar Meanchey",0.767869645984809,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
"2011-2015",2013,0.925489483417275,"Banteay Meanchey","Oddar Meanchey",0.767869645984809,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
"2012-2016",2014,0.896568284017241,"Banteay Meanchey","Oddar Meanchey",0.767869645984809,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
"2013-2017",2015,0.681224408985935,"Banteay Meanchey","Oddar Meanchey",0.767869645984809,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
"2014-2018",2016,0.732150712825406,"Banteay Meanchey","Oddar Meanchey",0.767869645984809,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
"2015-2019",2017,0.971488034450988,"Banteay Meanchey","Oddar Meanchey",0.767869645984809,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
"2016-2020",2018,0.972511662583902,"Banteay Meanchey","Oddar Meanchey",0.767869645984809,86017.5097852018,86.0175097852018,312253.511127179,312.253511127179
"2002-2006",2004,0.211830999964477,"Banteay Meanchey","Pailin",0.61566784020479,112546.691147605,112.546691147605,312253.511127179,312.253511127179
"2003-2007",2005,0.397562880795132,"Banteay Meanchey","Pailin",0.61566784020479,112546.691147605,112.546691147605,312253.511127179,312.253511127179
"2004-2008",2006,0.380110555298787,"Banteay Meanchey","Pailin",0.61566784020479,112546.691147605,112.546691147605,312253.511127179,312.253511127179
"2005-2009",2007,0.72814133717506,"Banteay Meanchey","Pailin",0.61566784020479,112546.691147605,112.546691147605,312253.511127179,312.253511127179
"2006-2010",2008,0.726158087548205,"Banteay Meanchey","Pailin",0.61566784020479,112546.691147605,112.546691147605,312253.511127179,312.253511127179
"2007-2011",2009,0.510390659665742,"Banteay Meanchey","Pailin",0.61566784020479,112546.691147605,112.546691147605,312253.511127179,312.253511127179
"2008-2012",2010,0.900556391807016,"Banteay Meanchey","Pailin",0.61566784020479,112546.691147605,112.546691147605,312253.511127179,312.253511127179
"2009-2013",2011,0.887642753324609,"Banteay Meanchey","Pailin",0.61566784020479,112546.691147605,112.546691147605,312253.511127179,312.253511127179
"2010-2014",2012,0.905651660896429,"Banteay Meanchey","Pailin",0.61566784020479,112546.691147605,112.546691147605,312253.511127179,312.253511127179
"2011-2015",2013,0.951433263998521,"Banteay Meanchey","Pailin",0.61566784020479,112546.691147605,112.546691147605,312253.511127179,312.253511127179
"2012-2016",2014,0.837405172452473,"Banteay Meanchey","Pailin",0.61566784020479,112546.691147605,112.546691147605,312253.511127179,312.253511127179
"2013-2017",2015,0.44410495179316,"Banteay Meanchey","Pailin",0.61566784020479,112546.691147605,112.546691147605,312253.511127179,312.253511127179
