Accession,Serotype,Collection_Date,Year,Country
PP269860,DENV-2,7/17/13,2013,Vietnam
PP269867,DENV-2,10/11/13,2013,Vietnam
PP269856,DENV-2,11/3/14,2014,Vietnam
PP269858,DENV-2,11/7/14,2014,Vietnam
PP269859,DENV-2,11/30/14,2014,Vietnam
PP269836,DENV-2,8/26/15,2015,Vietnam
PP269923,DENV-2,11/23/15,2015,Vietnam
PP269924,DENV-2,12/1/15,2015,Vietnam
PP269925,DENV-2,10/25/16,2016,Vietnam
PP269926,DENV-2,12/9/16,2016,Vietnam
PP269927,DENV-2,12/22/16,2016,Vietnam
PP269930,DENV-2,4/12/17,2017,Vietnam
PP269931,DENV-2,4/13/17,2017,Vietnam
PP269935,DENV-2,8/25/17,2017,Vietnam
OQ426779,DENV-2,12/10/18,2018,Vietnam
OQ426801,DENV-2,9/18/18,2018,Vietnam
OQ426940,DENV-2,10/29/18,2018,Vietnam
OQ426897,DENV-2,3/6/19,2019,Vietnam
OQ426905,DENV-2,4/18/19,2019,Vietnam
OQ028220,DENV-2,8/14/19,2019,Vietnam
OQ832627,DENV-2,9/15/20,2020,Vietnam
OQ028219,DENV-2,1/15/20,2020,Vietnam
OQ028232,DENV-2,3/2/20,2020,Vietnam
PP269903,DENV-2,6/21/22,2022,Vietnam
PP269909,DENV-2,12/1/22,2022,Vietnam
PP269913,DENV-2,6/8/22,2022,Vietnam
