"year","lambda","N_sero","llik","convergence","lci","uci","provname"
2013,0.0794080887251984,4,12697.0517675648,0,0.0743629813027274,0.0844531961476695,"Banteay Meanchey"
2014,0.0398688197860054,4,12697.0517675648,0,0.0336918687180922,0.0460457708539187,"Banteay Meanchey"
2015,0.0820821191970835,4,12697.0517675648,0,0.0764544441366211,0.087709794257546,"Banteay Meanchey"
2016,0.0476045908674227,4,12697.0517675648,0,0.0427318411815509,0.0524773405532945,"Banteay Meanchey"
2017,0.0446098176614493,4,12697.0517675648,0,0.0396409473558046,0.0495786879670941,"Banteay Meanchey"
2018,0.043987870340179,4,12697.0517675648,0,0.0393033934057355,0.0486723472746226,"Banteay Meanchey"
2019,0.087104662080882,4,12697.0517675648,0,0.0832538850653917,0.0909554390963724,"Banteay Meanchey"
2020,0.0150399296835999,4,12697.0517675648,0,0.0126124072868237,0.017467452080376,"Banteay Meanchey"
1987,0.0199291386702441,4,4560.03153687879,0,0,0.120519560567098,"Battambang"
1988,1e-07,4,4560.03153687879,0,0,0.0981130638384538,"Battambang"
1989,0.0126879586083107,4,4560.03153687879,0,0,0.108909919722869,"Battambang"
1990,1e-07,4,4560.03153687879,0,0,0.091657609264163,"Battambang"
1991,0.0564258353102706,4,4560.03153687879,0,0,0.139575190374113,"Battambang"
1992,0.0721405791359832,4,4560.03153687879,0,0,0.146069634088491,"Battambang"
1993,0.0913535451303411,4,4560.03153687879,0,0.026007893618492,0.15669919664219,"Battambang"
1994,0.0571130648011424,4,4560.03153687879,0,0,0.115112630669743,"Battambang"
1995,0.115636873880043,4,4560.03153687879,0,0.0648470292491529,0.166426718510932,"Battambang"
1996,0.0856669548725681,4,4560.03153687879,0,0.0415142499830517,0.129819659762084,"Battambang"
1997,0.0978922003955766,4,4560.03153687879,0,0.0587535252637525,0.137030875527401,"Battambang"
1998,0.105964264296844,4,4560.03153687879,0,0.071699055757927,0.140229472835761,"Battambang"
1999,0.107750073308084,4,4560.03153687879,0,0.0779553011226762,0.137544845493492,"Battambang"
2000,0.099374098315392,4,4560.03153687879,0,0.0734096286932902,0.125338567937494,"Battambang"
2001,0.10209866484766,4,4560.03153687879,0,0.0796236151383992,0.124573714556921,"Battambang"
2002,0.0978459918950913,4,4560.03153687879,0,0.0800237470861628,0.11566823670402,"Battambang"
2003,0.091541766695796,4,4560.03153687879,0,0.0776940332858275,0.105389500105764,"Battambang"
2004,0.0825000020911693,4,4560.03153687879,0,0.0685065871779356,0.0964934170044029,"Battambang"
2005,0.107272188338878,4,4560.03153687879,0,0.0950892529775489,0.119455123700208,"Battambang"
2006,0.103139482294297,4,4560.03153687879,0,0.0921140291581925,0.114164935430401,"Battambang"
2007,0.111019243143711,4,4560.03153687879,0,0.102000384440219,0.120038101847204,"Battambang"
2008,0.0847006909325434,4,4560.03153687879,0,0.0749201613389719,0.094481220526115,"Battambang"
2009,0.0826387907950828,4,4560.03153687879,0,0.0729850038489481,0.0922925777412174,"Battambang"
2010,0.0743603922637196,4,4560.03153687879,0,0.0658377829529199,0.0828830015745193,"Battambang"
2011,0.0817814147658073,4,4560.03153687879,0,0.0740703338815015,0.0894924956501131,"Battambang"
2012,0.0861101938489034,4,4560.03153687879,0,0.0800341873863431,0.0921862003114637,"Battambang"
2013,0.0679363277799128,4,4560.03153687879,0,0.0609926687749857,0.0748799867848398,"Battambang"
2014,0.0348075714979004,4,4560.03153687879,0,0.0265817395902418,0.0430334034055591,"Battambang"
2015,0.0636898333869402,4,4560.03153687879,0,0.0564016527410563,0.0709780140328242,"Battambang"
2016,0.0525328178642902,4,4560.03153687879,0,0.0458244615583855,0.0592411741701948,"Battambang"
2017,0.0411817803123461,4,4560.03153687879,0,0.0345788744174574,0.0477846862072348,"Battambang"
2018,0.0467796551321862,4,4560.03153687879,0,0.0406326608764289,0.0529266493879435,"Battambang"
2019,0.0900480441328538,4,4560.03153687879,0,0.0853306932605431,0.0947653950051646,"Battambang"
2020,0.0285437290752249,4,4560.03153687879,0,0.0237867064657478,0.0333007516847019,"Battambang"
1988,0.0109450708494969,4,6788.00240527049,0,0,0.081168515948877,"Kampong Cham"
1989,0.0768564227800129,4,6788.00240527049,0,0.0121662030303703,0.141546642529656,"Kampong Cham"
1990,0.134265225475739,4,6788.00240527049,0,0.0781593407862199,0.190371110165257,"Kampong Cham"
1991,0.14705759340014,4,6788.00240527049,0,0.10085250586029,0.193262680939991,"Kampong Cham"
1992,0.134984200861541,4,6788.00240527049,0,0.0969981635216767,0.172970238201406,"Kampong Cham"
1993,0.144007007629151,4,6788.00240527049,0,0.11256842170642,0.175445593551882,"Kampong Cham"
1994,0.162967410822462,4,6788.00240527049,0,0.137358126916211,0.188576694728713,"Kampong Cham"
1995,0.14126671780475,4,6788.00240527049,0,0.120456563298446,0.162076872311053,"Kampong Cham"
1996,0.124479541355156,4,6788.00240527049,0,0.107094678172657,0.141864404537654,"Kampong Cham"
1997,0.111302086366813,4,6788.00240527049,0,0.096453054613722,0.126151118119904,"Kampong Cham"
1998,0.101211421869891,4,6788.00240527049,0,0.0883385250885153,0.114084318651266,"Kampong Cham"
1999,0.105040855295359,4,6788.00240527049,0,0.0938720806609598,0.116209629929759,"Kampong Cham"
2000,0.0908198410879842,4,6788.00240527049,0,0.0811580791835122,0.100481602992456,"Kampong Cham"
2001,0.0915566721389472,4,6788.00240527049,0,0.0833113780085828,0.0998019662693117,"Kampong Cham"
2002,0.102380854715725,4,6788.00240527049,0,0.0963529185263028,0.108408790905148,"Kampong Cham"
2003,0.098049138553732,4,6788.00240527049,0,0.0933253840637215,0.102772893043743,"Kampong Cham"
2004,0.0950056917628265,4,6788.00240527049,0,0.0903633163078259,0.099648067217827,"Kampong Cham"
2005,0.102379797975523,4,6788.00240527049,0,0.0976034883705531,0.107156107580492,"Kampong Cham"
2006,0.0949229961897903,4,6788.00240527049,0,0.090516884548306,0.0993291078312747,"Kampong Cham"
2007,0.0988333297433887,4,6788.00240527049,0,0.0951810230435854,0.102485636443192,"Kampong Cham"
2008,0.0779871193511322,4,6788.00240527049,0,0.0733123886053752,0.0826618500968893,"Kampong Cham"
2009,0.0885602453913569,4,6788.00240527049,0,0.0837285590353923,0.0933919317473216,"Kampong Cham"
2010,0.0882819037229134,4,6788.00240527049,0,0.0839416056316625,0.0926222018141644,"Kampong Cham"
2011,0.0627083894929427,4,6788.00240527049,0,0.0583684609501874,0.067048318035698,"Kampong Cham"
2012,0.0812236011013043,4,6788.00240527049,0,0.0773087246760124,0.0851384775265961,"Kampong Cham"
2013,0.0766596324078597,4,6788.00240527049,0,0.0725647816082282,0.0807544832074911,"Kampong Cham"
2014,0.0487289087234493,4,6788.00240527049,0,0.0433842670300654,0.0540735504168332,"Kampong Cham"
2015,0.0602584265472862,4,6788.00240527049,0,0.0552507497802631,0.0652661033143092,"Kampong Cham"
2016,0.0527906384799083,4,6788.00240527049,0,0.0477416179165147,0.057839659043302,"Kampong Cham"
2017,0.0294556899322783,4,6788.00240527049,0,0.0234519148965761,0.0354594649679805,"Kampong Cham"
2018,0.0711878371700171,4,6788.00240527049,0,0.0650877727921906,0.0772879015478436,"Kampong Cham"
2019,0.0999628210528019,4,6788.00240527049,0,0.095284043633227,0.104641598472377,"Kampong Cham"
2020,0.0445042322677387,4,6788.00240527049,0,0.0382260253776573,0.05078243915782,"Kampong Cham"
1988,1e-07,4,3492.57968133642,0,0,0.132169955233612,"Kampong Chhnang"
1989,1e-07,4,3492.57968133642,0,0,0.122228511230859,"Kampong Chhnang"
1990,1e-07,4,3492.57968133642,0,0,0.109147625290248,"Kampong Chhnang"
1991,1e-07,4,3492.57968133642,0,0,0.0905962058492266,"Kampong Chhnang"
1992,0.0603765257417952,4,3492.57968133642,0,0,0.141060324119121,"Kampong Chhnang"
1993,0.160801615886307,4,3492.57968133642,0,0.0916262807922443,0.22997695098037,"Kampong Chhnang"
1994,0.133599506506517,4,3492.57968133642,0,0.0770509670272661,0.190148045985767,"Kampong Chhnang"
1995,0.12381610170433,4,3492.57968133642,0,0.0763276632334549,0.171304540175206,"Kampong Chhnang"
1996,0.094526521770404,4,3492.57968133642,0,0.053986215304767,0.135066828236041,"Kampong Chhnang"
1997,0.109225456083866,4,3492.57968133642,0,0.0741316058865236,0.144319306281208,"Kampong Chhnang"
1998,0.0975205674154753,4,3492.57968133642,0,0.0669570575882134,0.128084077242737,"Kampong Chhnang"
1999,0.111723358470334,4,3492.57968133642,0,0.085158157473107,0.138288559467561,"Kampong Chhnang"
2000,0.0958234233938925,4,3492.57968133642,0,0.0729828856505522,0.118663961137233,"Kampong Chhnang"
2001,0.102415292373458,4,3492.57968133642,0,0.0829481113366818,0.121882473410234,"Kampong Chhnang"
2002,0.0848668234802759,4,3492.57968133642,0,0.0702580083402627,0.0994756386202891,"Kampong Chhnang"
2003,0.0806139408548889,4,3492.57968133642,0,0.0673973193152763,0.0938305623945015,"Kampong Chhnang"
2004,0.100823075674913,4,3492.57968133642,0,0.0887244191517918,0.112921732198034,"Kampong Chhnang"
2005,0.108918512001804,4,3492.57968133642,0,0.0967665492653139,0.121070474738293,"Kampong Chhnang"
2006,0.116174713595649,4,3492.57968133642,0,0.106480503969089,0.12586892322221,"Kampong Chhnang"
2007,0.0992851494689125,4,3492.57968133642,0,0.0903947977627599,0.108175501175065,"Kampong Chhnang"
2008,0.0804450410611972,4,3492.57968133642,0,0.0700563232505004,0.0908337588718939,"Kampong Chhnang"
2009,0.056557849968311,4,3492.57968133642,0,0.0471934003399003,0.0659222995967216,"Kampong Chhnang"
2010,0.112081629320212,4,3492.57968133642,0,0.103099572861801,0.121063685778624,"Kampong Chhnang"
2011,0.101519515359098,4,3492.57968133642,0,0.0919846760462224,0.111054354671974,"Kampong Chhnang"
2012,0.0895328900200096,4,3492.57968133642,0,0.0817732151239416,0.0972925649160776,"Kampong Chhnang"
2013,0.0651998454099671,4,3492.57968133642,0,0.0580366636391452,0.0723630271807891,"Kampong Chhnang"
2014,0.0411915877504639,4,3492.57968133642,0,0.0324295854514714,0.0499535900494565,"Kampong Chhnang"
2015,0.0609435598074723,4,3492.57968133642,0,0.0529776695925821,0.0689094500223625,"Kampong Chhnang"
2016,0.0535670356941886,4,3492.57968133642,0,0.0462904497604329,0.0608436216279442,"Kampong Chhnang"
2017,0.0221022480785231,4,3492.57968133642,0,0.0145642975992657,0.0296401985577805,"Kampong Chhnang"
2018,0.0652793985885895,4,3492.57968133642,0,0.0583054053343362,0.0722533918428427,"Kampong Chhnang"
2019,0.0946301772423627,4,3492.57968133642,0,0.0891211978986122,0.100139156586113,"Kampong Chhnang"
2020,0.04408855074177,4,3492.57968133642,0,0.0372355212444482,0.0509415802390918,"Kampong Chhnang"
1988,1e-07,4,4829.62341186676,0,0,0.140339182698779,"Kampong Speu"
1989,0.0510946096774787,4,4829.62341186676,0,0,0.178153029552045,"Kampong Speu"
1990,0.1292194263016,4,4829.62341186676,0,0.0202241873809666,0.238214665222233,"Kampong Speu"
1991,0.151567948173825,4,4829.62341186676,0,0.0616556572177825,0.241480239129867,"Kampong Speu"
1992,0.15301604154735,4,4829.62341186676,0,0.0801058891760034,0.225926193918696,"Kampong Speu"
1993,0.145675893355322,4,4829.62341186676,0,0.0864975299605223,0.204854256750122,"Kampong Speu"
1994,0.159273587815585,4,4829.62341186676,0,0.111290966153042,0.207256209478128,"Kampong Speu"
1995,0.104255515320954,4,4829.62341186676,0,0.0649168849441986,0.143594145697709,"Kampong Speu"
1996,0.132637934428707,4,4829.62341186676,0,0.0997657338591996,0.165510134998215,"Kampong Speu"
1997,0.120815295580215,4,4829.62341186676,0,0.0931757250328516,0.148454866127579,"Kampong Speu"
1998,0.119221467666765,4,4829.62341186676,0,0.0956315045404537,0.142811430793077,"Kampong Speu"
1999,0.109757754333402,4,4829.62341186676,0,0.0895653563772316,0.129950152289572,"Kampong Speu"
2000,0.0916434018028724,4,4829.62341186676,0,0.074248331040876,0.109038472564869,"Kampong Speu"
2001,0.102801811160389,4,4829.62341186676,0,0.0882335880527906,0.117370034267988,"Kampong Speu"
2002,0.094537432148746,4,4829.62341186676,0,0.0845070763741104,0.104567787923382,"Kampong Speu"
2003,0.119577023254644,4,4829.62341186676,0,0.109649351857244,0.129504694652043,"Kampong Speu"
2004,0.115726458916295,4,4829.62341186676,0,0.106471601752966,0.124981316079623,"Kampong Speu"
2005,0.11389332229725,4,4829.62341186676,0,0.10554074946359,0.122245895130909,"Kampong Speu"
2006,0.104592339839187,4,4829.62341186676,0,0.0973960438134659,0.111788635864909,"Kampong Speu"
2007,0.103121007556969,4,4829.62341186676,0,0.0973813959478137,0.108860619166123,"Kampong Speu"
2008,0.114542142338823,4,4829.62341186676,0,0.106365657029278,0.122718627648368,"Kampong Speu"
2009,0.103669981662534,4,4829.62341186676,0,0.0956922819827874,0.111647681342281,"Kampong Speu"
2010,0.115634278487148,4,4829.62341186676,0,0.10842352159774,0.122845035376556,"Kampong Speu"
2011,0.0821070671592354,4,4829.62341186676,0,0.0756958610705428,0.088518273247928,"Kampong Speu"
2012,0.093534142429028,4,4829.62341186676,0,0.0881809403832875,0.0988873444747686,"Kampong Speu"
2013,0.0618515093395548,4,4829.62341186676,0,0.055858433998098,0.0678445846810115,"Kampong Speu"
2014,0.0467898591836762,4,4829.62341186676,0,0.03926844983004,0.0543112685373125,"Kampong Speu"
2015,0.0530015563631863,4,4829.62341186676,0,0.0455084810285932,0.0604946316977793,"Kampong Speu"
2016,0.0501066177277428,4,4829.62341186676,0,0.043082522385607,0.0571307130698787,"Kampong Speu"
2017,0.0457441563234882,4,4829.62341186676,0,0.0387141435666554,0.0527741690803209,"Kampong Speu"
2018,0.0704854496036355,4,4829.62341186676,0,0.063768212973255,0.0772026862340161,"Kampong Speu"
2019,0.103335129425527,4,4829.62341186676,0,0.0981119620206427,0.108558296830412,"Kampong Speu"
2020,0.0350257815564091,4,4829.62341186676,0,0.0298091852262628,0.0402423778865555,"Kampong Speu"
1984,0.0103512450269889,4,6571.3444852336,0,0,0.13427951938313,"Kampong Thom"
1985,1e-07,4,6571.3444852336,0,0,0.123003395517074,"Kampong Thom"
1986,1e-07,4,6571.3444852336,0,0,0.122983258981006,"Kampong Thom"
1987,1e-07,4,6571.3444852336,0,0,0.122960082017931,"Kampong Thom"
1988,1e-07,4,6571.3444852336,0,0,0.111961398321598,"Kampong Thom"
1989,1e-07,4,6571.3444852336,0,0,0.0954709463511543,"Kampong Thom"
1990,1e-07,4,6571.3444852336,0,0,0.0866357731433448,"Kampong Thom"
1991,0.109550812246585,4,6571.3444852336,0,0.0333204038307825,0.185781220662387,"Kampong Thom"
1992,0.0891291266045856,4,6571.3444852336,0,0.0233858304014103,0.154872422807761,"Kampong Thom"
1993,0.138758749129456,4,6571.3444852336,0,0.0825521541916695,0.194965344067243,"Kampong Thom"
1994,0.159080066349926,4,6571.3444852336,0,0.113082693586465,0.205077439113387,"Kampong Thom"
1995,0.155322848265131,4,6571.3444852336,0,0.118131874953339,0.192513821576924,"Kampong Thom"
1996,0.129794547679035,4,6571.3444852336,0,0.0991687094161844,0.160420385941885,"Kampong Thom"
1997,0.117332791408181,4,6571.3444852336,0,0.0914092788719221,0.143256303944439,"Kampong Thom"
1998,0.112208604713373,4,6571.3444852336,0,0.0899776353132499,0.134439574113495,"Kampong Thom"
1999,0.114561546287707,4,6571.3444852336,0,0.0954762015445065,0.133646891030908,"Kampong Thom"
2000,0.0976926996486104,4,6571.3444852336,0,0.0812728075626887,0.114112591734532,"Kampong Thom"
2001,0.102734967648273,4,6571.3444852336,0,0.0887625631627144,0.116707372133831,"Kampong Thom"
2002,0.10073157816494,4,6571.3444852336,0,0.090170262819522,0.111292893510359,"Kampong Thom"
2003,0.0999715377327376,4,6571.3444852336,0,0.0914034248159304,0.108539650649545,"Kampong Thom"
2004,0.0845741959191022,4,6571.3444852336,0,0.0760366644580023,0.0931117273802022,"Kampong Thom"
2005,0.106047937446926,4,6571.3444852336,0,0.0980459193983035,0.114049955495548,"Kampong Thom"
2006,0.114748822721281,4,6571.3444852336,0,0.108353836751624,0.121143808690938,"Kampong Thom"
2007,0.111656326331793,4,6571.3444852336,0,0.105968924407986,0.117343728255601,"Kampong Thom"
2008,0.118271114811474,4,6571.3444852336,0,0.111259470270675,0.125282759352273,"Kampong Thom"
2009,0.0717314447514131,4,6571.3444852336,0,0.0642738982936756,0.0791889912091506,"Kampong Thom"
2010,0.101345090917316,4,6571.3444852336,0,0.09430064754838,0.108389534286253,"Kampong Thom"
2011,0.0859434366078875,4,6571.3444852336,0,0.0804708976432955,0.0914159755724796,"Kampong Thom"
2012,0.0934949340555381,4,6571.3444852336,0,0.0883471916887407,0.0986426764223355,"Kampong Thom"
2013,0.0842321260294341,4,6571.3444852336,0,0.0787573401743436,0.0897069118845247,"Kampong Thom"
2014,0.0435808281244727,4,6571.3444852336,0,0.0371820857660534,0.049979570482892,"Kampong Thom"
2015,0.0517075029194878,4,6571.3444852336,0,0.0461619003985014,0.0572531054404742,"Kampong Thom"
2016,0.0697648480305402,4,6571.3444852336,0,0.0648421429119185,0.0746875531491619,"Kampong Thom"
2017,0.0515010189856238,4,6571.3444852336,0,0.045748367335756,0.0572536706354917,"Kampong Thom"
2018,0.048569949836899,4,6571.3444852336,0,0.0432713175585484,0.0538685821152497,"Kampong Thom"
2019,0.100447570205673,4,6571.3444852336,0,0.0964001077113374,0.104495032700008,"Kampong Thom"
2020,0.0489000981771041,4,6571.3444852336,0,0.042266439642619,0.0555337567115891,"Kampong Thom"
1983,1e-07,4,2574.98354124471,0,0,0.201826184647768,"Kampot"
1984,1e-07,4,2574.98354124471,0,0,0.201305939878338,"Kampot"
1985,1e-07,4,2574.98354124471,0,0,0.179959099842593,"Kampot"
1986,1e-07,4,2574.98354124471,0,0,0.156346142413186,"Kampot"
1987,1e-07,4,2574.98354124471,0,0,0.156317188253499,"Kampot"
1988,0.0491802662116336,4,2574.98354124471,0,0,0.200336985699701,"Kampot"
1989,0.0621533851552544,4,2574.98354124471,0,0,0.196126170299396,"Kampot"
1990,0.135549980722936,4,2574.98354124471,0,0.0264919178793263,0.244608043566545,"Kampot"
1991,0.131499311111539,4,2574.98354124471,0,0.0432718941558117,0.219726728067267,"Kampot"
1992,0.0808805073609239,4,2574.98354124471,0,0.00551608842502441,0.156244926296823,"Kampot"
1993,0.0918453165320996,4,2574.98354124471,0,0.0257234902435761,0.157967142820623,"Kampot"
1994,0.139329823795037,4,2574.98354124471,0,0.0827568004900873,0.195902847099987,"Kampot"
1995,0.113674814282229,4,2574.98354124471,0,0.0661021694966758,0.161247459067782,"Kampot"
1996,0.107256925100416,4,2574.98354124471,0,0.0662503371379355,0.148263513062897,"Kampot"
1997,0.10422270613129,4,2574.98354124471,0,0.0685063455499492,0.139939066712632,"Kampot"
1998,0.0953704640680837,4,2574.98354124471,0,0.0640873824740345,0.126653545662133,"Kampot"
1999,0.0726123785398803,4,2574.98354124471,0,0.0448576542619018,0.100367102817859,"Kampot"
2000,0.0770705106778085,4,2574.98354124471,0,0.0523766186448798,0.101764402710737,"Kampot"
2001,0.0806227664767464,4,2574.98354124471,0,0.0596708376769,0.101574695276593,"Kampot"
2002,0.0665989888807292,4,2574.98354124471,0,0.0519245413644481,0.0812734363970102,"Kampot"
2003,0.112697550744353,4,2574.98354124471,0,0.0980402236004349,0.127354877888271,"Kampot"
2004,0.0958084394489109,4,2574.98354124471,0,0.0823681095411529,0.109248769356669,"Kampot"
2005,0.0771399102368175,4,2574.98354124471,0,0.0649046847965074,0.0893751356771276,"Kampot"
2006,0.081486908206968,4,2574.98354124471,0,0.0687813932228142,0.0941924231911218,"Kampot"
2007,0.097894470027857,4,2574.98354124471,0,0.0882815965426462,0.107507343513068,"Kampot"
2008,0.0691403861627543,4,2574.98354124471,0,0.0570975760344433,0.0811831962910652,"Kampot"
2009,0.0626654303068828,4,2574.98354124471,0,0.0504379900072949,0.0748928706064707,"Kampot"
2010,0.0829339587319455,4,2574.98354124471,0,0.0730582183851253,0.0928096990787656,"Kampot"
2011,0.0788351746664119,4,2574.98354124471,0,0.0668212271642334,0.0908491221685904,"Kampot"
2012,0.0812055159685422,4,2574.98354124471,0,0.0708492252491277,0.0915618066879568,"Kampot"
2013,0.0735344532757276,4,2574.98354124471,0,0.0640337543816757,0.0830351521697794,"Kampot"
2014,0.0443374563184472,4,2574.98354124471,0,0.0338950427491947,0.0547798698876997,"Kampot"
2015,0.0497257530873707,4,2574.98354124471,0,0.0381794476623819,0.0612720585123596,"Kampot"
2016,0.0541478620558281,4,2574.98354124471,0,0.042670411377709,0.0656253127339473,"Kampot"
2017,0.0221017437943838,4,2574.98354124471,0,0.011263176284486,0.0329403113042816,"Kampot"
2018,0.0703035792903742,4,2574.98354124471,0,0.0605110736108124,0.0800960849699359,"Kampot"
2019,0.0732175146303633,4,2574.98354124471,0,0.0663260624959015,0.080108966764825,"Kampot"
2020,0.19745453487775,4,2574.98354124471,0,0.180771143606639,0.21413792614886,"Kampot"
1987,0.036018213381139,4,10511.5424822955,0,0,0.153448325164888,"Kandal"
1988,0.0371457578558143,4,10511.5424822955,0,0,0.146499054060032,"Kandal"
1989,0.05874415218193,4,10511.5424822955,0,0,0.157739100075507,"Kandal"
1990,0.226946154748653,4,10511.5424822955,0,0.147678774381472,0.306213535115833,"Kandal"
1991,0.214292462810591,4,10511.5424822955,0,0.157599043591347,0.270985882029834,"Kandal"
1992,0.165464339035484,4,10511.5424822955,0,0.122406446829504,0.208522231241465,"Kandal"
1993,0.185776394798588,4,10511.5424822955,0,0.151970033518429,0.219582756078748,"Kandal"
1994,0.165573718383486,4,10511.5424822955,0,0.139101992604534,0.192045444162438,"Kandal"
1995,0.1506655987695,4,10511.5424822955,0,0.129434150033273,0.171897047505726,"Kandal"
1996,0.133212728476927,4,10511.5424822955,0,0.115658527805721,0.150766929148132,"Kandal"
1997,0.125229502301831,4,10511.5424822955,0,0.110421983096777,0.140037021506885,"Kandal"
1998,0.104915310712347,4,10511.5424822955,0,0.0921895204770682,0.117641100947625,"Kandal"
1999,0.099712713421945,4,10511.5424822955,0,0.0886328405275644,0.110792586316326,"Kandal"
2000,0.0894188085669642,4,10511.5424822955,0,0.079793624262472,0.0990439928714564,"Kandal"
2001,0.0967797796593318,4,10511.5424822955,0,0.0887718238734263,0.104787735445237,"Kandal"
2002,0.0561390285419972,4,10511.5424822955,0,0.0506187309328258,0.0616593261511687,"Kandal"
2003,0.111056302239931,4,10511.5424822955,0,0.105404264825468,0.116708339654394,"Kandal"
2004,0.113173714479381,4,10511.5424822955,0,0.107607282076997,0.118740146881765,"Kandal"
2005,0.108588731154658,4,10511.5424822955,0,0.103395320135084,0.113782142174232,"Kandal"
2006,0.109304457047434,4,10511.5424822955,0,0.105100903346821,0.113508010748047,"Kandal"
2007,0.100919402203429,4,10511.5424822955,0,0.0973023205328647,0.104536483873993,"Kandal"
2008,0.0849275039309539,4,10511.5424822955,0,0.080171411951,0.0896835959109077,"Kandal"
2009,0.0811917764866925,4,10511.5424822955,0,0.076540694853644,0.0858428581197411,"Kandal"
2010,0.123153750066099,4,10511.5424822955,0,0.118596040742471,0.127711459389727,"Kandal"
2011,0.0670181104045053,4,10511.5424822955,0,0.0629274289454514,0.0711087918635592,"Kandal"
2012,0.0830832889045935,4,10511.5424822955,0,0.0796141144548381,0.0865524633543489,"Kandal"
2013,0.0596467167065949,4,10511.5424822955,0,0.0557224138065332,0.0635710196066566,"Kandal"
2014,0.0380794116560895,4,10511.5424822955,0,0.033313579078927,0.042845244233252,"Kandal"
2015,0.0578371201193465,4,10511.5424822955,0,0.0533348528770834,0.0623393873616096,"Kandal"
2016,0.0512561349897611,4,10511.5424822955,0,0.0469415083859259,0.0555707615935963,"Kandal"
2017,0.0361690301266483,4,10511.5424822955,0,0.0318303868653014,0.0405076733879951,"Kandal"
2018,0.0749489716260519,4,10511.5424822955,0,0.0710491202543048,0.0788488229977989,"Kandal"
2019,0.0848798561199283,4,10511.5424822955,0,0.0817246813049389,0.0880350309349177,"Kandal"
2020,0.100075903199571,4,10511.5424822955,0,0.0945415703574146,0.105610236041727,"Kandal"
1988,0.0664844056049955,4,617.67881935104,0,0,0.372925512133764,"Kep"
1989,1e-07,4,617.67881935104,0,0,0.290473850501511,"Kep"
1990,0.170564872796732,4,617.67881935104,0,0,0.430443045978226,"Kep"
1991,0.0919031716296608,4,617.67881935104,0,0,0.304975789949287,"Kep"
1992,1e-07,4,617.67881935104,0,0,0.189137600852147,"Kep"
1993,1e-07,4,617.67881935104,0,0,0.168376514078166,"Kep"
1994,0.0781442472440512,4,617.67881935104,0,0,0.226137149327753,"Kep"
1995,0.0997104131974972,4,617.67881935104,0,0,0.229938648643956,"Kep"
1996,0.0726947987863064,4,617.67881935104,0,0,0.186895497139925,"Kep"
